Year,Month,Day,Hour,Minute,Second,FracSec,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Yaw,Pitch,Roll,QuatX,QuatY,QuatZ,QuatS
-20,1,6,1,7,4,765,+0.253,-0.490,+0.314,+00.0023,-00.0240,-09.2078,-00.001518,-00.001197,+00.000982,-076.547,+000.211,-000.003,+0.001118916,+1.46419E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,768,+0.251,-0.495,+0.314,+00.0772,+00.0090,-09.2161,-00.000857,-00.000282,-00.000143,-076.547,+000.211,-000.003,+0.001119246,+1.45731E-003,-6.19414E-001,+7.85062E-001
-20,1,6,1,7,4,770,+0.252,-0.488,+0.307,+00.0107,+00.0030,-09.1626,+00.000247,+00.000696,-00.000039,-076.547,+000.211,-000.003,+0.001120364,+1.45805E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,773,+0.252,-0.488,+0.307,-00.0039,-00.0155,-09.1450,-00.000357,+00.000113,+00.000485,-076.547,+000.210,-000.003,+0.001115905,+1.45513E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,775,+0.252,-0.491,+0.312,+00.0621,+00.0187,-09.1607,-00.000760,+00.000444,+00.000013,-076.547,+000.210,-000.003,+0.001116742,+1.45716E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,778,+0.252,-0.491,+0.312,+00.0245,+00.0140,-09.1494,-00.000013,+00.001396,+00.000246,-076.547,+000.211,-000.003,+0.001118676,+1.46407E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,780,+0.248,-0.491,+0.310,+00.0032,-00.0277,-09.1470,+00.000998,+00.000630,+00.000763,-076.547,+000.211,-000.003,+0.001120314,+1.46302E-003,-6.19412E-001,+7.85064E-001
-20,1,6,1,7,4,783,+0.256,-0.488,+0.314,+00.0577,-00.0293,-09.1562,+00.000888,-00.000388,+00.000748,-076.546,+000.210,-000.002,+0.001120335,+1.45436E-003,-6.19412E-001,+7.85064E-001
-20,1,6,1,7,4,785,+0.256,-0.488,+0.314,+00.0156,-00.0167,-09.1845,+00.000236,-00.000915,-00.000387,-076.547,+000.210,-000.002,+0.001119876,+1.45329E-003,-6.19413E-001,+7.85064E-001
-20,1,6,1,7,4,788,+0.256,-0.493,+0.311,+00.0005,-00.0065,-09.1775,-00.000114,-00.001509,-00.000878,-076.547,+000.210,-000.002,+0.001118138,+1.44693E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,790,+0.256,-0.493,+0.311,+00.0912,+00.0151,-09.1508,-00.000483,-00.000654,+00.000207,-076.547,+000.210,-000.002,+0.001118282,+1.44810E-003,-6.19412E-001,+7.85064E-001
-20,1,6,1,7,4,793,+0.251,-0.492,+0.311,+00.0519,+00.0147,-09.1390,-00.000717,+00.000669,+00.000307,-076.547,+000.211,-000.003,+0.001122233,+1.45959E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,795,+0.251,-0.492,+0.311,-00.0027,-00.0021,-09.1318,-00.000778,+00.000540,-00.000346,-076.547,+000.211,-000.003,+0.001122056,+1.46061E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,798,+0.249,-0.490,+0.311,+00.0723,+00.0231,-09.1355,-00.000055,+00.000116,-00.000570,-076.547,+000.210,-000.003,+0.00111846,+1.45412E-003,-6.19414E-001,+7.85063E-001
-20,1,6,1,7,4,800,+0.255,-0.491,+0.314,+00.0532,+00.0364,-09.1708,-00.000055,+00.000540,-00.001099,-076.547,+000.210,-000.003,+0.00111894,+1.45598E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,803,+0.255,-0.491,+0.314,-00.0065,+00.0115,-09.1946,-00.000124,+00.000830,-00.000394,-076.547,+000.211,-000.003,+0.001116011,+1.46312E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,805,+0.262,-0.492,+0.313,+00.0636,+00.0160,-09.1691,-00.000136,-00.000176,+00.000608,-076.547,+000.211,-000.003,+0.001115474,+1.46299E-003,-6.19414E-001,+7.85063E-001
-20,1,6,1,7,4,808,+0.262,-0.492,+0.313,+00.0708,+00.0072,-09.1591,-00.000766,+00.000500,+00.000876,-076.547,+000.212,-000.004,+0.001117107,+1.47177E-003,-6.19413E-001,+7.85063E-001
-20,1,6,1,7,4,810,+0.250,-0.492,+0.312,+00.0149,-00.0240,-09.1657,-00.000556,+00.000860,-00.000665,-076.547,+000.212,-000.004,+0.001116972,+1.47205E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,813,+0.251,-0.491,+0.310,+00.0663,-00.0045,-09.1657,+00.000309,-00.000226,-00.001093,-076.547,+000.211,-000.003,+0.001118759,+1.46494E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,815,+0.251,-0.491,+0.310,+00.0665,+00.0190,-09.1916,+00.000202,+00.000034,-00.000091,-076.547,+000.211,-000.003,+0.001118371,+1.46614E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,818,+0.250,-0.491,+0.311,-00.0166,-00.0064,-09.1740,-00.000472,-00.000613,-00.000071,-076.547,+000.212,-000.004,+0.001118042,+1.47188E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,820,+0.250,-0.491,+0.311,+00.0319,-00.0050,-09.1323,-00.000472,-00.000345,-00.001018,-076.547,+000.212,-000.004,+0.001118515,+1.47336E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,823,+0.253,-0.493,+0.311,+00.0827,+00.0111,-09.1390,-00.000773,+00.000381,-00.000773,-076.547,+000.212,-000.004,+0.001117736,+1.47283E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,825,+0.252,-0.492,+0.309,+00.0109,-00.0021,-09.1559,-00.000137,-00.001050,+00.000308,-076.547,+000.212,-000.004,+0.001117245,+1.47052E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,828,+0.252,-0.492,+0.309,+00.0262,+00.0111,-09.1569,+00.000491,-00.000546,-00.000298,-076.547,+000.211,-000.004,+0.001115407,+1.46693E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,830,+0.250,-0.488,+0.313,+00.0731,+00.0248,-09.1648,+00.000154,+00.000391,+00.000189,-076.547,+000.211,-000.004,+0.001115706,+1.46697E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,833,+0.250,-0.488,+0.313,+00.0207,-00.0146,-09.1841,-00.000260,+00.000524,+00.000743,-076.547,+000.212,-000.004,+0.001116847,+1.47779E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,835,+0.253,-0.490,+0.300,+00.0475,-00.0272,-09.1612,-00.000270,+00.000606,+00.000049,-076.547,+000.212,-000.004,+0.001117251,+1.47801E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,838,+0.255,-0.487,+0.311,+00.0910,-00.0106,-09.1518,+00.001101,+00.000128,-00.000105,-076.547,+000.213,-000.003,+0.001125436,+1.47498E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,840,+0.255,-0.487,+0.311,+00.0009,-00.0130,-09.1804,+00.000731,-00.000267,-00.000139,-076.547,+000.213,-000.004,+0.001124502,+1.47499E-003,-6.19416E-001,+7.85060E-001
-20,1,6,1,7,4,843,+0.253,-0.491,+0.319,-00.0123,+00.0062,-09.1717,+00.000677,-00.000612,-00.000245,-076.547,+000.212,-000.003,+0.001123731,+1.46542E-003,-6.19417E-001,+7.85061E-001
-20,1,6,1,7,4,845,+0.253,-0.491,+0.319,+00.0677,+00.0195,-09.1619,+00.000872,-00.000560,-00.000395,-076.547,+000.212,-000.003,+0.00112326,+1.46524E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,848,+0.259,-0.497,+0.316,+00.0179,-00.0070,-09.1653,+00.000180,+00.000140,+00.000149,-076.547,+000.212,-000.003,+0.001125642,+1.47379E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,850,+0.259,-0.497,+0.316,+00.0042,-00.0129,-09.1693,+00.000869,+00.000233,+00.000193,-076.547,+000.212,-000.003,+0.001126665,+1.47273E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,853,+0.253,-0.492,+0.309,+00.0751,+00.0207,-09.1756,+00.000388,+00.000009,+00.000012,-076.547,+000.212,-000.003,+0.00112468,+1.46629E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,855,+0.249,-0.490,+0.311,+00.0179,+00.0301,-09.1782,+00.000402,-00.000759,+00.000023,-076.547,+000.211,-000.003,+0.001124543,+1.46370E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,858,+0.249,-0.490,+0.311,-00.0129,+00.0087,-09.1996,+00.000500,-00.001405,-00.000551,-076.547,+000.211,-000.003,+0.001116297,+1.46400E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,860,+0.252,-0.491,+0.309,+00.0727,+00.0254,-09.2013,+00.000320,-00.000494,-00.000146,-076.547,+000.211,-000.003,+0.001117219,+1.46347E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,863,+0.252,-0.491,+0.309,+00.0325,+00.0054,-09.1742,+00.000712,-00.000032,+00.000314,-076.547,+000.212,-000.004,+0.001118704,+1.47306E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,865,+0.250,-0.488,+0.311,-00.0067,-00.0227,-09.1666,+00.000225,+00.001200,+00.000350,-076.547,+000.212,-000.004,+0.001120576,+1.47570E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,868,+0.249,-0.492,+0.310,+00.0823,+00.0224,-09.1556,-00.000664,+00.001871,+00.000283,-076.547,+000.211,-000.003,+0.001118689,+1.46711E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,870,+0.249,-0.492,+0.310,+00.0559,+00.0326,-09.1602,-00.000144,+00.000680,+00.000605,-076.547,+000.211,-000.003,+0.001119736,+1.46660E-003,-6.19415E-001,+7.85061E-001
-20,1,6,1,7,4,873,+0.249,-0.487,+0.310,+00.0074,-00.0027,-09.1691,+00.000328,-00.000037,+00.000298,-076.547,+000.212,-000.004,+0.001117244,+1.47512E-003,-6.19415E-001,+7.85061E-001
-20,1,6,1,7,4,875,+0.249,-0.487,+0.310,+00.0825,+00.0045,-09.1425,+00.000082,-00.000006,-00.000260,-076.547,+000.212,-000.004,+0.001117244,+1.47512E-003,-6.19415E-001,+7.85061E-001
-20,1,6,1,7,4,878,+0.248,-0.493,+0.319,+00.0759,+00.0123,-09.1564,+00.000118,-00.000784,+00.000479,-076.547,+000.213,-000.004,+0.001120977,+1.48125E-003,-6.19415E-001,+7.85062E-001
-20,1,6,1,7,4,880,+0.255,-0.491,+0.306,-00.0075,-00.0152,-09.1829,+00.000045,-00.001273,-00.000038,-076.547,+000.213,-000.004,+0.001120684,+1.48034E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,883,+0.255,-0.491,+0.306,+00.0410,+00.0071,-09.1796,+00.000486,-00.000160,-00.000695,-076.547,+000.212,-000.004,+0.001119115,+1.47191E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,885,+0.259,-0.492,+0.314,+00.0389,+00.0220,-09.1518,+00.000101,+00.000868,+00.000082,-076.547,+000.212,-000.004,+0.001119663,+1.47362E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,888,+0.259,-0.492,+0.314,-00.0272,+00.0069,-09.1242,-00.000041,+00.000342,-00.000676,-076.547,+000.212,-000.004,+0.001116924,+1.47608E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,890,+0.257,-0.493,+0.312,+00.0451,+00.0301,-09.1431,+00.000025,-00.000481,-00.000479,-076.547,+000.212,-000.004,+0.001116327,+1.47607E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,893,+0.253,-0.485,+0.309,+00.0695,+00.0385,-09.1515,+00.000267,-00.000441,+00.000344,-076.547,+000.212,-000.005,+0.00111367,+1.48019E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,895,+0.253,-0.485,+0.309,+00.0091,-00.0035,-09.1393,+00.000973,-00.000661,+00.000095,-076.547,+000.212,-000.005,+0.001114116,+1.47866E-003,-6.19416E-001,+7.85061E-001
-20,1,6,1,7,4,898,+0.252,-0.492,+0.311,+00.0476,-00.0067,-09.1499,+00.001012,-00.001259,-00.000227,-076.547,+000.211,-000.004,+0.001111293,+1.47162E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,900,+0.252,-0.492,+0.311,+00.0723,+00.0135,-09.1615,+00.000421,-00.000733,-00.000741,-076.547,+000.211,-000.005,+0.001111392,+1.47203E-003,-6.19418E-001,+7.85059E-001
-20,1,6,1,7,4,903,+0.253,-0.491,+0.312,+00.0133,+00.0147,-09.1403,-00.000475,+00.000928,-00.000876,-076.548,+000.212,-000.005,+0.001114595,+1.48198E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,905,+0.253,-0.491,+0.312,+00.0526,+00.0247,-09.1129,-00.000904,+00.001223,-00.000468,-076.548,+000.213,-000.005,+0.00111431,+1.48364E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,908,+0.255,-0.490,+0.312,+00.0884,+00.0468,-09.1035,-00.000820,+00.000750,+00.000039,-076.548,+000.213,-000.006,+0.001112961,+1.48990E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,910,+0.252,-0.488,+0.311,+00.0006,+00.0366,-09.1278,-00.000507,+00.000681,+00.000144,-076.548,+000.213,-000.006,+0.001113184,+1.49093E-003,-6.19418E-001,+7.85059E-001
-20,1,6,1,7,4,913,+0.252,-0.488,+0.311,+00.0206,+00.0262,-09.1488,-00.000414,+00.000070,+00.000791,-076.547,+000.212,-000.006,+0.001103955,+1.48991E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,915,+0.252,-0.490,+0.312,+00.0899,+00.0399,-09.1695,-00.000704,-00.000425,+00.000401,-076.547,+000.212,-000.007,+0.001102841,+1.49042E-003,-6.19418E-001,+7.85060E-001
-20,1,6,1,7,4,918,+0.252,-0.490,+0.312,+00.0118,+00.0121,-09.1685,+00.000043,-00.000237,-00.000158,-076.547,+000.213,-000.007,+0.001104474,+1.50167E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,920,+0.252,-0.487,+0.311,+00.0085,+00.0191,-09.1641,+00.000609,-00.000812,-00.000586,-076.548,+000.213,-000.007,+0.001103579,+1.50018E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,923,+0.252,-0.491,+0.312,+00.0725,+00.0614,-09.1806,-00.000022,-00.000192,-00.001008,-076.548,+000.213,-000.008,+0.001098847,+1.49967E-003,-6.19419E-001,+7.85058E-001
-20,1,6,1,7,4,925,+0.252,-0.491,+0.312,+00.0174,+00.0302,-09.1782,+00.000856,+00.000495,+00.000220,-076.548,+000.213,-000.007,+0.001100744,+1.49817E-003,-6.19418E-001,+7.85059E-001
-20,1,6,1,7,4,928,+0.258,-0.493,+0.315,+00.0052,-00.0215,-09.1771,+00.001163,-00.000071,+00.000573,-076.548,+000.213,-000.008,+0.001094763,+1.49903E-003,-6.19418E-001,+7.85059E-001
-20,1,6,1,7,4,930,+0.258,-0.493,+0.315,+00.0734,+00.0025,-09.1649,+00.000037,-00.000919,+00.000692,-076.547,+000.212,-000.008,+0.001093416,+1.49716E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,933,+0.252,-0.492,+0.314,+00.0313,+00.0171,-09.1552,+00.000037,-00.000906,+00.000652,-076.547,+000.213,-000.008,+0.001097683,+1.50307E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,935,+0.251,-0.490,+0.311,-00.0013,+00.0011,-09.1433,+00.000365,-00.000681,+00.000276,-076.547,+000.213,-000.008,+0.001097346,+1.50117E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,938,+0.251,-0.490,+0.311,+00.0671,+00.0133,-09.1578,+00.000047,-00.000479,-00.000809,-076.548,+000.212,-000.008,+0.001093268,+1.49634E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,940,+0.255,-0.490,+0.310,+00.0401,+00.0070,-09.1507,-00.000587,-00.000809,-00.000602,-076.547,+000.212,-000.008,+0.001090879,+1.49518E-003,-6.19418E-001,+7.85060E-001
-20,1,6,1,7,4,943,+0.255,-0.490,+0.310,+00.0008,+00.0009,-09.1271,+00.000634,-00.001037,-00.000157,-076.548,+000.212,-000.008,+0.001092802,+1.49493E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,945,+0.250,-0.493,+0.312,+00.0667,+00.0138,-09.1460,+00.001219,-00.000306,-00.000988,-076.548,+000.212,-000.008,+0.001092688,+1.49430E-003,-6.19420E-001,+7.85058E-001
-20,1,6,1,7,4,948,+0.249,-0.492,+0.310,+00.0482,+00.0128,-09.1758,-00.000518,-00.000029,-00.000507,-076.548,+000.213,-000.008,+0.001093783,+1.50226E-003,-6.19420E-001,+7.85058E-001
-20,1,6,1,7,4,950,+0.249,-0.492,+0.310,-00.0031,+00.0065,-09.1838,-00.000428,+00.000023,+00.000198,-076.548,+000.213,-000.008,+0.001093929,+1.50159E-003,-6.19419E-001,+7.85058E-001
-20,1,6,1,7,4,953,+0.250,-0.490,+0.311,+00.0686,+00.0205,-09.1714,+00.000401,-00.000692,+00.000117,-076.548,+000.212,-000.008,+0.001088293,+1.49516E-003,-6.19420E-001,+7.85058E-001
-20,1,6,1,7,4,955,+0.250,-0.490,+0.311,+00.0616,+00.0174,-09.1797,+00.000004,-00.001061,-00.000851,-076.548,+000.212,-000.008,+0.001087087,+1.49439E-003,-6.19421E-001,+7.85057E-001
-20,1,6,1,7,4,958,+0.250,-0.493,+0.309,+00.0094,-00.0238,-09.1693,+00.000233,-00.001046,-00.000720,-076.548,+000.212,-000.009,+0.001088066,+1.49912E-003,-6.19421E-001,+7.85057E-001
-20,1,6,1,7,4,960,+0.252,-0.490,+0.310,+00.0879,-00.0082,-09.1618,+00.001340,-00.000970,+00.000211,-076.548,+000.212,-000.008,+0.001089155,+1.49677E-003,-6.19421E-001,+7.85057E-001
-20,1,6,1,7,4,963,+0.252,-0.490,+0.310,+00.0801,-00.0047,-09.1584,+00.001054,-00.001065,+00.000653,-076.548,+000.213,-000.008,+0.001096512,+1.50276E-003,-6.19420E-001,+7.85058E-001
-20,1,6,1,7,4,965,+0.255,-0.487,+0.310,+00.0007,-00.0332,-09.1631,+00.000060,-00.000985,+00.001425,-076.547,+000.213,-000.008,+0.001095775,+1.50211E-003,-6.19418E-001,+7.85060E-001
-20,1,6,1,7,4,968,+0.255,-0.487,+0.310,+00.0617,+00.0007,-09.1914,+00.000012,+00.000168,+00.000593,-076.548,+000.212,-000.007,+0.001097895,+1.49431E-003,-6.19419E-001,+7.85059E-001
-20,1,6,1,7,4,970,+0.255,-0.494,+0.311,+00.0769,+00.0067,-09.1719,-00.000051,+00.000620,-00.000245,-076.547,+000.212,-000.007,+0.001097731,+1.49465E-003,-6.19418E-001,+7.85059E-001
-20,1,6,1,7,4,973,+0.251,-0.490,+0.310,+00.0065,-00.0232,-09.1415,-00.000062,-00.000271,+00.001041,-076.547,+000.213,-000.007,+0.00110139,+1.50072E-003,-6.19417E-001,+7.85060E-001
-20,1,6,1,7,4,975,+0.251,-0.490,+0.310,+00.0390,-00.0080,-09.1185,+00.000162,-00.000162,+00.000052,-076.547,+000.213,-000.007,+0.001101764,+1.50149E-003,-6.19418E-001,+7.85059E-001
