,QuatX,QuatY,QuatZ,QuatS
109,0.001087087,0.00149439,-0.619421,0.785057
110,0.001088066,0.00149912,-0.619421,0.785057
111,0.001089155,0.00149677,-0.619421,0.785057
112,0.001096512,0.00150276,-0.61942,0.785058
113,0.001095775,0.00150211,-0.619418,0.78506
114,0.001097895,0.00149431,-0.619419,0.785059
115,0.001097731,0.00149465,-0.619418,0.785059
116,0.00110139,0.00150072,-0.619417,0.78506
117,0.001101764,0.00150149,-0.619418,0.785059
118,0.001103792,0.00150058,-0.61942,0.785058
119,0.001102317,0.00150001,-0.61942,0.785058
120,0.001097512,0.00149457,-0.619419,0.785058
121,0.001096621,0.00149304,-0.619419,0.785058
122,0.001101249,0.00149655,-0.619419,0.785058
123,0.001103155,0.00149571,-0.619419,0.785058
124,0.001104149,0.00149665,-0.619419,0.785058
125,0.001103805,0.00149754,-0.619419,0.785058
126,0.001100884,0.00149626,-0.61942,0.785058
127,0.001101722,0.00149568,-0.619419,0.785058
128,0.001104926,0.00150048,-0.619418,0.785059
129,0.001105785,0.00149934,-0.619419,0.785059
130,0.00110032,0.00149262,-0.619418,0.785059
131,0.001100758,0.00149054,-0.619417,0.78506
132,0.001103794,0.00148771,-0.619417,0.78506
133,0.001103209,0.00148691,-0.619419,0.785059
134,0.001109175,0.00149093,-0.619419,0.785059
135,0.001109155,0.00149157,-0.619417,0.78506
136,0.001108812,0.00148771,-0.619417,0.78506
137,0.001108812,0.00148771,-0.619417,0.78506
138,0.001107593,0.0014925,-0.619416,0.785061
139,0.001108191,0.00149249,-0.619417,0.78506
140,0.001113066,0.00149549,-0.619418,0.78506
141,0.001115118,0.00149609,-0.619417,0.78506
142,0.001114716,0.0014939,-0.619417,0.78506
143,0.001114009,0.00149601,-0.619418,0.785059
144,0.001109452,0.00150076,-0.619417,0.78506
145,0.001107911,0.00150108,-0.619418,0.78506
146,0.001111314,0.00150417,-0.619418,0.785059
147,0.001110648,0.00150347,-0.619419,0.785058
148,0.001110008,0.00150104,-0.619419,0.785058
149,0.001109775,0.00150117,-0.619418,0.785059
150,0.001110731,0.00150692,-0.619419,0.785059
151,0.001109333,0.00150819,-0.61942,0.785058
152,0.001107758,0.00150521,-0.61942,0.785058
153,0.001109193,0.00150686,-0.61942,0.785057
154,0.00110491,0.00150241,-0.619421,0.785057
155,0.001103791,0.00150171,-0.61942,0.785057
156,0.001102396,0.00150673,-0.61942,0.785057
157,0.001103068,0.0015074,-0.61942,0.785058
158,0.001104328,0.00150693,-0.619419,0.785059
159,0.001105736,0.00150766,-0.619418,0.78506
160,0.001102192,0.00150451,-0.619418,0.78506
161,0.001100837,0.00150557,-0.619418,0.78506
162,0.001100778,0.00151267,-0.619418,0.78506
163,0.001101315,0.00151341,-0.619418,0.785059
164,0.001098303,0.00151207,-0.619418,0.785059
165,0.001098966,0.00151334,-0.619418,0.78506
166,0.001094512,0.00151084,-0.619418,0.785059
167,0.001095064,0.00151019,-0.619418,0.78506
168,0.001094762,0.00151204,-0.61942,0.785058
169,0.001094435,0.00151245,-0.61942,0.785058
170,0.001088481,0.00150982,-0.61942,0.785058
171,0.001088548,0.00150993,-0.61942,0.785057
172,0.001087673,0.00150901,-0.61942,0.785057
173,0.001086592,0.00150944,-0.619421,0.785057
174,0.001090236,0.00151268,-0.619422,0.785056
175,0.001089441,0.00151145,-0.619421,0.785057
176,0.001087665,0.00150995,-0.619421,0.785057
177,0.001085931,0.00150928,-0.619421,0.785057
178,0.001083666,0.00151196,-0.619421,0.785057
179,0.001084969,0.00151278,-0.619422,0.785056
180,0.001083516,0.00151059,-0.619422,0.785056
181,0.001081671,0.00151004,-0.61942,0.785057
182,0.001077988,0.00150994,-0.619421,0.785057
183,0.001079268,0.00151154,-0.619421,0.785057
184,0.001078706,0.00151335,-0.619421,0.785057
185,0.001077068,0.0015133,-0.619421,0.785057
186,0.001077259,0.00151226,-0.619422,0.785056
187,0.001078837,0.00151127,-0.619424,0.785055
188,0.001075213,0.00150878,-0.619424,0.785055
189,0.001075703,0.00150926,-0.619422,0.785056
190,0.00107456,0.00151365,-0.619423,0.785055
191,0.001075485,0.0015136,-0.619424,0.785054
192,0.001075348,0.00151244,-0.619423,0.785055
193,0.001076415,0.00151279,-0.619424,0.785054
194,0.001077884,0.00151404,-0.619424,0.785055
195,0.001076111,0.00151257,-0.619424,0.785055
196,0.001077391,0.00151531,-0.619423,0.785056
197,0.001078831,0.00151615,-0.619421,0.785057
198,0.001079162,0.00151128,-0.619422,0.785056
199,0.001079433,0.00151026,-0.619422,0.785056
200,0.001079973,0.00151209,-0.619423,0.785056
201,0.001079983,0.00151212,-0.619422,0.785056
202,0.001083692,0.00151527,-0.619424,0.785054
203,0.001084304,0.00151558,-0.619424,0.785054
204,0.001087099,0.00151218,-0.619425,0.785054
205,0.001087207,0.00151167,-0.619426,0.785053
206,0.001088897,0.00151296,-0.619426,0.785053
207,0.00108996,0.00151286,-0.619425,0.785054
208,0.001092946,0.00151391,-0.619425,0.785054
209,0.001094519,0.001516,-0.619426,0.785053
210,0.001095169,0.00151035,-0.619425,0.785054
211,0.00109726,0.00151173,-0.619425,0.785053
212,0.001097644,0.00151724,-0.619424,0.785054
213,0.001097329,0.00151664,-0.619423,0.785055
214,0.001100982,0.00151531,-0.619423,0.785055
215,0.001100982,0.00151531,-0.619423,0.785055
216,0.001102739,0.00151216,-0.619425,0.785054
217,0.001102014,0.00151135,-0.619423,0.785055
218,0.001104234,0.00151671,-0.619424,0.785054
219,0.001103255,0.00151596,-0.619424,0.785055
220,0.001103301,0.00151072,-0.619422,0.785056
221,0.001102608,0.00150962,-0.619421,0.785057
222,0.001102257,0.00150753,-0.619421,0.785057
223,0.001102257,0.00150753,-0.619421,0.785057
224,0.001106576,0.00151151,-0.619421,0.785057
225,0.001106576,0.00151151,-0.619421,0.785057
226,0.001106813,0.00150848,-0.619422,0.785056
227,0.001105836,0.00150838,-0.61942,0.785058
228,0.001104575,0.00150782,-0.619421,0.785057
229,0.001105505,0.00150681,-0.619422,0.785056
230,0.001106961,0.00151187,-0.619422,0.785056
231,0.001105177,0.00151095,-0.619422,0.785056
232,0.00110276,0.0015046,-0.619421,0.785057
233,0.001102794,0.00150253,-0.619421,0.785057
234,0.001098656,0.00150384,-0.619421,0.785057
235,0.001097421,0.00150426,-0.619422,0.785056
236,0.001097546,0.0015053,-0.619422,0.785056
237,0.001096728,0.00150593,-0.619423,0.785055
238,0.001090585,0.00150299,-0.619425,0.785054
239,0.00108958,0.00150092,-0.619425,0.785054
240,0.00109095,0.00150479,-0.619426,0.785053
241,0.001092228,0.00150306,-0.619425,0.785054
242,0.001091332,0.00150066,-0.619426,0.785053
243,0.001090566,0.00150332,-0.619426,0.785053
244,0.001088649,0.00150031,-0.619425,0.785054
245,0.001088265,0.00149955,-0.619426,0.785053
246,0.001087787,0.00150489,-0.619426,0.785053
247,0.001089722,0.00150435,-0.619426,0.785053
248,0.001083793,0.00150453,-0.619425,0.785054
249,0.00108358,0.001504,-0.619427,0.785052
250,0.00107535,0.00150094,-0.619428,0.785051
251,0.001077328,0.00150075,-0.619427,0.785052
252,0.00107592,0.00150635,-0.619428,0.785051
253,0.001076187,0.00150815,-0.619429,0.785051
254,0.001076522,0.00150286,-0.619431,0.785049
255,0.001077184,0.00150344,-0.619432,0.785048
256,0.001070583,0.00150233,-0.619432,0.785048
257,0.001068189,0.00150015,-0.619432,0.785049
258,0.001067829,0.00151007,-0.619432,0.785049
259,0.001068723,0.00151004,-0.619433,0.785048
260,0.001065196,0.00150876,-0.619435,0.785046
261,0.001065536,0.00150861,-0.619436,0.785045
262,0.00106082,0.00151151,-0.619438,0.785043
263,0.001060345,0.00151151,-0.619438,0.785043
264,0.001062153,0.00152114,-0.619437,0.785044
265,0.001062644,0.00152067,-0.619437,0.785044
266,0.001064171,0.00151584,-0.619438,0.785043
267,0.001063559,0.00151481,-0.61944,0.785042
268,0.001064296,0.00151731,-0.619439,0.785042
269,0.001065312,0.00151836,-0.61944,0.785042
270,0.001068112,0.0015213,-0.61944,0.785042
271,0.00106982,0.00152252,-0.619443,0.785039
272,0.001070899,0.00151882,-0.619442,0.78504
273,0.00107155,0.00151885,-0.619442,0.785041
274,0.001075755,0.00152453,-0.619442,0.78504
275,0.001076768,0.00152487,-0.619442,0.785041
276,0.001081525,0.00152728,-0.619441,0.785041
277,0.0010828,0.00152901,-0.619441,0.785041
278,0.001083209,0.00152506,-0.619441,0.785041
279,0.001084189,0.00152254,-0.619439,0.785042
280,0.001089189,0.00152408,-0.61944,0.785042
281,0.001089191,0.00152483,-0.619439,0.785043
282,0.001092066,0.00152181,-0.619438,0.785043
283,0.00109277,0.0015218,-0.619438,0.785044
284,0.001093018,0.00152005,-0.619436,0.785045
285,0.001094673,0.00152081,-0.619438,0.785044
286,0.001097785,0.00152857,-0.619436,0.785045
287,0.001098209,0.00152991,-0.619436,0.785045
288,0.001098453,0.00152616,-0.619436,0.785045
289,0.001099732,0.00152429,-0.619434,0.785047
290,0.001100148,0.00152537,-0.619435,0.785046
291,0.001100469,0.001525,-0.619436,0.785045
292,0.001100501,0.00152693,-0.619436,0.785045
293,0.001100132,0.00152574,-0.619438,0.785044
294,0.001100683,0.00151906,-0.619438,0.785043
295,0.001100757,0.00151962,-0.619438,0.785044
296,0.001102505,0.00152171,-0.619437,0.785044
297,0.001100882,0.0015194,-0.619436,0.785045
298,0.001103224,0.00152136,-0.619435,0.785046
299,0.001104377,0.00152024,-0.619435,0.785045
300,0.001102293,0.00151144,-0.619435,0.785046
301,0.001101695,0.00151233,-0.619437,0.785045
302,0.001100808,0.00151841,-0.619438,0.785044
303,0.001100073,0.00152013,-0.619438,0.785043
304,0.001103086,0.00151953,-0.61944,0.785042
305,0.001103026,0.00151993,-0.619439,0.785042
306,0.001104553,0.00151601,-0.619439,0.785043
307,0.001103232,0.00151658,-0.619438,0.785043
308,0.00110256,0.00152027,-0.619437,0.785044
309,0.00110127,0.0015215,-0.619438,0.785044
310,0.001099489,0.00151955,-0.619438,0.785044
311,0.001099171,0.00151828,-0.619439,0.785043
312,0.001096536,0.00150966,-0.619439,0.785043
313,0.00109574,0.00150961,-0.61944,0.785042
314,0.001094209,0.00151575,-0.619441,0.785041
315,0.001094213,0.00151562,-0.619443,0.785039
316,0.001089547,0.00151295,-0.619443,0.78504
317,0.001090594,0.00151291,-0.619441,0.785041
318,0.00108635,0.00151434,-0.619441,0.785041
319,0.001086535,0.00151266,-0.61944,0.785042
320,0.001083786,0.00152022,-0.619441,0.785041
321,0.001083226,0.00152069,-0.619441,0.785041
322,0.001076499,0.0015182,-0.619441,0.785041
323,0.001074397,0.00151773,-0.619441,0.785041
324,0.00107242,0.00151912,-0.619442,0.78504
325,0.001073358,0.00151967,-0.619443,0.785039
326,0.001078682,0.00152788,-0.619442,0.78504
327,0.001078163,0.0015279,-0.619443,0.785039
328,0.001075613,0.00152217,-0.619445,0.785038
329,0.001074772,0.00152001,-0.619444,0.785039
330,0.001076914,0.00152492,-0.619444,0.785039
331,0.001077044,0.0015262,-0.619446,0.785037
332,0.001080733,0.00152847,-0.619446,0.785037
333,0.001080349,0.00152812,-0.619448,0.785036
334,0.001077646,0.00152056,-0.619447,0.785036
335,0.001077519,0.00152057,-0.619447,0.785037
336,0.00107925,0.00152627,-0.619446,0.785037
337,0.001080884,0.00152721,-0.619447,0.785036
338,0.001083475,0.00153227,-0.619448,0.785035
339,0.00108286,0.00153275,-0.619449,0.785035
340,0.001080584,0.00153155,-0.619448,0.785036
341,0.001082311,0.00153187,-0.619449,0.785035
342,0.001086397,0.00153979,-0.619447,0.785037
343,0.001086031,0.00154082,-0.619446,0.785037
344,0.001085414,0.0015395,-0.619448,0.785036
345,0.001084488,0.00153786,-0.619448,0.785036
346,0.001084347,0.00153795,-0.619448,0.785036
347,0.00108208,0.00153695,-0.619447,0.785037
348,0.001086894,0.00154796,-0.619447,0.785037
349,0.001086997,0.00154665,-0.619447,0.785036
350,0.001087239,0.00154188,-0.619447,0.785036
351,0.001088808,0.0015414,-0.619448,0.785036
352,0.001090614,0.00154446,-0.619449,0.785035
353,0.001090283,0.00154603,-0.619449,0.785035
354,0.001096505,0.00154892,-0.619449,0.785035
355,0.001097052,0.00154983,-0.619449,0.785035
356,0.001095024,0.00153969,-0.619449,0.785035
357,0.001095945,0.00153904,-0.619449,0.785035
358,0.001096129,0.00153903,-0.61945,0.785034
359,0.001096598,0.00153919,-0.61945,0.785034
360,0.001096994,0.00153798,-0.61945,0.785034
361,0.001097177,0.00153842,-0.619449,0.785035
362,0.001098518,0.0015307,-0.619448,0.785035
363,0.001098895,0.00153073,-0.619447,0.785036
364,0.001101328,0.00153291,-0.619447,0.785036
365,0.0011012,0.00153225,-0.619448,0.785036
366,0.00110584,0.00153459,-0.619447,0.785036
367,0.001106101,0.00153603,-0.619448,0.785036
368,0.001102641,0.00153106,-0.619448,0.785036
369,0.001102513,0.00152988,-0.619446,0.785037
370,0.001106727,0.00153614,-0.619447,0.785036
371,0.001108002,0.00153451,-0.619448,0.785035
372,0.001108674,0.00153147,-0.619448,0.785035
373,0.001108351,0.00153028,-0.619449,0.785035
374,0.001106142,0.00152393,-0.619448,0.785036
375,0.00110726,0.00152447,-0.619448,0.785035
376,0.001109825,0.00153013,-0.619448,0.785035
377,0.001110254,0.00153026,-0.619449,0.785035
378,0.001114225,0.00152614,-0.619449,0.785034
379,0.001114608,0.00152564,-0.619451,0.785033
380,0.001108543,0.0015206,-0.619452,0.785032
381,0.001107701,0.00152139,-0.619453,0.785032
382,0.001107435,0.00152551,-0.619453,0.785032
383,0.001107828,0.00152655,-0.619454,0.785031
384,0.00110689,0.00152214,-0.619454,0.785031
385,0.001106478,0.00152137,-0.619453,0.785031
386,0.001108011,0.00152345,-0.619455,0.78503
387,0.001106691,0.00152398,-0.619454,0.785031
388,0.001109279,0.0015283,-0.619454,0.785031
389,0.001109552,0.00152775,-0.619455,0.78503
390,0.00110554,0.00152578,-0.619455,0.78503
391,0.00110369,0.001525,-0.619456,0.785029
392,0.001104654,0.00152684,-0.619457,0.785029
393,0.001104182,0.00152679,-0.619456,0.785029
394,0.00110452,0.00152952,-0.619455,0.78503
395,0.001104412,0.00152955,-0.619455,0.78503
396,0.001099991,0.00152574,-0.619455,0.78503
397,0.001100682,0.00152286,-0.619454,0.78503
398,0.001101887,0.00153212,-0.619455,0.78503
399,0.00110079,0.00153205,-0.619456,0.785029
400,0.001100319,0.00153451,-0.619456,0.78503
401,0.001100299,0.00153419,-0.619456,0.785029
402,0.001098962,0.0015313,-0.619456,0.785029
403,0.001100578,0.00153116,-0.619458,0.785028
404,0.001099768,0.00153408,-0.619458,0.785028
405,0.00109882,0.00153318,-0.619459,0.785027
406,0.001098435,0.00153294,-0.61946,0.785026
407,0.001097553,0.00153191,-0.61946,0.785026
408,0.001093874,0.00152995,-0.619461,0.785025
409,0.00109362,0.00152946,-0.61946,0.785026
410,0.001093413,0.00153332,-0.61946,0.785026
411,0.001093534,0.00153255,-0.61946,0.785026
412,0.001092467,0.0015281,-0.619461,0.785025
413,0.001093351,0.0015272,-0.619462,0.785024
414,0.001093732,0.00152477,-0.619462,0.785025
415,0.001092295,0.00152245,-0.619463,0.785024
416,0.001094765,0.00152603,-0.619463,0.785024
417,0.00109453,0.00152312,-0.619462,0.785024
418,0.001091489,0.00151492,-0.619463,0.785023
419,0.001091046,0.001515,-0.619463,0.785024
420,0.001090572,0.00151799,-0.619463,0.785024
421,0.001090663,0.00151879,-0.619461,0.785025
422,0.001094819,0.00151881,-0.619461,0.785025
423,0.001098005,0.0015162,-0.619461,0.785025
424,0.001097909,0.00151177,-0.619462,0.785024
425,0.001096786,0.00151067,-0.619461,0.785025
426,0.001095547,0.001515,-0.61946,0.785026
427,0.001094965,0.00151537,-0.619461,0.785025
428,0.001096311,0.00151605,-0.619462,0.785025
429,0.00109525,0.00151546,-0.619461,0.785025
430,0.001093281,0.00150899,-0.619461,0.785025
431,0.001092658,0.00150859,-0.619462,0.785025
432,0.001092735,0.00151497,-0.619462,0.785025
433,0.001092818,0.00151372,-0.619462,0.785025
434,0.001093251,0.00151223,-0.619463,0.785024
435,0.001092451,0.00151235,-0.619463,0.785024
436,0.001092907,0.0015078,-0.619463,0.785024
437,0.001091883,0.00150798,-0.619463,0.785024
438,0.001094339,0.00151315,-0.619462,0.785024
439,0.001094684,0.00151241,-0.619463,0.785024
440,0.001093625,0.0015076,-0.619463,0.785024
441,0.001094318,0.00150626,-0.619462,0.785024
442,0.001095605,0.00150232,-0.619463,0.785023
443,0.001096681,0.00150135,-0.619465,0.785022
444,0.001098739,0.00150272,-0.619465,0.785022
445,0.001098233,0.00150359,-0.619464,0.785023
446,0.001094643,0.00149444,-0.619464,0.785023
447,0.00109422,0.00149398,-0.619463,0.785023
448,0.001095395,0.00149244,-0.619463,0.785023
449,0.001097173,0.00149284,-0.619463,0.785023
450,0.001102907,0.0014984,-0.619464,0.785023
451,0.001103329,0.00149908,-0.619465,0.785022
452,0.001102522,0.0014944,-0.619464,0.785023
453,0.001103308,0.00149409,-0.619466,0.785021
454,0.001107639,0.00149449,-0.619466,0.785022
455,0.001107762,0.00149246,-0.619466,0.785021
456,0.001108901,0.00149286,-0.619467,0.78502
457,0.001107546,0.00149503,-0.619468,0.78502
458,0.00110633,0.0014888,-0.619469,0.785019
459,0.001106717,0.00149014,-0.619468,0.78502
460,0.001110684,0.00149772,-0.619469,0.785019
461,0.001110421,0.00149698,-0.619467,0.785021
462,0.001111875,0.00149966,-0.619467,0.78502
463,0.001109453,0.00149958,-0.619467,0.785021
464,0.00110778,0.00149506,-0.619467,0.785021
465,0.00110974,0.00149389,-0.619468,0.78502
466,0.001113584,0.00149775,-0.619468,0.78502
467,0.001109599,0.00149832,-0.619469,0.785019
468,0.001112435,0.0014968,-0.61947,0.785018
469,0.00111222,0.00149819,-0.619469,0.785019
470,0.001109677,0.00149882,-0.61947,0.785018
471,0.001110867,0.00149959,-0.619469,0.785019
472,0.001110463,0.00150917,-0.619468,0.78502
473,0.00110938,0.00150872,-0.61947,0.785018
474,0.001109677,0.0015064,-0.619469,0.785019
475,0.001109049,0.00150613,-0.619468,0.78502
476,0.001103476,0.00150465,-0.619468,0.78502
477,0.001103423,0.00150312,-0.619468,0.78502
478,0.001104195,0.00150993,-0.619467,0.785021
479,0.001105926,0.00150904,-0.619468,0.78502
480,0.001103264,0.00150421,-0.619469,0.785019
481,0.001102411,0.00150278,-0.619469,0.785019
482,0.001100951,0.00150458,-0.619469,0.785019
483,0.001100781,0.00150483,-0.619467,0.78502
484,0.00110237,0.00150925,-0.619469,0.785019
485,0.001102861,0.00150717,-0.619469,0.785019
486,0.001098901,0.00150184,-0.61947,0.785018
487,0.001099276,0.00150232,-0.619469,0.785019
488,0.001099023,0.00150538,-0.619472,0.785017
489,0.00109922,0.00150717,-0.619471,0.785017
490,0.001098067,0.00150791,-0.619472,0.785016
491,0.001100757,0.00150773,-0.619472,0.785016
492,0.001097518,0.00150342,-0.619472,0.785017
493,0.001098094,0.0015033,-0.619472,0.785017
494,0.00109755,0.00150915,-0.619472,0.785017
495,0.001098357,0.00151094,-0.619473,0.785016
496,0.001099339,0.00150953,-0.619474,0.785015
497,0.001099868,0.00151015,-0.619473,0.785016
498,0.001097825,0.00150636,-0.619473,0.785016
499,0.001097049,0.00150511,-0.619473,0.785016
500,0.001096701,0.00150862,-0.619473,0.785016
501,0.001095585,0.00150916,-0.619473,0.785016
502,0.001096533,0.0015045,-0.619474,0.785015
503,0.001096726,0.00150322,-0.619476,0.785014
504,0.001095396,0.00150113,-0.619475,0.785014
505,0.00109583,0.00150086,-0.619474,0.785015
506,0.001097372,0.00150655,-0.619473,0.785016
507,0.001096618,0.00150701,-0.619473,0.785016
508,0.001095021,0.00150369,-0.619474,0.785015
509,0.001095412,0.00150292,-0.619474,0.785015
510,0.001096285,0.00150251,-0.619474,0.785015
511,0.001096987,0.00150352,-0.619475,0.785014
512,0.00110018,0.00150804,-0.619475,0.785014
513,0.001102184,0.00150784,-0.619474,0.785015
514,0.001100736,0.00150036,-0.619473,0.785016
515,0.001100707,0.00149844,-0.619474,0.785015
516,0.00110154,0.00149967,-0.619473,0.785016
517,0.001104632,0.00149871,-0.619476,0.785014
518,0.00110717,0.001501,-0.619474,0.785015
519,0.00110674,0.00149991,-0.619475,0.785014
520,0.001104494,0.00149266,-0.619476,0.785014
521,0.001102765,0.00149397,-0.619474,0.785015
522,0.001102623,0.0014972,-0.619475,0.785015
523,0.001102136,0.00149623,-0.619475,0.785015
524,0.001102898,0.00149967,-0.619475,0.785014
525,0.001102291,0.00150008,-0.619475,0.785014
526,0.001100099,0.00149587,-0.619477,0.785013
527,0.001098807,0.00149354,-0.619477,0.785013
528,0.001101548,0.00149886,-0.619478,0.785012
529,0.001103016,0.00149965,-0.619479,0.785011
530,0.001105016,0.00149921,-0.619478,0.785012
531,0.001103936,0.00149947,-0.619479,0.785012
532,0.001100331,0.00149461,-0.619479,0.785012
533,0.001100185,0.00149386,-0.619478,0.785012
534,0.001102084,0.00150323,-0.619478,0.785012
535,0.001103397,0.00150371,-0.619479,0.785011
536,0.001105479,0.00149978,-0.61948,0.785011
537,0.001106045,0.00149954,-0.619479,0.785011
538,0.001105844,0.00150012,-0.619479,0.785011
539,0.001104936,0.0014998,-0.61948,0.78501
540,0.001109208,0.00150601,-0.619481,0.785009
541,0.001109535,0.00150659,-0.619481,0.785009
542,0.00110827,0.0015041,-0.619479,0.785011
543,0.001107472,0.00150359,-0.619479,0.785011
544,0.001106553,0.00150448,-0.619479,0.785011
545,0.001106283,0.00150499,-0.61948,0.785011
546,0.001106211,0.00150746,-0.61948,0.785011
547,0.001106664,0.001508,-0.61948,0.78501
548,0.001105601,0.00150304,-0.619481,0.785009
549,0.001104223,0.00150118,-0.619482,0.785009
550,0.001107591,0.0015067,-0.619482,0.785009
551,0.00110743,0.00150615,-0.619483,0.785008
552,0.00110427,0.00150676,-0.619483,0.785008
553,0.001102924,0.00150703,-0.619484,0.785007
554,0.001099602,0.00150058,-0.619485,0.785006
555,0.001099651,0.00150181,-0.619486,0.785006
556,0.001098124,0.00150875,-0.619485,0.785007
