,xAcc,yAcc,zAcc
758,-0.0407,-0.0407,-9.143
759,0.0349,-0.1046,-9.1246
760,0.0074,-0.1375,-9.1639
761,-0.0185,-0.0951,-9.1829
762,0.0659,-0.0025,-9.19
763,0.0413,0.0255,-9.1795
764,-0.0299,0.0288,-9.1573
765,0.0543,0.0306,-9.1782
766,0.0504,-0.0086,-9.1824
767,-0.0327,-0.0831,-9.1863
768,0.0265,-0.1263,-9.1882
769,0.0373,-0.1337,-9.176
770,-0.0277,-0.1436,-9.1778
771,0.0289,-0.1151,-9.1565
772,0.0535,-0.0958,-9.1407
773,-0.0171,-0.1033,-9.1696
774,0.0185,-0.0459,-9.1923
775,0.0441,0.0046,-9.168
776,-0.0212,-0.0188,-9.1521
777,0.0124,-0.0341,-9.1542
778,0.0634,-0.0041,-9.1607
779,0.0118,-0.0156,-9.1455
780,0.0204,-0.0043,-9.1432
781,0.0656,0.0403,-9.1691
782,0.0013,0.0107,-9.1484
783,-0.007,-0.0254,-9.1174
784,0.0829,-0.001,-9.149
785,0.0535,0.0062,-9.1734
786,0.0048,-0.0099,-9.1634
787,0.0552,0.013,-9.1918
788,0.0365,0.0219,-9.2134
789,0.0097,-0.0058,-9.1856
790,0.0906,-0.003,-9.1647
791,0.0768,-0.0055,-9.16
792,0.0152,-0.0246,-9.146
793,0.0699,0.0008,-9.1447
794,0.0584,0.0059,-9.1506
795,0.0142,-0.0211,-9.1459
796,0.0695,-0.0097,-9.1714
797,0.0487,0.0105,-9.1854
798,-0.008,-0.0089,-9.1521
799,0.0572,0.0052,-9.1678
800,0.0724,0.0367,-9.1761
801,0.005,0.0173,-9.1517
802,0.0485,0.0127,-9.1525
803,0.0631,0.0246,-9.166
804,-0.0174,0.0057,-9.1826
805,0.0292,0.0166,-9.1885
806,0.0832,0.0365,-9.1851
807,0.0053,0.0077,-9.1858
808,0.028,0.0002,-9.1683
809,0.0845,0.0274,-9.1485
810,0.0243,0.023,-9.1453
811,0.0307,0.0066,-9.1551
812,0.0745,0.0301,-9.1772
813,0.0178,0.0224,-9.1834
814,0.0123,-0.0005,-9.1628
815,0.0741,0.0327,-9.1517
816,0.0042,0.0299,-9.1636
817,0.0019,0.0068,-9.1269
818,0.0955,0.0236,-9.1032
819,0.0407,0.0161,-9.1325
820,-0.0085,0.0031,-9.1414
821,0.0666,0.0216,-9.1599
822,0.0521,0.0096,-9.1904
823,0.0031,-0.0217,-9.1775
824,0.0592,-0.0065,-9.1582
825,0.0291,0.0122,-9.1613
826,-0.013,-0.0074,-9.1402
827,0.0617,0.0066,-9.1349
828,0.055,0.0168,-9.1766
829,-0.0223,-0.0075,-9.1794
830,0.0406,0.0102,-9.1632
831,0.0688,0.0122,-9.1403
832,-0.0181,-0.0129,-9.1302
833,0.0276,-0.004,-9.1768
834,0.0649,0.0036,-9.2025
835,-0.0159,-0.0178,-9.1709
836,0.0072,-0.0202,-9.1465
837,0.0462,0.0062,-9.1381
838,-0.0292,-0.0095,-9.1455
839,-0.0118,-0.0193,-9.1626
840,0.0476,-0.0084,-9.1797
841,-0.0018,-0.027,-9.1593
842,0.0265,-0.0103,-9.1414
843,0.0888,0.0238,-9.1591
844,0.0101,0.0129,-9.1555
845,-0.0024,0.0042,-9.1497
846,0.0632,0.0131,-9.1748
847,0.0085,-0.0098,-9.1852
848,0.0069,-0.03,-9.1794
849,0.077,0.007,-9.2039
850,0.0278,0.0191,-9.2077
851,-0.0073,-0.0064,-9.1741
852,0.0633,0.0035,-9.1539
853,0.0421,-0.0093,-9.1581
854,0.0106,-0.0283,-9.1437
855,0.0826,0.0064,-9.1457
856,0.0643,0.0057,-9.1761
857,0.015,-0.0211,-9.1777
858,0.0691,0.0057,-9.1673
859,0.0571,0.0233,-9.1642
860,-0.0061,0.0015,-9.1489
861,0.05,-0.0054,-9.1448
862,0.0581,0.0024,-9.1554
863,0.0029,-0.0043,-9.1441
864,0.0588,0.0031,-9.1355
865,0.072,0.0209,-9.1501
866,-0.0097,0.0119,-9.1588
867,0.0306,0.007,-9.1608
868,0.0778,0.0174,-9.1777
869,0.0065,0.0004,-9.1882
870,0.0329,-0.0105,-9.196
871,0.0763,0.0155,-9.2217
872,0.022,-0.0037,-9.2016
873,0.0392,-0.0292,-9.1694
874,0.0766,0.0005,-9.1789
875,0.0149,-0.0109,-9.1864
876,0.0116,-0.0262,-9.1492
877,0.0788,0.0189,-9.1194
878,0.0251,0.0178,-9.1492
879,0.0,-0.01,-9.1677
880,0.0664,0.0117,-9.1425
881,0.0309,0.0077,-9.1161
882,0.0091,-0.0114,-9.1388
883,0.0771,0.0051,-9.1791
884,0.0308,-0.0003,-9.1554
885,-0.0144,-0.0182,-9.1338
886,0.0628,-0.0008,-9.159
887,0.0438,0.0152,-9.1812
888,-0.0092,0.0063,-9.1874
889,0.0611,0.0069,-9.1737
890,0.0558,0.0216,-9.1565
891,-0.0059,-0.0049,-9.1649
892,0.0446,0.0011,-9.1915
893,0.0447,0.0231,-9.1879
894,-0.0071,-0.0095,-9.1753
895,0.0299,-0.0053,-9.1675
896,0.0408,0.0322,-9.1549
897,-0.0114,0.0112,-9.1455
898,0.032,0.0001,-9.1627
899,0.0601,0.0248,-9.1807
900,0.0014,-0.0038,-9.1617
901,0.0418,-0.0022,-9.1534
902,0.0765,0.025,-9.1481
903,-0.0136,-0.0003,-9.1577
904,0.0109,-0.0036,-9.1781
905,0.092,0.0149,-9.1897
906,0.0116,-0.0129,-9.178
907,0.0042,-0.0039,-9.1814
908,0.0768,0.0291,-9.1825
909,0.025,0.0178,-9.1651
910,0.0057,-0.002,-9.1446
911,0.0785,0.0003,-9.1051
912,0.0353,-0.0103,-9.1167
913,-0.0072,-0.0337,-9.1455
914,0.0583,-0.0138,-9.1573
915,0.034,-0.0165,-9.1541
916,-0.0075,-0.0337,-9.1505
917,0.0764,-0.01,-9.161
918,0.0573,0.0019,-9.1702
919,-0.0187,0.0002,-9.1725
920,0.0531,0.0049,-9.1957
921,0.0489,-0.0058,-9.1996
922,-0.0118,-0.015,-9.1792
923,0.0416,0.0093,-9.1671
924,0.0586,0.0313,-9.1686
925,-0.008,0.0062,-9.1766
926,0.0367,-0.0032,-9.1658
927,0.0847,0.0045,-9.1536
928,0.0153,-0.0237,-9.1553
929,0.0461,-0.0159,-9.1685
930,0.0703,0.0189,-9.1534
931,-0.0141,-0.0021,-9.1623
932,0.0199,0.0026,-9.1892
933,0.0587,0.0366,-9.1853
934,-0.0061,0.0124,-9.1659
935,0.0144,-0.0045,-9.1298
936,0.0629,0.0223,-9.1568
937,0.0036,0.003,-9.2013
938,0.0037,0.0055,-9.1816
939,0.0648,0.0356,-9.1795
940,0.02,0.0052,-9.1784
941,0.0159,0.0052,-9.1799
942,0.0869,0.0286,-9.1932
943,0.0468,-0.0042,-9.1796
944,0.0163,-0.0348,-9.1868
945,0.0682,0.0021,-9.1833
946,0.031,0.0134,-9.1443
947,-0.0073,-0.0064,-9.1403
948,0.0535,0.0157,-9.1717
949,0.0456,0.0171,-9.1776
950,0.0047,-0.0147,-9.1455
951,0.0745,0.0147,-9.1205
952,0.0686,0.026,-9.1417
953,0.0037,-0.0086,-9.1301
954,0.0628,0.0093,-9.1255
955,0.0634,0.0259,-9.18
956,0.0024,0.0129,-9.1814
957,0.0715,0.021,-9.1726
958,0.104,0.026,-9.1923
959,0.0242,0.0181,-9.2178
960,0.056,0.0113,-9.2222
961,0.0938,0.0044,-9.1822
962,0.0193,-0.0091,-9.1933
963,0.0492,-0.0137,-9.2512
964,0.1005,0.0068,-9.2807
965,0.0364,-0.0035,-9.1943
966,0.0397,-0.0152,-9.1243
967,0.0833,0.0011,-9.1595
968,0.0222,-0.0086,-9.1539
969,0.0292,-0.021,-9.1503
970,0.0999,0.0035,-9.1617
971,0.018,-0.0087,-9.1416
972,0.0011,-0.0291,-9.0936
973,0.0855,-0.0072,-9.0781
974,0.0493,-0.0195,-9.1231
975,0.0209,-0.035,-9.1541
976,0.0715,-0.0132,-9.1417
977,0.0315,-0.0054,-9.1565
978,-0.0118,-0.0117,-9.1706
979,0.0618,0.0039,-9.1662
980,0.0393,0.0072,-9.1613
981,-0.0248,-0.0083,-9.1814
982,0.0471,0.0108,-9.1994
983,0.0407,0.019,-9.1781
984,-0.0352,-0.0014,-9.1625
985,0.0216,0.0062,-9.1477
986,0.0389,0.0149,-9.13
987,-0.0267,-0.0073,-9.1355
988,0.0147,0.0085,-9.1723
989,0.0162,0.0333,-9.173
990,-0.0503,0.0082,-9.1409
991,0.0118,-0.0049,-9.134
992,0.0357,0.013,-9.1413
993,-0.0261,-0.0095,-9.1416
994,0.0064,-0.0265,-9.1458
995,0.0376,0.0152,-9.1683
996,-0.0203,0.0112,-9.1809
997,-0.0033,0.0005,-9.1708
998,0.0732,0.0115,-9.1653
999,0.0335,-0.0074,-9.156
1000,0.0181,-0.011,-9.1753
1001,0.0543,-0.0016,-9.1906
1002,-0.0258,-0.0157,-9.1423
1003,-0.0248,-0.0132,-9.1225
1004,0.0547,0.0191,-9.1552
1005,0.0121,0.0113,-9.1853
1006,-0.0028,-0.006,-9.1806
1007,0.0779,0.0198,-9.1786
1008,0.0529,0.0185,-9.1719
1009,0.0073,0.005,-9.1302
1010,0.0725,0.0171,-9.1401
1011,0.04,0.0088,-9.1792
1012,-0.0205,-0.0195,-9.1632
1013,0.0463,-0.0176,-9.1493
1014,0.0486,-0.0023,-9.1626
1015,0.0085,-0.0138,-9.1725
1016,0.0781,-0.011,-9.1757
1017,0.0813,-0.0025,-9.1489
1018,0.0263,-0.0194,-9.1419
1019,0.0862,-0.0095,-9.1622
1020,0.09,0.0166,-9.1636
1021,-0.003,-0.0133,-9.1592
1022,0.0421,-0.0091,-9.1536
1023,0.0861,0.0345,-9.1434
1024,0.01,0.0142,-9.1578
1025,0.0433,-0.003,-9.1737
1026,0.084,0.0011,-9.176
1027,0.01,-0.0008,-9.1796
1028,0.0412,0.0039,-9.1736
1029,0.1028,0.0223,-9.1809
1030,0.0172,0.0283,-9.1712
1031,0.0035,0.0244,-9.1315
1032,0.0859,0.0312,-9.123
1033,0.0267,-0.0027,-9.1482
1034,0.0093,-0.0255,-9.1555
1035,0.0919,0.0001,-9.136
1036,0.0393,0.0049,-9.1422
1037,0.0087,0.0041,-9.2026
1038,0.0705,0.0264,-9.2189
1039,0.0349,0.0295,-9.182
1040,-0.0033,0.0091,-9.164
1041,0.0677,0.0163,-9.1546
1042,0.0539,0.0273,-9.131
1043,-0.0034,0.0063,-9.1523
1044,0.0523,0.0195,-9.1824
1045,0.0462,0.0156,-9.1873
1046,-0.016,-0.0176,-9.1717
1047,0.0325,0.0245,-9.1456
1048,0.0301,0.0435,-9.1316
1049,-0.0182,-0.0116,-9.1022
1050,0.0548,-0.0266,-9.1225
1051,0.0514,-0.0024,-9.1558
1052,-0.0385,-0.0141,-9.1508
1053,0.0016,-0.0206,-9.1286
1054,0.044,-0.0088,-9.1361
1055,-0.01,-0.0191,-9.1625
1056,0.0213,-0.0162,-9.1669
1057,0.0547,-0.0117,-9.1664
1058,-0.0209,-0.0348,-9.1731
1059,-0.002,-0.016,-9.1597
1060,0.0666,0.0043,-9.1366
1061,0.0157,-0.0125,-9.1576
1062,0.0208,-0.0142,-9.1931
1063,0.0594,0.0008,-9.2018
1064,-0.0155,-0.0246,-9.1787
1065,-0.0063,-0.0436,-9.1489
1066,0.0645,-0.0036,-9.1574
1067,0.0094,-0.0292,-9.1643
1068,0.0012,-0.0533,-9.1446
1069,0.0674,-0.0076,-9.1324
1070,0.0197,0.0037,-9.1459
1071,-0.0119,-0.0217,-9.1488
1072,0.0678,0.0004,-9.1127
1073,0.0553,0.0091,-9.1486
1074,-0.0009,-0.0216,-9.1728
1075,0.0526,-0.0111,-9.1541
1076,0.0365,-0.0136,-9.1538
1077,-0.0284,-0.0155,-9.1438
1078,0.0336,0.0376,-9.1673
1079,0.0611,0.0363,-9.1741
1080,0.013,-0.0234,-9.1744
1081,0.0434,-0.0151,-9.1707
1082,0.0453,0.0105,-9.1669
1083,-0.0234,0.0037,-9.1791
1084,0.0156,0.0233,-9.1662
1085,0.0514,0.0501,-9.164
1086,-0.0004,0.018,-9.1832
1087,0.0433,0.0076,-9.1755
1088,0.083,0.0139,-9.1581
1089,0.0118,-0.0006,-9.1508
1090,0.0246,0.0132,-9.1511
1091,0.0684,0.0302,-9.1768
1092,0.0152,0.0202,-9.1876
1093,0.0361,-0.0078,-9.1771
1094,0.1001,0.0066,-9.1687
1095,0.0428,-0.0047,-9.1431
1096,0.0284,-0.0193,-9.114
1097,0.0822,0.0239,-9.1372
1098,0.0298,0.0313,-9.1543
1099,0.007,0.0103,-9.1376
1100,0.0813,0.0115,-9.1745
1101,0.0527,0.0009,-9.1921
1102,0.0065,-0.0198,-9.1603
1103,0.0672,-0.0034,-9.1437
1104,0.0396,0.0037,-9.137
1105,0.0041,-0.0199,-9.1346
1106,0.0927,-0.0067,-9.1581
1107,0.079,0.0194,-9.1953
1108,0.0082,-0.0018,-9.1669
1109,0.0668,0.0045,-9.1356
1110,0.0621,0.0064,-9.1563
1111,0.0072,-0.0219,-9.1618
1112,0.0725,0.0022,-9.1684
1113,0.0891,0.0189,-9.1851
1114,0.0239,-0.0121,-9.2012
1115,0.0581,0.0056,-9.1809
1116,0.0906,0.0365,-9.1606
1117,0.0117,0.0056,-9.1571
1118,0.0315,-0.0118,-9.1557
1119,0.0807,0.0042,-9.157
1120,0.0132,-0.0011,-9.1499
1121,0.013,-0.0114,-9.1537
1122,0.0509,0.0071,-9.1764
1123,0.0085,0.0075,-9.169
1124,0.0099,-0.0045,-9.1586
1125,0.0697,0.0051,-9.1969
1126,0.0241,0.0029,-9.1867
1127,-0.0028,0.0077,-9.1642
1128,0.0372,0.0265,-9.1798
1129,0.0026,0.0149,-9.1775
1130,-0.0038,-0.0036,-9.1891
1131,0.0602,0.0064,-9.1814
1132,0.0248,-0.0011,-9.1535
1133,-0.0166,-0.0128,-9.156
1134,0.0548,0.0225,-9.1584
1135,0.0306,0.0233,-9.1473
1136,-0.0271,-0.0048,-9.1171
1137,0.0418,0.0161,-9.1202
1138,0.0332,0.0197,-9.1534
1139,-0.0424,-0.0211,-9.1509
1140,0.027,-0.0075,-9.1511
1141,0.0553,0.0324,-9.1521
1142,-0.0142,0.0167,-9.1662
1143,0.0389,0.0149,-9.1773
1144,0.0694,0.0271,-9.1564
1145,-0.0078,0.0045,-9.1544
1146,0.0246,0.0097,-9.1417
1147,0.0416,0.0106,-9.1651
1148,-0.0211,-0.0187,-9.1925
1149,0.0283,-0.0016,-9.1805
1150,0.08,0.024,-9.1739
1151,0.0277,0.0034,-9.166
1152,0.0305,-0.0109,-9.1572
1153,0.0688,-0.0047,-9.1749
1154,0.0149,-0.0227,-9.1723
1155,0.0193,-0.0223,-9.1446
1156,0.0747,0.0212,-9.1679
1157,0.0212,0.0084,-9.1966
1158,0.0045,-0.0147,-9.1938
1159,0.0786,0.0111,-9.1623
1160,0.0436,-0.0031,-9.1467
1161,0.0053,-0.0186,-9.163
1162,0.0754,0.0176,-9.1646
1163,0.0555,0.0102,-9.1711
1164,0.0041,-0.0101,-9.1709
1165,0.0706,0.0165,-9.1662
1166,0.0756,0.0056,-9.1778
1167,0.0256,-0.0137,-9.1642
1168,0.0672,-0.0043,-9.1548
1169,0.0613,-0.0052,-9.1629
1170,0.017,-0.0144,-9.1607
1171,0.0661,0.0037,-9.1617
1172,0.0677,0.0173,-9.1683
1173,0.0054,0.0031,-9.158
1174,0.0602,0.0149,-9.1593
1175,0.0796,0.0148,-9.1611
1176,0.0126,-0.0193,-9.1469
1177,0.0547,-0.0165,-9.1513
1178,0.0611,0.0161,-9.1612
1179,-0.0206,-0.0065,-9.1718
1180,0.0054,-0.0307,-9.1706
1181,0.0451,-0.0048,-9.1741
1182,-0.0105,-0.0021,-9.1861
1183,0.0168,-0.0078,-9.1783
1184,0.0674,0.0025,-9.1531
1185,-0.0018,-0.0219,-9.1322
1186,0.003,-0.0342,-9.1148
1187,0.0628,0.0104,-9.1328
1188,0.0119,0.0053,-9.171
1189,-0.0091,-0.0262,-9.1628
1190,0.0591,0.0107,-9.1541
1191,0.0203,0.0212,-9.1602
1192,-0.0169,-0.0027,-9.1379
1193,0.0687,0.0167,-9.1581
1194,0.0317,0.0307,-9.1938
1195,-0.0276,0.0171,-9.1565
1196,0.0535,0.0078,-9.1504
1197,0.0565,0.0054,-9.1646
1198,0.0035,-0.0044,-9.1428
1199,0.0567,0.0034,-9.128
1200,0.0328,0.0064,-9.1216
1201,-0.0445,-0.0197,-9.1406
1202,0.02,-0.0162,-9.1584
1203,0.0246,-0.0031,-9.1507
1204,-0.0227,-0.0219,-9.1539
1205,0.0308,-0.0026,-9.1427
1206,0.0286,0.0194,-9.1587
1207,-0.0494,-0.0033,-9.1854
1208,0.0124,0.0049,-9.1602
1209,0.0681,0.0168,-9.1473
1210,-0.009,-0.0024,-9.172
1211,0.0129,-0.0053,-9.1959
1212,0.054,0.0056,-9.1832
1213,-0.0184,-0.0095,-9.1723
1214,0.0111,-0.0058,-9.1668
1215,0.0754,0.0044,-9.1531
1216,-0.0118,-0.0123,-9.1418
1217,-0.0239,-0.0078,-9.1558
1218,0.0579,0.0171,-9.1868
1219,0.0181,0.0075,-9.1855
1220,-0.0046,-0.015,-9.1586
1221,0.062,0.0054,-9.1607
1222,0.0318,-0.0011,-9.1869
1223,0.0276,-0.0154,-9.1746
1224,0.0872,0.0124,-9.1555
1225,0.0255,0.0169,-9.169
1226,-0.0181,-0.0062,-9.1767
1227,0.0541,0.0102,-9.1463
1228,0.0492,0.0171,-9.1206
1229,0.0078,-0.005,-9.1347
1230,0.061,0.0174,-9.1691
1231,0.0465,0.022,-9.1495
1232,0.0009,0.0023,-9.1556
1233,0.0672,0.0039,-9.169
1234,0.0705,0.0057,-9.1317
1235,-0.0093,-0.0127,-9.1363
1236,0.0352,0.007,-9.1198
1237,0.058,0.0207,-9.1327
1238,-0.0104,-0.0136,-9.1671
1239,0.05,0.0044,-9.1594
1240,0.0805,0.0394,-9.1481
1241,-0.0144,0.0168,-9.1373
1242,0.027,0.0032,-9.1421
1243,0.0894,0.0166,-9.1476
1244,0.0203,-0.0112,-9.1449
1245,0.0228,-0.0217,-9.1418
1246,0.0369,0.0113,-9.1402
1247,-0.0186,-0.005,-9.1591
1248,0.0276,-0.0103,-9.1832
1249,0.0854,0.0241,-9.1952
1250,-0.0067,0.0021,-9.1986
1251,-0.0128,-0.0171,-9.2053
1252,0.0762,0.009,-9.2087
1253,0.0418,0.0094,-9.2008
1254,0.0238,-0.0137,-9.168
1255,0.0771,0.0198,-9.1431
1256,0.0333,0.03,-9.1355
1257,-0.005,0.0074,-9.1119
1258,0.0492,0.0205,-9.128
1259,0.0262,0.0003,-9.141
1260,-0.0033,-0.0165,-9.1223
1261,0.0663,0.0042,-9.1261
1262,0.05,-0.0068,-9.1467
1263,-0.0153,-0.0343,-9.1756
1264,0.0562,-0.0149,-9.1936
1265,0.0855,0.0072,-9.1709
1266,0.0285,-0.0163,-9.1634
1267,0.0649,-0.0102,-9.1748
1268,0.074,-0.0015,-9.161
1269,0.0213,-0.1385,-9.1566
1270,0.4755,-3.3766,-9.1638
1271,1.1239,-8.1335,-9.1378
1272,1.2707,-7.4462,-9.1275
1273,1.1959,-3.0387,-9.1143
1274,0.8307,0.2881,-9.1012
1275,0.1863,2.0495,-9.1296
1276,-0.3221,2.9993,-9.1854
1277,-0.7765,3.4534,-9.2263
1278,-1.1131,3.2394,-9.2273
1279,-1.2053,2.8892,-9.2025
1280,-0.9157,2.2916,-9.1802
1281,-0.5165,1.6498,-9.1771
1282,-0.3068,1.224,-9.1869
1283,-0.1238,0.8743,-9.1958
1284,-0.0962,0.6496,-9.173
1285,-0.0511,0.3336,-9.1519
1286,0.0488,0.1012,-9.1751
1287,0.0041,0.0086,-9.2063
1288,-0.0242,0.0019,-9.2071
1289,0.0585,0.0369,-9.2043
1290,0.0319,0.0174,-9.1825
1291,-0.0431,-0.0145,-9.1814
1292,0.0332,0.015,-9.2121
1293,0.0359,0.0143,-9.2188
1294,-0.0318,-0.0317,-9.178
1295,0.031,-0.0025,-9.1526
1296,0.0399,0.0272,-9.1623
1297,-0.0175,0.0026,-9.154
1298,0.0501,0.0168,-9.1623
1299,0.0706,0.0303,-9.1602
1300,-0.0081,-0.0073,-9.1566
1301,0.0395,-0.0047,-9.1666
1302,0.0875,0.0001,-9.1601
1303,0.016,-0.0386,-9.1671
1304,0.0429,-0.0331,-9.1802
1305,0.1352,-0.3884,-9.1979
1306,0.3946,-2.8554,-9.198
1307,0.6758,-2.2368,-9.1522
1308,-0.0561,2.2479,-9.1724
1309,-0.5612,1.8469,-9.1938
1310,-0.1596,0.1182,-9.1439
1311,-0.0585,0.5753,-9.1152
1312,-0.0471,0.1017,-9.1121
1313,0.0474,-0.302,-9.1205
1314,0.106,-0.1717,-9.1463
1315,0.0112,-0.1637,-9.1761
1316,-0.0425,-0.228,-9.1904
1317,0.0279,-0.3045,-9.2025
1318,-0.0254,-0.3436,-9.1914
1319,-0.0566,-0.2559,-9.1838
1320,0.012,-0.0594,-9.1959
1321,-0.0357,0.1234,-9.1844
1322,-0.1053,0.1868,-9.1914
1323,-0.0419,0.1688,-9.2085
1324,-0.0376,0.0942,-9.1652
1325,-0.1259,-0.0231,-9.1417
1326,-0.0844,-0.0214,-9.1591
1327,-0.0795,0.058,-9.1569
1328,-0.1688,0.0336,-9.1338
1329,-0.1153,-0.0143,-9.1361
1330,-0.0735,-0.0164,-9.1433
1331,-0.1176,0.0027,-9.1458
1332,-0.0591,0.0494,-9.1648
1333,-0.0285,0.1099,-9.1631
1334,-0.163,0.1291,-9.1587
1335,-0.1722,0.0843,-9.1646
1336,-0.0733,0.0244,-9.1699
1337,-0.0814,-0.0164,-9.1511
1338,-0.0186,-0.0036,-9.1364
1339,0.0573,0.0367,-9.1626
1340,-0.0604,-0.0265,-9.1989
1341,-0.0801,-0.0709,-9.1847
1342,-0.0122,-0.0277,-9.1373
1343,-0.0859,-0.0708,-9.1414
1344,-0.0501,-0.0417,-9.1556
1345,0.0741,0.0599,-9.1753
1346,0.056,0.0289,-9.1711
1347,0.0348,0.0483,-9.1353
1348,0.0525,0.0534,-9.1482
1349,-0.0354,0.0222,-9.1504
1350,-0.0763,-0.0016,-9.1559
1351,0.031,-0.0047,-9.1887
1352,0.0898,0.0785,-9.1824
1353,0.0249,0.1107,-9.1779
1354,0.0255,0.1636,-9.1873
1355,0.0315,0.2022,-9.1758
1356,0.021,0.1753,-9.1691
1357,0.1137,0.1847,-9.174
1358,0.1308,0.1242,-9.1755
1359,0.1582,0.0539,-9.1678
1360,0.242,0.0704,-9.1671
1361,0.1528,0.0499,-9.171
1362,0.0279,0.0038,-9.158
1363,0.1249,0.0233,-9.157
1364,0.2189,0.0837,-9.1442
1365,0.1952,0.1154,-9.1272
1366,0.361,0.2075,-9.1347
1367,0.4041,0.1251,-9.1686
1368,0.1887,-0.0668,-9.1701
1369,0.0258,0.0094,-9.1396
1370,-0.2078,0.2212,-9.1664
1371,-0.4901,0.4521,-9.1874
1372,-0.4832,0.5145,-9.177
1373,-0.2316,0.3514,-9.1859
1374,-0.1104,0.1708,-9.1887
1375,-0.029,0.055,-9.16
1376,0.0773,-0.0029,-9.1481
1377,-0.0177,-0.0306,-9.158
1378,-0.1348,-0.0056,-9.1584
1379,-0.1101,0.051,-9.167
1380,-0.1243,0.0028,-9.1631
1381,-0.1569,-0.0402,-9.1457
1382,-0.095,0.0048,-9.1355
1383,-0.022,-0.0836,-9.1391
1384,0.0088,-0.1555,-9.165
1385,-0.0149,-0.0481,-9.1495
1386,-0.1168,-0.022,-9.1473
1387,-0.1061,-0.0671,-9.1611
1388,0.1227,-0.0793,-9.1445
1389,0.2067,-0.0817,-9.1499
1390,0.1303,-0.1045,-9.1246
1391,0.158,-0.1054,-9.1114
1392,0.1968,-0.0454,-9.1648
1393,0.1674,-0.0392,-9.1838
1394,0.2069,-0.0525,-9.149
1395,0.2315,-0.0336,-9.1454
1396,0.113,-0.0225,-9.1511
1397,0.0526,0.0269,-9.1419
1398,0.0221,0.0804,-9.1467
1399,-0.0437,0.0567,-9.1479
1400,0.012,0.0374,-9.1524
1401,0.1302,0.0353,-9.1674
1402,0.1506,-0.0152,-9.1889
1403,0.1425,-0.0332,-9.1968
1404,0.1062,0.023,-9.2289
1405,-0.0075,0.0485,-9.2079
1406,-0.0676,0.0443,-9.1584
1407,-0.0873,0.1054,-9.1626
1408,-0.1101,0.0648,-9.1721
1409,-0.0678,-0.0051,-9.1723
1410,-0.0399,0.0617,-9.1507
1411,-0.0949,0.0562,-9.1497
1412,-0.0643,-0.0294,-9.1547
1413,0.0674,-0.0372,-9.1569
1414,0.0133,-0.0084,-9.1487
1415,-0.0669,-0.0265,-9.1415
1416,0.0181,-0.0297,-9.1284
1417,-0.0172,-0.0193,-9.14
1418,-0.1252,-0.0216,-9.1901
1419,-0.0715,-0.0038,-9.1921
1420,-0.0675,-0.0164,-9.1914
1421,-0.1759,-0.0147,-9.2078
1422,-0.1683,0.032,-9.1916
1423,-0.141,0.0288,-9.1503
1424,-0.1779,0.0024,-9.1501
1425,-0.0861,0.0107,-9.1656
1426,-0.0324,0.0328,-9.1593
1427,-0.1114,0.0325,-9.1669
1428,-0.09,0.0064,-9.187
1429,0.0553,-0.0249,-9.1784
1430,0.043,-0.0409,-9.1302
1431,-0.0533,-0.0226,-9.1146
1432,0.0229,0.0372,-9.1516
1433,0.0397,0.0518,-9.1564
1434,0.0324,0.0256,-9.1476
1435,0.0721,0.0302,-9.181
1436,0.0625,0.0167,-9.1998
1437,0.0835,0.0298,-9.194
1438,0.0585,0.0745,-9.1817
1439,-0.0857,0.0748,-9.1545
1440,-0.0819,0.0637,-9.1545
1441,0.0259,0.1138,-9.2011
1442,-0.0488,0.1357,-9.1789
1443,-0.0973,0.1007,-9.1481
1444,0.0505,0.0629,-9.1506
1445,0.0403,0.0027,-9.1596
1446,0.021,-0.0798,-9.1582
1447,0.1374,-0.1322,-9.1392
1448,0.0341,-0.0934,-9.1753
1449,-0.1027,-0.0426,-9.1879
1450,-0.035,-0.0325,-9.1737
1451,0.054,-0.0851,-9.1647
1452,0.0979,-0.099,-9.1599
1453,0.1852,-0.0416,-9.1734
1454,0.233,-0.042,-9.1751
1455,0.2077,-0.0641,-9.1429
1456,0.2111,-0.0657,-9.1264
1457,0.1751,-0.0692,-9.1622
1458,0.017,-0.0468,-9.1564
1459,0.0119,0.0117,-9.1245
1460,-0.018,0.0277,-9.1274
1461,-0.1917,0.0229,-9.1459
1462,-0.1613,0.0783,-9.1493
1463,-0.0127,0.1112,-9.158
1464,0.0489,0.092,-9.163
1465,0.209,0.1199,-9.153
1466,0.3082,0.1718,-9.1576
1467,0.1117,0.18,-9.1891
1468,0.0146,0.1677,-9.1938
1469,0.1135,0.1491,-9.1749
1470,0.0241,0.1041,-9.1885
1471,-0.048,0.0485,-9.1786
1472,0.0499,0.0116,-9.1604
1473,0.027,-0.0135,-9.1614
1474,0.0846,-0.0506,-9.162
1475,0.2087,-0.0421,-9.1759
1476,0.117,-0.0221,-9.1825
1477,0.0355,-0.0275,-9.1516
1478,0.1092,-0.0367,-9.144
1479,0.1158,-0.0466,-9.1634
1480,0.0995,-0.0349,-9.1514
1481,0.1928,-0.0066,-9.1457
1482,0.1769,0.007,-9.1536
1483,0.0445,-0.0201,-9.1599
1484,0.0857,-0.0045,-9.1825
1485,0.1177,-0.0147,-9.1857
1486,0.0401,-0.059,-9.1685
1487,0.1026,0.0019,-9.1665
1488,0.1175,0.0851,-9.1872
