,xAcc,yAcc,zAcc
3689,5.7951,0.9593,-7.1582
3690,5.878,0.9778,-7.1659
3691,5.8672,0.9639,-7.1826
3692,5.8347,0.9365,-7.245
3693,5.9209,0.9532,-7.2878
3694,5.9226,0.9467,-7.3261
3695,5.8552,0.8926,-7.3605
3696,5.9166,0.8841,-7.3815
3697,5.9128,0.8944,-7.4015
3698,5.8149,0.8716,-7.399
3699,5.846,0.8571,-7.3649
3700,5.8694,0.8551,-7.3498
3701,5.7936,0.8706,-7.3453
3702,5.8293,0.9105,-7.3259
3703,5.8827,0.9449,-7.2739
3704,5.8197,0.9545,-7.1912
3705,5.8464,0.9948,-7.1243
3706,5.9159,1.0254,-7.0671
3707,5.869,0.9973,-7.0246
3708,5.8581,1.0223,-6.9954
3709,5.9075,1.0455,-6.9583
3710,5.8745,1.0021,-6.9458
3711,5.879,1.0062,-6.9893
3712,5.9128,1.0405,-7.0203
3713,5.8662,1.018,-7.0035
3714,5.891,1.0283,-7.0406
3715,5.9382,1.078,-7.0975
3716,5.8805,1.0493,-7.0873
3717,5.8968,0.9984,-7.112
3718,5.9377,1.0243,-7.1885
3719,5.8328,1.0306,-7.2059
3720,5.8188,0.9824,-7.1892
3721,5.9226,0.9964,-7.2256
3722,5.8396,1.0069,-7.243
3723,5.8061,0.9571,-7.1914
3724,5.9536,0.9214,-7.1888
3725,5.901,0.9277,-7.23
3726,5.7795,0.911,-7.2096
3727,5.9088,0.8757,-7.1703
3728,5.9413,0.8883,-7.2164
3729,5.7738,0.923,-7.2428
3730,5.8491,0.9277,-7.1558
3731,5.9629,0.8986,-7.1172
3732,5.8698,0.9296,-7.1775
3733,5.832,1.0185,-7.1594
3734,5.9282,1.0038,-7.0711
3735,5.9302,0.9654,-7.1126
3736,5.8546,1.0174,-7.1785
3737,5.8494,1.0205,-7.1083
3738,5.9155,0.9299,-7.0699
3739,5.9293,0.9437,-7.1776
3740,5.7976,1.0396,-7.206
3741,5.807,0.9777,-7.0652
3742,5.9718,0.9179,-7.0961
3743,5.9438,1.0297,-7.242
3744,5.749,1.0722,-7.1598
3745,5.8378,0.9733,-7.0431
3746,6.0227,0.9467,-7.1584
3747,5.911,1.0063,-7.2932
3748,5.8257,1.0172,-7.1881
3749,5.9781,0.9655,-7.0954
3750,5.9441,0.9586,-7.231
3751,5.7915,0.9698,-7.2803
3752,5.987,0.9001,-7.1884
3753,5.9832,0.8998,-7.2583
3754,5.7829,0.9389,-7.2974
3755,5.8209,0.8967,-7.1576
3756,5.9026,0.8231,-7.1325
3757,5.9077,0.8354,-7.2287
3758,5.8187,0.9655,-7.2024
3759,5.849,0.9634,-7.0216
3760,5.9212,0.9006,-6.997
3761,5.8911,0.9542,-7.1313
3762,5.8064,0.9679,-7.1261
3763,5.8742,0.8561,-7.0669
3764,5.9282,0.8765,-7.1554
3765,5.7642,0.9649,-7.1743
3766,5.7868,0.853,-7.0552
3767,5.9204,0.7669,-7.1303
3768,5.9238,0.8415,-7.2965
3769,5.7777,0.9032,-7.2646
3770,5.8896,0.8995,-7.165
3771,6.0407,0.959,-7.2009
3772,5.8197,1.0165,-7.2402
3773,5.8181,0.9664,-7.1473
3774,5.9917,0.9152,-7.1329
3775,5.9012,0.9618,-7.2365
3776,5.7874,1.0366,-7.1697
3777,5.9777,0.994,-7.0494
3778,5.9911,0.9786,-7.1439
3779,5.8261,1.0623,-7.2264
3780,5.8997,1.0377,-7.1278
3781,5.9622,0.9259,-7.0939
3782,5.9161,0.9356,-7.2166
3783,5.8054,1.0006,-7.2399
3784,5.8666,0.9004,-7.1043
3785,5.9525,0.8538,-7.1312
3786,5.8719,0.9794,-7.2143
3787,5.8154,0.9929,-7.0989
3788,5.8614,0.8915,-7.0125
3789,5.9117,0.915,-7.1203
3790,5.7976,0.9617,-7.1612
3791,5.79,0.896,-7.0713
3792,5.9401,0.8931,-7.0982
3793,5.9311,0.9579,-7.1631
3794,5.8602,0.9723,-7.0947
3795,5.9186,0.9937,-7.0368
3796,5.9122,1.0217,-7.0817
3797,5.7965,0.9872,-7.1043
3798,5.8946,0.9451,-7.0969
3799,6.0231,0.9474,-7.1221
3800,5.9146,0.9865,-7.174
3801,5.8875,1.005,-7.1445
3802,5.9187,0.9623,-7.0871
3803,5.8455,0.8964,-7.1588
3804,5.8685,0.8724,-7.2529
3805,5.9422,0.8787,-7.2671
3806,5.9114,0.8656,-7.2343
3807,5.8676,0.8983,-7.2016
3808,5.8521,0.9854,-7.1397
3809,5.8373,0.9824,-7.0745
3810,5.8975,0.9445,-7.1335
3811,5.9605,0.9829,-7.1975
3812,5.9012,1.0045,-7.1659
3813,5.8997,1.0227,-7.1267
3814,5.9384,1.072,-7.1376
3815,5.8675,1.0404,-7.1582
3816,5.8988,0.9566,-7.1683
3817,5.9653,0.9173,-7.2137
3818,5.8684,0.8911,-7.2952
3819,5.8128,0.8351,-7.3058
3820,5.8853,0.803,-7.2732
3821,5.8431,0.7824,-7.3186
3822,5.7737,0.7624,-7.3558
3823,5.9039,0.7958,-7.325
3824,5.9269,0.851,-7.2995
3825,5.8161,0.8819,-7.2482
3826,5.8612,0.9102,-7.1619
3827,5.9109,0.9336,-7.1006
3828,5.8737,0.9422,-7.0556
3829,5.924,1.0001,-7.047
3830,5.9505,1.0604,-7.0393
3831,5.8642,1.0389,-6.9963
3832,5.8822,1.024,-6.9819
3833,5.9147,0.9797,-7.0523
3834,5.8437,0.8402,-7.1519
3835,5.8657,0.7426,-7.2209
3836,5.8642,0.7123,-7.2778
3837,5.7656,0.6945,-7.294
3838,5.8085,0.7301,-7.3021
3839,5.8889,0.8,-7.3116
3840,5.8453,0.8297,-7.3037
3841,5.8733,0.8639,-7.2794
3842,5.9588,0.9481,-7.2275
3843,5.9061,0.9939,-7.1581
3844,5.8932,1.0051,-7.0868
3845,5.969,1.0426,-7.0663
3846,5.9342,1.068,-7.0501
3847,5.9378,1.1145,-6.9996
3848,6.0175,1.1824,-6.9424
3849,5.961,1.1695,-6.8773
3850,5.9016,1.1071,-6.8671
3851,5.9562,1.0938,-6.9106
3852,5.9269,1.0465,-6.979
3853,5.8715,0.9743,-7.0417
3854,5.9238,0.9544,-7.0724
3855,5.9073,0.937,-7.1132
3856,5.846,0.9089,-7.1467
3857,5.889,0.8992,-7.1591
3858,5.9103,0.8976,-7.184
3859,5.8708,0.8873,-7.2221
3860,5.9213,0.904,-7.217
3861,5.9375,0.9394,-7.1906
3862,5.8532,0.9395,-7.1829
3863,5.9077,0.9568,-7.195
3864,5.948,0.9782,-7.2043
3865,5.8794,0.9379,-7.2211
3866,5.9198,0.9372,-7.2485
3867,5.9591,0.9631,-7.2342
3868,5.8951,0.9407,-7.2271
3869,5.9139,0.9582,-7.2467
3870,5.9722,1.0289,-7.2645
3871,5.9146,1.0421,-7.2211
3872,5.9194,1.0292,-7.1334
3873,5.9749,1.0435,-7.1124
3874,5.9063,1.0121,-7.1115
3875,5.8944,0.9514,-7.1261
3876,5.9785,0.9442,-7.1508
3877,5.9188,0.9653,-7.1259
3878,5.8683,0.978,-7.0867
3879,5.9358,1.0005,-7.079
3880,5.8753,0.9942,-7.0789
3881,5.8378,0.9531,-7.0674
3882,5.9322,0.9651,-7.0461
3883,5.9082,1.0166,-7.0068
3884,5.8772,1.0257,-7.0013
3885,5.9626,1.026,-7.0237
3886,5.9299,1.0034,-7.0342
3887,5.8636,0.9731,-7.0378
3888,5.9375,1.0066,-7.0577
3889,5.9378,1.0019,-7.065
3890,5.8721,0.964,-7.0882
3891,5.9177,0.9993,-7.1128
3892,5.93,1.0026,-7.1191
3893,5.872,0.9284,-7.1638
3894,5.919,0.913,-7.2206
3895,5.941,0.9387,-7.2565
3896,5.88,0.9209,-7.249
3897,5.9299,0.9279,-7.2263
3898,5.9655,0.9622,-7.2365
3899,5.8821,0.9686,-7.2385
3900,5.8964,0.9629,-7.2245
3901,5.9434,0.956,-7.2371
3902,5.8839,0.946,-7.2135
3903,5.9016,0.9661,-7.1683
3904,5.9581,1.0218,-7.1779
3905,5.9204,1.0358,-7.1888
3906,5.944,1.0453,-7.1747
3907,6.0058,1.0474,-7.1851
3908,5.9529,1.0123,-7.2176
3909,5.9366,1.0348,-7.231
3910,5.9952,1.0758,-7.231
3911,5.9362,1.0499,-7.22
3912,5.9042,1.029,-7.2119
3913,5.9758,1.0398,-7.2057
3914,5.9356,1.0109,-7.1909
3915,5.8953,0.9749,-7.1836
3916,5.959,0.9799,-7.1737
3917,5.9355,0.9642,-7.1534
3918,5.8829,0.9247,-7.1388
3919,5.9386,0.9463,-7.1364
3920,5.9233,0.9597,-7.1337
3921,5.8675,0.9264,-7.1397
3922,5.9317,0.9384,-7.1167
3923,5.9256,0.9424,-7.1005
3924,5.8627,0.9107,-7.113
3925,5.9236,0.9483,-7.0665
3926,5.9705,0.9842,-7.0346
3927,5.9185,0.9537,-7.0493
3928,5.9382,0.9763,-7.0532
3929,5.9746,1.0142,-7.0393
3930,5.9202,0.97,-7.0072
3931,5.9588,0.9488,-6.9916
3932,5.9951,0.9829,-7.0161
3933,5.9048,0.968,-7.0186
3934,5.9256,0.9619,-6.982
3935,5.9962,0.9875,-6.9715
3936,5.9385,0.9566,-6.9527
3937,5.9356,0.9682,-6.9364
3938,5.998,1.0332,-6.9732
3939,5.9475,1.0306,-6.9872
3940,5.9348,1.0078,-6.9635
3941,6.0096,1.0179,-6.9866
3942,5.9677,1.0072,-7.025
3943,5.9477,0.9873,-7.0592
3944,6.0175,0.9987,-7.1062
3945,5.9554,0.9624,-7.1297
3946,5.9036,0.9113,-7.1324
3947,5.9797,0.9308,-7.1392
3948,5.9502,0.9444,-7.1647
3949,5.9197,0.9232,-7.1984
3950,5.9939,0.9405,-7.1971
3951,5.9663,0.9541,-7.1964
3952,5.912,0.9382,-7.1918
3953,5.9732,0.971,-7.1627
3954,5.965,0.9974,-7.1334
3955,5.9218,0.9889,-7.1072
3956,5.995,1.0039,-7.1416
3957,6.0063,1.0128,-7.1519
3958,5.9478,1.0046,-7.1483
3959,6.0011,1.0237,-7.1674
3960,6.0225,1.0352,-7.1292
3961,5.9556,1.0083,-7.0879
3962,5.99,1.0024,-7.0651
3963,6.0097,0.9987,-7.0767
3964,5.941,0.9719,-7.1039
3965,5.9641,0.9734,-7.1198
3966,6.0187,0.9953,-7.1282
3967,5.9706,0.9929,-7.1284
3968,5.9805,0.9776,-7.1376
3969,6.0073,0.9638,-7.135
3970,5.9369,0.9397,-7.1194
3971,5.9524,0.9486,-7.112
3972,6.0216,0.9697,-7.0832
3973,5.9712,0.9592,-7.0603
3974,5.9594,0.9697,-7.0505
3975,6.0318,0.9968,-7.0452
3976,5.9776,0.9867,-7.0743
3977,5.9373,0.9685,-7.1124
3978,6.0199,0.9894,-7.1187
3979,6.0074,0.9852,-7.1058
3980,5.9752,0.9663,-7.077
3981,6.0414,1.0015,-7.0257
3982,6.1926,0.9795,-7.0501
3983,6.3138,0.9506,-7.1174
3984,6.5671,0.9709,-7.2216
3985,6.0555,1.2218,-7.3588
3986,5.02,1.3053,-7.0166
3987,5.4274,0.7306,-6.6479
3988,5.8998,0.3945,-7.0122
3989,6.2281,0.4468,-7.3237
3990,6.4826,0.7341,-7.2876
3991,5.7054,1.276,-6.9636
3992,5.3757,1.309,-6.4104
3993,5.4568,0.9058,-6.4451
3994,5.8847,0.5143,-6.9177
3995,6.6424,0.3717,-7.2623
3996,6.6241,0.8369,-7.3148
3997,6.0428,1.4863,-6.7605
3998,5.6635,1.6179,-6.137
3999,5.7701,1.3333,-6.3655
4000,6.3231,0.8905,-7.1779
4001,6.6761,0.5859,-7.8813
4002,6.8188,0.731,-8.0455
4003,6.3519,1.2274,-7.719
4004,5.3312,1.5459,-7.225
4005,5.3269,1.2189,-6.9396
4006,5.8912,0.6166,-7.3963
4007,6.3053,0.2929,-8.0298
4008,6.2755,0.4332,-7.9738
4009,5.8226,0.8647,-7.2715
4010,5.474,1.1084,-6.4733
4011,5.5025,0.9761,-6.2741
4012,5.8846,0.7821,-6.6126
4013,6.0812,0.6507,-6.8152
4014,6.1173,0.7003,-6.6723
4015,5.9779,1.0435,-6.3488
4016,5.8472,1.2832,-6.0174
4017,6.024,1.2402,-6.0402
4018,6.3528,1.1187,-6.5564
4019,6.4987,1.0492,-7.095
4020,6.1472,1.059,-7.3401
4021,5.8972,1.0432,-7.3422
4022,6.0791,0.8889,-7.3751
4023,6.1811,0.7837,-7.6899
4024,6.3097,0.791,-7.964
4025,6.1383,0.8422,-7.9647
4026,5.7091,0.8603,-7.733
4027,5.7322,0.7306,-7.4894
4028,5.8268,0.6124,-7.4735
4029,5.897,0.5562,-7.4409
4030,6.11,0.6179,-7.2071
4031,6.0324,0.9003,-6.8712
4032,5.7734,1.0994,-6.454
4033,5.8797,1.0811,-6.2436
4034,6.0129,1.066,-6.3914
4035,6.0957,1.0248,-6.5195
4036,6.2072,1.0519,-6.5372
4037,6.1539,1.2515,-6.5135
4038,6.0881,1.3481,-6.5101
4039,6.0775,1.3114,-6.683
4040,6.2592,1.23,-6.9781
4041,6.2139,1.1323,-7.2855
4042,6.1177,1.037,-7.4169
4043,6.1903,0.9455,-7.4041
4044,5.9849,0.9516,-7.4004
4045,5.8401,0.9267,-7.3285
4046,6.0411,0.8183,-7.2797
4047,6.1321,0.7891,-7.3093
4048,5.8163,0.8398,-7.2654
4049,5.8962,0.821,-6.9862
4050,5.9967,0.8034,-6.8106
4051,5.7516,0.8786,-6.8343
4052,5.8664,0.8632,-6.7129
4053,6.2105,0.8016,-6.6718
4054,6.2503,0.9488,-6.8449
4055,5.8949,1.1443,-6.8774
4056,6.0062,1.0534,-6.75
4057,6.0961,0.9278,-6.903
4058,6.0052,0.942,-7.2545
4059,6.0019,0.9362,-7.3555
4060,6.1902,0.8337,-7.266
4061,6.3687,0.9245,-7.3601
4062,5.7726,1.1221,-7.3408
4063,5.8205,0.8675,-7.0588
4064,5.9299,0.7244,-7.175
4065,5.8038,0.734,-7.3329
4066,6.0766,0.5542,-7.269
4067,5.8456,0.7025,-7.1937
4068,6.0816,0.8665,-6.8749
4069,6.0618,0.9256,-6.8017
4070,5.6484,1.0613,-6.8301
4071,6.0904,0.9503,-6.6598
4072,6.1543,0.8614,-6.9411
4073,5.9485,0.9553,-7.2235
4074,6.146,0.9668,-7.0223
4075,6.0892,0.9949,-7.0036
4076,5.9311,1.0701,-7.1471
4077,6.0472,0.9923,-7.1886
4078,6.053,0.8596,-7.3414
4079,6.0367,0.802,-7.4439
4080,6.0985,0.8291,-7.4268
4081,5.9223,0.9213,-7.3288
4082,5.9458,0.9116,-7.1346
4083,6.0751,0.931,-7.122
4084,5.8999,1.0138,-7.1216
4085,5.9255,0.9191,-6.9783
4086,6.0413,0.9005,-6.9832
4087,5.9581,0.9856,-6.9651
4088,5.9823,0.9725,-6.8264
4089,6.1297,1.0271,-6.78
4090,6.1193,1.1202,-6.8478
4091,6.0131,1.1268,-6.8836
4092,6.067,1.0588,-6.8747
4093,6.0563,1.001,-7.0142
4094,6.006,0.924,-7.1282
4095,6.1215,0.8771,-7.1661
4096,6.1343,0.9502,-7.2375
4097,5.9762,0.9594,-7.1816
4098,5.9628,0.914,-7.1661
4099,5.99,0.8836,-7.2707
4100,5.9561,0.7801,-7.278
4101,6.0293,0.7084,-7.2639
4102,6.0499,0.7802,-7.2482
4103,5.9988,0.8357,-7.1267
4104,5.9356,0.8918,-7.0104
4105,5.9759,0.967,-6.9183
4106,5.9648,0.9521,-6.8773
4107,5.9334,0.9159,-6.9098
4108,6.0511,0.9191,-6.9204
4109,6.0295,0.9443,-6.9096
4110,6.0281,0.9572,-6.9011
4111,6.096,1.0031,-6.9149
4112,6.1034,1.0192,-6.9289
4113,6.0475,1.0094,-6.9879
4114,6.1036,1.0106,-7.0497
4115,6.1454,0.9669,-7.0785
4116,6.0323,0.9829,-7.1343
4117,6.1146,1.0344,-7.1113
4118,6.134,1.0414,-7.0762
4119,6.0012,1.0338,-7.0745
4120,6.0245,1.0284,-7.0646
4121,6.0601,0.9751,-7.0611
4122,5.9633,0.8991,-7.0515
4123,6.0072,0.8874,-7.0636
4124,6.0701,0.9085,-7.0852
4125,5.9607,0.9303,-7.0606
4126,5.9899,0.9392,-6.9851
4127,6.0075,0.9308,-6.9731
4128,5.9542,0.8604,-7.0373
4129,6.0406,0.8218,-7.1026
4130,6.1041,0.8718,-7.0935
4131,5.9384,0.8509,-6.8182
4132,5.8059,0.946,-6.6976
4133,6.0074,1.2047,-7.1026
4134,6.1481,1.0966,-7.4372
4135,6.0998,0.7806,-7.4384
4136,6.1187,0.7888,-7.3112
4137,6.0681,0.8971,-7.2447
4138,5.9595,0.9327,-7.3303
4139,5.9472,0.9264,-7.3835
4140,5.8444,0.8574,-7.3382
4141,5.847,0.7721,-7.234
4142,6.1019,0.6813,-7.215
4143,6.1497,0.6976,-7.2916
4144,6.0459,0.8257,-7.2224
4145,6.032,0.9528,-7.0617
4146,6.0097,1.005,-6.965
4147,6.0046,1.0208,-6.9339
4148,6.0906,1.0782,-6.9136
4149,6.1147,1.1169,-6.8485
4150,6.0447,1.0885,-6.8098
4151,6.1059,1.0883,-6.8242
4152,6.1488,1.1163,-6.8306
4153,6.0993,1.1112,-6.85
4154,6.1662,1.1094,-6.9027
4155,6.1746,1.0995,-6.9462
4156,6.0828,1.062,-6.966
4157,6.0864,1.0233,-6.9892
4158,6.0879,1.0067,-6.9947
4159,6.0416,0.9621,-6.9698
4160,6.0508,0.9588,-6.9622
4161,6.0655,0.9737,-6.9724
4162,6.004,0.9247,-6.9559
4163,6.0349,0.9066,-6.946
4164,6.143,0.9139,-6.9389
4165,6.0913,0.9376,-6.9108
4166,6.0843,0.9864,-6.8791
4167,6.135,1.0092,-6.8523
4168,6.0632,0.9888,-6.8264
4169,6.0686,0.9653,-6.8313
4170,6.1412,0.9463,-6.8612
4171,6.1023,0.9518,-6.897
4172,6.0654,0.9946,-6.8986
4173,6.077,1.0413,-6.8568
4174,5.9331,1.0551,-6.8404
4175,5.7272,1.1181,-6.8599
4176,5.9734,1.0735,-6.866
4177,6.2957,0.7636,-6.9903
4178,6.2241,0.6524,-7.2312
4179,6.1864,0.8644,-7.2205
4180,6.1447,1.0138,-7.0544
4181,6.0778,1.0078,-7.0105
4182,6.1679,1.019,-7.0451
4183,6.184,1.0271,-7.0881
4184,6.0767,0.9859,-7.0945
4185,6.0813,0.9702,-7.0765
4186,6.0876,0.9568,-7.0623
4187,6.0087,0.9512,-7.0726
4188,6.0724,0.9826,-7.0864
4189,6.1287,1.0022,-7.0786
4190,6.0566,0.9745,-7.0449
4191,6.1002,0.959,-7.0133
4192,6.1348,0.9576,-7.0085
4193,6.0499,0.9144,-7.0149
4194,6.0636,0.8887,-7.0357
4195,6.0886,0.8895,-7.0611
4196,5.981,0.8743,-7.0835
4197,5.9741,0.8694,-7.0947
4198,6.0465,0.891,-7.0866
4199,6.004,0.8889,-7.0971
4200,5.9953,0.8911,-7.0998
4201,6.0405,0.9508,-7.0638
4202,5.9617,0.9678,-7.0128
4203,5.9299,0.9742,-6.9875
4204,6.0533,1.0168,-6.9982
4205,6.0761,0.978,-6.9751
4206,6.0643,0.9264,-6.9612
4207,6.1329,0.9916,-6.9671
4208,6.1078,1.0322,-6.9704
4209,6.0615,1.0054,-6.9571
4210,6.1369,1.0174,-6.9486
4211,6.1468,1.0084,-6.9692
4212,6.0758,0.9759,-6.9772
4213,6.1228,0.9942,-6.9885
4214,6.1123,1.0021,-7.0025
4215,6.0147,0.9571,-7.0006
4216,6.0727,0.9377,-7.0134
4217,6.0914,0.9425,-7.0367
4218,6.0454,0.9028,-7.0499
4219,6.1151,0.8874,-7.0448
4220,6.1404,0.9171,-7.0405
4221,6.0892,0.9269,-7.0401
4222,6.125,0.9302,-6.996
4223,6.1293,0.9229,-6.9657
4224,6.0398,0.8754,-6.9843
4225,6.0513,0.8588,-7.0023
4226,6.0794,0.85,-7.0283
4227,6.0022,0.8001,-7.0252
4228,6.0016,0.8076,-6.983
4229,6.0719,0.8353,-6.9745
4230,6.039,0.8287,-7.0021
4231,6.0458,0.8516,-7.0174
4232,6.1157,0.9037,-6.9821
4233,6.0723,0.9147,-6.9287
4234,6.0519,0.9131,-6.8994
4235,6.1031,0.9536,-6.8856
4236,6.0565,0.9617,-6.9111
4237,6.0366,0.9508,-6.9212
4238,6.1131,0.9489,-6.9343
4239,6.0867,0.9411,-6.9672
4240,6.0461,0.9487,-6.9396
4241,6.1156,0.9757,-6.9399
4242,6.0771,0.9725,-6.9979
4243,6.0261,0.943,-7.0398
4244,6.1085,0.9512,-7.0401
4245,6.1011,0.9373,-7.0485
4246,6.0491,0.9135,-7.0573
4247,6.092,0.9635,-7.034
4248,6.0874,0.9938,-7.0273
4249,6.0348,0.9803,-7.0107
4250,6.0991,1.0063,-6.996
4251,6.1335,1.0105,-7.0091
4252,6.0697,0.9803,-7.0339
4253,6.0982,0.9629,-7.0405
4254,6.1288,0.9689,-7.0501
4255,6.0407,0.9361,-7.0857
4256,6.0427,0.9011,-7.0927
4257,6.0981,0.9109,-7.0616
4258,6.0433,0.8894,-7.0741
4259,6.064,0.8947,-7.0957
4260,6.1204,0.9334,-7.079
4261,6.0608,0.9262,-7.0711
4262,6.0549,0.9315,-7.0435
4263,6.1042,0.9487,-6.9975
4264,6.0411,0.9066,-6.9959
4265,6.0264,0.8744,-7.0062
4266,6.086,0.8899,-7.0133
4267,6.0203,0.8816,-7.0099
4268,6.0001,0.8668,-6.9774
4269,6.0618,0.8842,-6.9589
4270,6.0142,0.8836,-6.9475
4271,5.9922,0.8774,-6.9214
4272,6.0811,0.9376,-6.8895
4273,6.083,0.9725,-6.9019
4274,6.0536,0.9543,-6.9465
4275,6.1125,0.9767,-6.9791
4276,6.0834,0.9742,-6.9584
4277,6.0318,0.9393,-6.9525
4278,6.0954,0.9486,-7.0121
4279,6.0985,0.9486,-7.0873
4280,6.0642,0.9024,-7.1142
4281,6.1071,0.9151,-7.1276
4282,6.1094,0.9442,-7.1203
4283,6.0412,0.9111,-7.0921
4284,6.0626,0.9189,-7.1271
4285,6.0998,0.9422,-7.1458
4286,6.062,0.9274,-7.126
4287,6.1062,0.9331,-7.1228
4288,6.1188,0.97,-7.1218
4289,6.0623,0.957,-7.0917
4290,6.0808,0.946,-7.05
4291,6.1023,0.9725,-7.0403
4292,6.029,0.9222,-7.0182
4293,6.0415,0.8868,-6.9979
4294,6.1052,0.9258,-7.0425
4295,6.0486,0.9422,-7.0403
4296,6.0372,0.9599,-7.0027
4297,6.0712,0.9939,-7.0138
4298,6.0244,0.9898,-7.0037
4299,6.0226,0.9675,-6.9875
4300,6.1352,0.9867,-6.9801
4301,6.1009,0.9992,-6.9601
4302,6.008,0.9964,-6.9293
4303,6.0832,0.9948,-6.8882
4304,6.0344,0.979,-6.9152
4305,6.014,0.932,-6.9664
4306,6.131,0.9108,-6.973
4307,6.0733,0.9341,-6.9786
4308,6.0364,0.9485,-6.9451
4309,6.0782,0.9979,-6.9007
4310,6.0385,0.9946,-6.9281
4311,6.0397,0.9009,-7.0201
4312,6.1095,0.8804,-7.1091
4313,6.1031,0.9065,-7.1182
4314,6.0498,0.8909,-7.0766
4315,6.0471,0.9441,-7.0535
4316,6.059,0.9838,-7.0305
4317,6.0309,0.9561,-7.0208
4318,6.0966,0.9378,-7.056
4319,6.149,0.9483,-7.0941
4320,6.0576,0.969,-7.0818
4321,6.0695,1.021,-7.0114
4322,6.102,1.0772,-6.9463
4323,6.0571,1.0522,-6.9595
4324,6.134,1.0221,-6.9681
4325,6.1767,1.0334,-6.9821
4326,6.0778,1.0377,-6.9903
4327,6.0896,1.0334,-6.9863
4328,6.1527,1.0575,-7.0073
4329,6.0936,1.038,-6.99
4330,6.0963,1.0072,-6.981
4331,6.1658,1.0254,-7.028
4332,6.1002,1.0079,-7.0633
4333,6.0606,1.0137,-7.0065
4334,6.1214,1.0505,-6.9511
4335,6.0998,1.0126,-6.979
4336,6.0556,0.97,-7.0185
4337,6.1064,0.9597,-6.9912
4338,6.0926,0.9184,-6.9765
4339,5.9957,0.8965,-6.9875
4340,6.0382,0.9209,-6.9671
4341,6.0976,0.8874,-6.9946
4342,6.038,0.8518,-7.0556
4343,6.106,0.8747,-7.0602
4344,6.151,0.8994,-7.0548
4345,6.0481,0.912,-7.0377
4346,6.1048,0.929,-7.005
4347,6.1582,0.9415,-7.0123
4348,6.0791,0.9186,-7.059
4349,6.1146,0.9289,-7.0565
4350,6.1851,0.9598,-7.0257
4351,6.1037,0.9665,-7.0393
4352,6.1179,0.986,-7.0033
4353,6.1766,0.9924,-6.9608
4354,6.0682,0.9725,-6.9782
4355,6.105,0.9787,-6.9729
4356,6.211,1.0,-6.9616
4357,6.1212,1.013,-7.0076
4358,6.1392,1.0438,-6.981
4359,6.2254,1.079,-6.8946
4360,6.1072,1.0902,-6.8542
4361,6.1322,1.0677,-6.8101
4362,6.1973,1.0538,-6.8364
4363,6.0897,1.0329,-6.8787
4364,6.1129,1.002,-6.853
4365,6.1711,1.0117,-6.878
4366,6.1199,0.9643,-6.9156
4367,6.119,0.8907,-6.9077
4368,6.1575,0.8916,-6.9042
4369,6.0924,0.8798,-6.9128
4370,6.0615,0.8567,-6.9006
4371,6.1418,0.9156,-6.8922
4372,6.1475,0.9532,-6.9129
4373,6.1156,0.915,-6.9057
4374,6.1284,0.9299,-6.888
4375,6.1557,0.9274,-6.8758
4376,6.0966,0.883,-6.8831
4377,6.089,0.8871,-6.8989
4378,6.1315,0.8868,-6.9225
4379,6.0209,0.8834,-6.9631
4380,6.0827,0.8878,-6.9374
4381,6.1364,0.8764,-6.953
4382,6.0061,0.8801,-6.9807
4383,6.0844,0.9017,-6.9459
4384,6.1476,0.9221,-6.9494
4385,6.0337,0.9465,-6.9704
4386,6.103,0.9739,-6.9157
4387,6.1479,1.0381,-6.8867
4388,6.0454,1.0481,-6.8701
4389,6.1466,0.9788,-6.8627
4390,6.1436,1.004,-6.9655
4391,6.0619,0.9933,-7.002
4392,6.1318,0.9276,-7.008
4393,6.0876,0.9803,-7.0674
4394,6.0473,0.9605,-7.0461
4395,6.0884,0.9352,-7.0543
4396,6.1049,1.0216,-7.1024
4397,6.1125,1.0052,-7.0626
4398,6.092,0.9832,-7.0604
4399,6.1266,1.0461,-7.0415
4400,6.0914,1.0323,-6.9977
4401,6.0077,0.986,-7.0257
4402,6.0913,0.9965,-7.042
4403,6.0831,0.9972,-7.0189
4404,6.0371,0.9785,-6.9623
4405,6.1224,1.0049,-6.9369
4406,6.0911,1.0201,-6.9333
4407,6.0535,0.9739,-6.9246
4408,6.1276,0.9674,-6.9677
4409,6.1038,0.9875,-7.0142
4410,6.0422,0.9795,-7.0441
4411,6.1312,0.9823,-7.0811
4412,6.1444,0.9824,-7.1003
4413,6.0401,0.9631,-7.1019
4414,6.0802,0.9613,-7.1203
4415,6.1096,0.9683,-7.1335
4416,5.9974,0.944,-7.1632
4417,6.0072,0.9113,-7.1727
4418,6.1196,0.9239,-7.1688
4419,6.0656,0.9767,-7.1202
4420,6.0975,1.0253,-7.0061
4421,6.1213,1.0641,-6.907
4422,5.9804,1.0403,-6.814
4423,6.0048,0.967,-6.7718
4424,6.1024,0.9607,-6.8219
4425,6.0971,0.982,-6.8617
4426,6.1257,1.0163,-6.8552
4427,6.1885,1.074,-6.8437
4428,6.1404,1.0816,-6.8423
4429,6.1402,1.0533,-6.8769
4430,6.2051,1.0473,-6.9393
4431,6.154,1.0217,-7.0373
4432,6.1206,0.9944,-7.0776
4433,6.1737,1.0075,-7.0322
4434,6.112,0.9975,-7.0176
4435,6.0616,0.9798,-7.0653
4436,6.144,0.9617,-7.0974
