,xAcc,yAcc,zAcc
757,-0.0298,0.0266,0.9351
758,-0.033,0.0303,0.9399
759,-0.0254,0.0203,0.9421
760,-0.021,0.0259,0.9441
761,-0.0242,0.0247,0.9475
762,-0.0254,0.0312,0.9607
763,-0.0232,0.0281,0.9658
764,-0.0149,0.0332,0.9758
765,-0.0173,0.0369,0.9832
766,-0.0151,0.0271,0.9956
767,-0.0105,0.0295,1.0007
768,-0.0117,0.0222,1.0156
769,-0.0115,0.0298,1.0208
770,-0.0085,0.0315,1.0312
771,-0.0051,0.0369,1.0396
772,-0.0051,0.0317,1.053
773,-0.0056,0.0332,1.0625
774,-0.0039,0.0273,1.0745
775,-0.0022,0.0366,1.0854
776,-0.0066,0.0283,1.092
777,-0.0142,0.0303,1.0955
778,-0.0112,0.0327,1.115
779,-0.0115,0.0325,1.1174
780,-0.0125,0.0376,1.1279
781,-0.0139,0.0288,1.1279
782,-0.0237,0.0322,1.1338
783,-0.0195,0.0315,1.1421
784,-0.0266,0.0339,1.1431
785,-0.0266,0.0356,1.144
786,-0.0283,0.032,1.1494
787,-0.0308,0.0247,1.1497
788,-0.0332,0.0229,1.1487
789,-0.0291,0.0261,1.147
790,-0.0391,0.0168,1.1489
791,-0.0354,0.0144,1.1484
792,-0.0378,0.0183,1.1421
793,-0.0396,0.0151,1.1387
794,-0.0454,0.0134,1.1331
795,-0.0515,0.0144,1.126
796,-0.0498,0.0146,1.1228
797,-0.0522,0.0117,1.1167
798,-0.052,0.012,1.1042
799,-0.0522,0.0066,1.0957
800,-0.0559,0.0081,1.0852
801,-0.0547,0.0076,1.082
802,-0.0618,0.0056,1.0706
803,-0.0576,0.0039,1.0532
804,-0.0535,0.002,1.0439
805,-0.0574,0.0029,1.0405
806,-0.0608,0.0027,1.0325
807,-0.0596,0.0015,1.0208
808,-0.0569,0.0017,1.0122
809,-0.0532,0.0022,0.999
810,-0.051,-0.0061,0.9919
811,-0.0544,-0.0007,0.9856
812,-0.0537,-0.0095,0.9766
813,-0.0444,-0.0088,0.9688
814,-0.0474,-0.0078,0.9714
815,-0.0447,-0.0093,0.949
816,-0.041,-0.0059,0.9502
817,-0.0369,-0.0081,0.958
818,-0.0344,-0.0117,0.9482
819,-0.0327,-0.0044,0.9534
820,-0.033,-0.0015,0.9512
821,-0.0249,-0.0056,0.9399
822,-0.0244,-0.0056,0.9431
823,-0.0286,-0.0046,0.9404
824,-0.0183,-0.0139,0.9456
825,-0.0132,-0.0029,0.9458
826,-0.0215,-0.0056,0.9543
827,-0.0222,-0.0034,0.9546
828,-0.0198,-0.0071,0.9656
829,-0.0154,-0.0017,0.9712
830,-0.0249,0.002,0.9749
831,-0.0178,-0.0027,0.9824
832,-0.0142,-0.0049,0.9875
833,-0.0217,0.0002,0.9932
834,-0.0166,-0.0105,1.0117
835,-0.019,-0.0049,1.0186
836,-0.0166,-0.0105,1.0151
837,-0.0164,-0.0005,1.0312
838,-0.0212,0.0015,1.0398
839,-0.0288,-0.0007,1.0513
840,-0.0229,-0.0017,1.0522
841,-0.0215,-0.0027,1.0703
842,-0.0181,0.0,1.074
843,-0.0237,-0.0007,1.0845
844,-0.0181,-0.0063,1.0911
845,-0.0186,0.0054,1.1001
846,-0.0168,-0.0073,1.1062
847,-0.0173,0.0046,1.1094
848,-0.0159,0.0063,1.1162
849,-0.009,0.0054,1.1179
850,-0.0125,0.0054,1.1262
851,-0.0173,0.0034,1.1323
852,-0.0195,0.0039,1.1262
853,-0.0156,0.0134,1.1262
854,-0.0254,0.0139,1.123
855,-0.0195,0.0063,1.1355
856,-0.0356,0.0034,1.1304
857,-0.0271,0.0103,1.1274
858,-0.0305,0.011,1.1238
859,-0.0293,0.012,1.1179
860,-0.0322,0.0071,1.1177
861,-0.0393,0.0081,1.1077
862,-0.04,0.0142,1.0986
863,-0.0454,0.0054,1.1045
864,-0.0312,0.0117,1.0938
865,-0.0403,0.0127,1.0874
866,-0.0371,0.0105,1.0796
867,-0.0303,0.012,1.074
868,-0.0364,0.0212,1.0652
869,-0.0337,0.0229,1.053
870,-0.0364,0.0161,1.0435
871,-0.0356,0.019,1.0388
872,-0.0334,0.0181,1.0315
873,-0.0342,0.0188,1.0229
874,-0.0386,0.0232,1.0134
875,-0.0359,0.0168,1.0105
876,-0.0295,0.0227,0.9956
877,-0.0344,0.022,0.9902
878,-0.0383,0.02,0.9878
879,-0.0293,0.0183,0.9797
880,-0.0349,0.0234,0.9739
881,-0.0396,0.0271,0.9658
882,-0.0391,0.0229,0.9666
883,-0.042,0.0208,0.9631
884,-0.043,0.0234,0.9622
885,-0.0447,0.0173,0.9561
886,-0.0469,0.0149,0.9551
887,-0.0449,0.0225,0.9495
888,-0.0457,0.0247,0.9585
889,-0.042,0.0259,0.9573
890,-0.0508,0.0234,0.9551
891,-0.0481,0.0151,0.9626
892,-0.0476,0.0244,0.9619
893,-0.0464,0.019,0.9695
894,-0.0481,0.0176,0.9753
895,-0.0483,0.0164,0.9739
896,-0.05,0.0237,0.9829
897,-0.0449,0.0251,0.9883
898,-0.0498,0.022,0.9956
899,-0.0459,0.0178,1.0024
900,-0.053,0.0151,1.0037
901,-0.0498,0.0168,1.0168
902,-0.0498,0.0144,1.0203
903,-0.0518,0.0154,1.0256
904,-0.0483,0.0176,1.0359
905,-0.0476,0.0212,1.0457
906,-0.0559,0.0171,1.0518
907,-0.0483,0.019,1.054
908,-0.0574,0.0195,1.0698
909,-0.0527,0.0176,1.0706
910,-0.0491,0.0107,1.0764
911,-0.0623,0.0107,1.0823
912,-0.0581,0.0146,1.0869
913,-0.0637,0.0117,1.0947
914,-0.0564,0.0098,1.0986
915,-0.0591,0.0122,1.104
916,-0.0623,0.0122,1.1116
917,-0.0608,0.0078,1.114
918,-0.0579,0.0122,1.1138
919,-0.0601,0.0081,1.115
920,-0.0581,0.0068,1.1243
921,-0.0596,0.001,1.1233
922,-0.0583,0.0083,1.1238
923,-0.0552,0.0061,1.1248
924,-0.0632,0.0093,1.1257
925,-0.0608,0.0049,1.1233
926,-0.0542,0.0059,1.1184
927,-0.0537,0.0081,1.1265
928,-0.0535,0.0083,1.1179
929,-0.0525,0.0076,1.1074
930,-0.0586,-0.0002,1.1077
931,-0.0586,0.0063,1.1021
932,-0.052,0.0076,1.0947
933,-0.0505,0.0032,1.0962
934,-0.0493,0.0022,1.0903
935,-0.0515,-0.0024,1.0798
936,-0.0513,0.0049,1.0764
937,-0.0498,0.0022,1.0701
938,-0.0496,0.0042,1.0596
939,-0.0498,0.0024,1.0439
940,-0.0479,-0.0049,1.0381
941,-0.0459,-0.0039,1.0305
942,-0.0454,-0.0063,1.0298
943,-0.0425,-0.0002,1.0159
944,-0.0376,-0.0007,1.0051
945,-0.0422,-0.0017,0.9973
946,-0.0339,-0.0039,0.9998
947,-0.0391,0.0027,0.9919
948,-0.0334,-0.0063,0.9741
949,-0.0371,-0.0085,0.9722
950,-0.0356,-0.0037,0.9688
951,-0.03,-0.002,0.9692
952,-0.0266,-0.0037,0.9583
953,-0.0334,-0.0051,0.9573
954,-0.0305,-0.0042,0.9563
955,-0.0286,-0.0005,0.9529
956,-0.0266,-0.0005,0.9478
957,-0.0327,-0.0027,0.9426
958,-0.0288,-0.0015,0.9446
959,-0.0303,-0.0029,0.9509
960,-0.0244,-0.0083,0.9534
961,-0.0222,-0.0046,0.9565
962,-0.0288,-0.0073,0.9585
963,-0.0254,-0.0032,0.9666
964,-0.0281,-0.0032,0.9692
965,-0.0291,-0.0061,0.9724
966,-0.03,-0.0005,0.9788
967,-0.0256,0.0002,0.9819
968,-0.0249,-0.0037,1.0039
969,-0.0266,-0.0012,1.0012
970,-0.0305,-0.0056,1.0037
971,-0.0242,-0.0005,1.0181
