,Yaw,Pitch,Roll
100,-78.032,0.244,-0.018
101,-78.032,0.244,-0.018
102,-78.032,0.244,-0.018
103,-78.032,0.244,-0.018
104,-78.032,0.244,-0.018
105,-78.032,0.244,-0.018
106,-78.032,0.244,-0.018
107,-78.032,0.245,-0.017
108,-78.032,0.245,-0.017
109,-78.032,0.245,-0.017
110,-78.032,0.245,-0.017
111,-78.032,0.246,-0.018
112,-78.032,0.246,-0.017
113,-78.032,0.246,-0.017
114,-78.032,0.246,-0.017
115,-78.032,0.245,-0.016
116,-78.032,0.245,-0.017
117,-78.032,0.246,-0.017
118,-78.032,0.246,-0.017
119,-78.032,0.246,-0.017
120,-78.032,0.246,-0.017
121,-78.032,0.246,-0.016
122,-78.032,0.246,-0.016
123,-78.032,0.247,-0.017
124,-78.032,0.247,-0.017
125,-78.032,0.247,-0.017
126,-78.032,0.247,-0.017
127,-78.032,0.247,-0.017
128,-78.032,0.247,-0.017
129,-78.032,0.247,-0.017
130,-78.032,0.247,-0.017
131,-78.033,0.247,-0.017
132,-78.033,0.247,-0.017
133,-78.032,0.247,-0.017
134,-78.032,0.247,-0.017
135,-78.032,0.247,-0.017
136,-78.032,0.247,-0.017
137,-78.032,0.247,-0.017
138,-78.032,0.247,-0.017
139,-78.032,0.248,-0.017
140,-78.032,0.248,-0.017
141,-78.032,0.249,-0.017
142,-78.032,0.249,-0.018
143,-78.032,0.248,-0.018
144,-78.032,0.248,-0.018
145,-78.032,0.248,-0.018
146,-78.032,0.248,-0.018
147,-78.032,0.248,-0.018
148,-78.032,0.248,-0.018
149,-78.032,0.248,-0.018
150,-78.032,0.248,-0.018
151,-78.032,0.248,-0.018
152,-78.032,0.249,-0.018
153,-78.032,0.248,-0.018
154,-78.032,0.248,-0.018
155,-78.032,0.248,-0.018
156,-78.032,0.247,-0.018
157,-78.032,0.248,-0.019
158,-78.032,0.248,-0.019
159,-78.032,0.248,-0.019
160,-78.032,0.248,-0.019
161,-78.032,0.248,-0.019
162,-78.032,0.248,-0.019
163,-78.032,0.248,-0.019
164,-78.032,0.248,-0.019
165,-78.032,0.248,-0.019
166,-78.032,0.248,-0.019
167,-78.032,0.248,-0.02
168,-78.032,0.248,-0.02
169,-78.032,0.248,-0.02
170,-78.032,0.248,-0.02
171,-78.032,0.248,-0.02
172,-78.032,0.248,-0.02
173,-78.032,0.248,-0.02
174,-78.032,0.248,-0.02
175,-78.032,0.248,-0.02
176,-78.032,0.248,-0.02
177,-78.032,0.248,-0.019
178,-78.032,0.248,-0.02
179,-78.032,0.248,-0.019
180,-78.032,0.248,-0.02
181,-78.032,0.248,-0.02
182,-78.032,0.248,-0.02
183,-78.032,0.248,-0.019
184,-78.032,0.248,-0.02
185,-78.032,0.248,-0.02
186,-78.032,0.248,-0.02
187,-78.032,0.249,-0.02
188,-78.032,0.248,-0.02
189,-78.032,0.248,-0.02
190,-78.032,0.249,-0.02
191,-78.032,0.249,-0.019
192,-78.032,0.249,-0.019
193,-78.032,0.249,-0.019
194,-78.032,0.249,-0.019
195,-78.032,0.249,-0.019
196,-78.032,0.249,-0.019
197,-78.032,0.249,-0.02
198,-78.032,0.249,-0.02
199,-78.032,0.249,-0.02
200,-78.032,0.249,-0.02
201,-78.032,0.249,-0.02
202,-78.032,0.249,-0.02
203,-78.032,0.249,-0.02
204,-78.032,0.249,-0.02
205,-78.032,0.248,-0.02
206,-78.032,0.248,-0.02
207,-78.032,0.249,-0.02
208,-78.032,0.249,-0.02
209,-78.032,0.249,-0.02
210,-78.032,0.249,-0.02
211,-78.032,0.248,-0.02
212,-78.032,0.248,-0.02
213,-78.031,0.248,-0.021
214,-78.032,0.248,-0.021
215,-78.031,0.248,-0.02
216,-78.031,0.248,-0.021
217,-78.032,0.248,-0.02
218,-78.032,0.248,-0.021
219,-78.032,0.249,-0.021
220,-78.032,0.249,-0.02
221,-78.032,0.249,-0.02
222,-78.032,0.249,-0.02
223,-78.032,0.248,-0.021
224,-78.032,0.248,-0.021
225,-78.032,0.249,-0.021
226,-78.032,0.249,-0.021
227,-78.031,0.248,-0.021
228,-78.031,0.248,-0.021
229,-78.031,0.248,-0.022
230,-78.031,0.248,-0.022
231,-78.031,0.248,-0.022
232,-78.031,0.248,-0.022
233,-78.031,0.248,-0.021
234,-78.031,0.248,-0.021
235,-78.031,0.248,-0.022
236,-78.031,0.247,-0.022
237,-78.031,0.247,-0.021
238,-78.031,0.247,-0.021
239,-78.031,0.247,-0.021
240,-78.031,0.247,-0.021
241,-78.031,0.247,-0.022
242,-78.031,0.247,-0.022
243,-78.031,0.247,-0.022
244,-78.031,0.247,-0.022
245,-78.031,0.246,-0.022
246,-78.031,0.246,-0.022
247,-78.031,0.247,-0.022
248,-78.031,0.247,-0.022
249,-78.031,0.247,-0.022
250,-78.031,0.247,-0.022
251,-78.031,0.247,-0.022
252,-78.031,0.247,-0.022
253,-78.031,0.247,-0.022
254,-78.031,0.247,-0.022
255,-78.031,0.247,-0.022
256,-78.031,0.247,-0.022
257,-78.031,0.247,-0.022
258,-78.031,0.247,-0.022
259,-78.031,0.248,-0.022
260,-78.031,0.248,-0.022
261,-78.031,0.247,-0.022
262,-78.031,0.247,-0.022
263,-78.031,0.247,-0.022
264,-78.031,0.247,-0.022
265,-78.031,0.248,-0.022
266,-78.031,0.248,-0.022
267,-78.031,0.247,-0.022
268,-78.031,0.247,-0.022
269,-78.031,0.247,-0.022
270,-78.031,0.247,-0.022
271,-78.031,0.248,-0.022
272,-78.031,0.248,-0.022
273,-78.031,0.248,-0.021
274,-78.031,0.248,-0.021
275,-78.031,0.248,-0.021
276,-78.031,0.248,-0.021
277,-78.031,0.248,-0.021
278,-78.031,0.248,-0.021
279,-78.03,0.248,-0.021
280,-78.03,0.248,-0.021
281,-78.03,0.249,-0.022
282,-78.03,0.249,-0.022
283,-78.03,0.249,-0.021
284,-78.03,0.249,-0.021
285,-78.029,0.249,-0.021
286,-78.029,0.249,-0.021
287,-78.027,0.25,-0.021
288,-77.991,0.25,-0.021
289,-77.913,0.246,-0.039
290,-77.873,0.246,-0.039
291,-77.857,0.246,-0.039
292,-77.839,0.247,-0.039
293,-77.817,0.247,-0.039
294,-77.795,0.247,-0.039
295,-77.776,0.247,-0.039
296,-77.76,0.247,-0.039
297,-77.749,0.247,-0.039
298,-77.739,0.247,-0.039
299,-77.731,0.247,-0.039
300,-77.723,0.247,-0.038
301,-77.716,0.247,-0.038
302,-77.711,0.247,-0.038
303,-77.707,0.247,-0.038
304,-77.705,0.248,-0.038
305,-77.703,0.248,-0.038
306,-77.702,0.248,-0.038
307,-77.702,0.248,-0.038
308,-77.701,0.248,-0.038
309,-77.702,0.249,-0.038
310,-77.702,0.249,-0.038
311,-77.702,0.249,-0.038
312,-77.702,0.249,-0.038
313,-77.702,0.25,-0.038
314,-77.702,0.25,-0.038
315,-77.702,0.251,-0.038
316,-77.701,0.252,-0.037
317,-77.702,0.253,-0.037
318,-77.702,0.255,-0.037
319,-77.702,0.256,-0.037
320,-77.702,0.258,-0.037
321,-77.702,0.261,-0.037
322,-77.702,0.263,-0.037
323,-77.702,0.266,-0.037
324,-77.702,0.269,-0.037
325,-77.702,0.273,-0.037
326,-77.702,0.276,-0.037
327,-77.702,0.28,-0.037
328,-77.703,0.285,-0.037
329,-77.703,0.289,-0.037
330,-77.703,0.295,-0.037
331,-77.703,0.301,-0.037
332,-77.704,0.307,-0.037
333,-77.704,0.315,-0.037
334,-77.704,0.323,-0.037
335,-77.704,0.331,-0.037
336,-77.705,0.34,-0.037
337,-77.705,0.349,-0.036
338,-77.705,0.358,-0.037
339,-77.705,0.367,-0.036
340,-77.706,0.376,-0.036
341,-77.706,0.385,-0.036
342,-77.706,0.394,-0.036
343,-77.707,0.403,-0.036
344,-77.708,0.411,-0.036
345,-77.709,0.42,-0.036
346,-77.711,0.428,-0.036
347,-77.716,0.437,-0.036
348,-77.723,0.445,-0.036
349,-77.729,0.454,-0.037
350,-77.731,0.462,-0.037
351,-77.733,0.47,-0.037
352,-77.734,0.477,-0.037
353,-77.736,0.484,-0.037
354,-77.738,0.49,-0.037
355,-77.74,0.497,-0.037
356,-77.743,0.506,-0.037
357,-77.747,0.519,-0.037
358,-77.751,0.533,-0.037
359,-77.755,0.549,-0.037
360,-77.758,0.564,-0.037
361,-77.762,0.579,-0.037
362,-77.765,0.593,-0.037
363,-77.767,0.605,-0.037
364,-77.767,0.616,-0.037
365,-77.768,0.627,-0.037
366,-77.769,0.639,-0.038
367,-77.77,0.65,-0.038
368,-77.771,0.66,-0.038
369,-77.772,0.67,-0.038
370,-77.772,0.678,-0.038
371,-77.772,0.687,-0.038
372,-77.771,0.695,-0.038
373,-77.77,0.702,-0.038
374,-77.769,0.71,-0.038
375,-77.768,0.717,-0.038
376,-77.768,0.725,-0.038
377,-77.768,0.733,-0.038
378,-77.768,0.742,-0.038
379,-77.769,0.752,-0.038
380,-77.769,0.763,-0.038
381,-77.768,0.775,-0.038
382,-77.766,0.786,-0.038
383,-77.763,0.797,-0.038
384,-77.76,0.808,-0.038
385,-77.758,0.819,-0.038
386,-77.758,0.83,-0.038
387,-77.759,0.842,-0.038
388,-77.76,0.855,-0.038
389,-77.761,0.871,-0.039
390,-77.762,0.886,-0.039
391,-77.762,0.901,-0.039
392,-77.763,0.916,-0.039
393,-77.764,0.931,-0.039
394,-77.766,0.947,-0.039
395,-77.769,0.965,-0.039
396,-77.772,0.985,-0.039
397,-77.775,1.006,-0.039
398,-77.777,1.029,-0.039
399,-77.78,1.051,-0.039
400,-77.783,1.073,-0.039
401,-77.785,1.095,-0.04
402,-77.787,1.116,-0.04
403,-77.789,1.137,-0.04
404,-77.79,1.157,-0.04
405,-77.791,1.177,-0.04
406,-77.791,1.198,-0.04
407,-77.791,1.218,-0.04
408,-77.79,1.238,-0.04
409,-77.789,1.259,-0.04
410,-77.786,1.28,-0.04
411,-77.782,1.301,-0.04
412,-77.779,1.322,-0.04
413,-77.777,1.345,-0.04
414,-77.775,1.369,-0.04
415,-77.773,1.393,-0.04
416,-77.771,1.417,-0.04
417,-77.769,1.44,-0.04
418,-77.767,1.463,-0.04
419,-77.764,1.484,-0.04
420,-77.761,1.505,-0.04
421,-77.758,1.526,-0.04
422,-77.756,1.547,-0.04
423,-77.754,1.569,-0.04
424,-77.753,1.593,-0.04
425,-77.752,1.619,-0.04
426,-77.752,1.647,-0.04
427,-77.751,1.676,-0.04
428,-77.749,1.706,-0.04
429,-77.748,1.737,-0.04
430,-77.746,1.767,-0.04
431,-77.746,1.798,-0.04
432,-77.745,1.829,-0.039
433,-77.745,1.86,-0.039
434,-77.745,1.891,-0.039
435,-77.745,1.921,-0.039
436,-77.745,1.952,-0.039
437,-77.744,1.983,-0.039
438,-77.743,2.014,-0.039
439,-77.741,2.046,-0.038
440,-77.738,2.079,-0.038
441,-77.736,2.113,-0.038
442,-77.735,2.147,-0.038
443,-77.735,2.182,-0.038
444,-77.735,2.218,-0.038
445,-77.736,2.253,-0.038
446,-77.737,2.287,-0.037
447,-77.738,2.321,-0.037
448,-77.739,2.354,-0.037
449,-77.739,2.386,-0.037
450,-77.74,2.419,-0.037
451,-77.742,2.451,-0.038
452,-77.744,2.485,-0.038
453,-77.748,2.52,-0.038
454,-77.752,2.557,-0.038
455,-77.756,2.596,-0.039
456,-77.761,2.635,-0.039
457,-77.766,2.676,-0.039
458,-77.771,2.718,-0.04
459,-77.778,2.763,-0.04
460,-77.787,2.81,-0.04
461,-77.795,2.86,-0.04
462,-77.804,2.913,-0.04
463,-77.812,2.967,-0.04
464,-77.819,3.023,-0.04
465,-77.827,3.08,-0.04
466,-77.835,3.14,-0.039
467,-77.842,3.201,-0.038
468,-77.849,3.266,-0.037
469,-77.858,3.334,-0.036
470,-77.865,3.404,-0.034
471,-77.873,3.475,-0.031
472,-77.877,3.546,-0.029
473,-77.88,3.618,-0.027
474,-77.883,3.687,-0.026
475,-77.883,3.756,-0.027
476,-77.882,3.823,-0.027
477,-77.881,3.887,-0.028
478,-77.88,3.95,-0.028
479,-77.879,4.011,-0.029
480,-77.88,4.071,-0.029
481,-77.881,4.129,-0.03
482,-77.882,4.186,-0.03
483,-77.883,4.239,-0.03
484,-77.884,4.291,-0.03
485,-77.886,4.342,-0.031
486,-77.888,4.39,-0.031
487,-77.89,4.438,-0.031
488,-77.893,4.483,-0.031
489,-77.895,4.528,-0.031
490,-77.897,4.571,-0.031
491,-77.898,4.614,-0.031
492,-77.9,4.656,-0.03
493,-77.902,4.698,-0.03
494,-77.903,4.738,-0.03
495,-77.906,4.777,-0.03
496,-77.908,4.814,-0.03
497,-77.911,4.851,-0.031
498,-77.913,4.885,-0.031
499,-77.915,4.918,-0.032
500,-77.915,4.948,-0.032
501,-77.915,4.975,-0.032
502,-77.914,4.999,-0.032
503,-77.913,5.021,-0.033
504,-77.913,5.042,-0.033
505,-77.912,5.061,-0.033
506,-77.912,5.079,-0.033
507,-77.913,5.097,-0.033
508,-77.913,5.115,-0.033
509,-77.913,5.133,-0.034
510,-77.912,5.15,-0.034
511,-77.911,5.166,-0.034
512,-77.91,5.183,-0.034
513,-77.91,5.2,-0.034
514,-77.91,5.219,-0.034
515,-77.91,5.238,-0.034
516,-77.91,5.259,-0.035
517,-77.909,5.281,-0.035
518,-77.908,5.303,-0.035
519,-77.906,5.325,-0.036
520,-77.903,5.346,-0.037
521,-77.899,5.367,-0.043
522,-77.895,5.387,-0.053
523,-77.892,5.409,-0.062
524,-77.888,5.432,-0.069
525,-77.883,5.456,-0.074
526,-77.876,5.479,-0.082
527,-77.871,5.502,-0.091
528,-77.866,5.526,-0.099
529,-77.861,5.551,-0.108
530,-77.854,5.576,-0.116
531,-77.848,5.602,-0.126
532,-77.841,5.628,-0.135
533,-77.835,5.653,-0.145
534,-77.829,5.678,-0.156
535,-77.824,5.702,-0.169
536,-77.819,5.727,-0.181
537,-77.815,5.753,-0.19
538,-77.811,5.78,-0.197
539,-77.808,5.805,-0.206
540,-77.806,5.829,-0.216
541,-77.805,5.852,-0.225
542,-77.803,5.875,-0.233
543,-77.8,5.896,-0.239
544,-77.797,5.917,-0.245
545,-77.793,5.936,-0.25
546,-77.788,5.954,-0.255
547,-77.784,5.971,-0.26
548,-77.781,5.988,-0.264
549,-77.777,6.005,-0.267
550,-77.774,6.022,-0.272
551,-77.771,6.041,-0.277
552,-77.769,6.062,-0.284
553,-77.766,6.084,-0.293
554,-77.764,6.11,-0.303
555,-77.762,6.137,-0.317
556,-77.761,6.168,-0.333
557,-77.758,6.2,-0.351
558,-77.756,6.235,-0.372
559,-77.752,6.271,-0.394
560,-77.749,6.307,-0.417
561,-77.746,6.345,-0.442
562,-77.742,6.384,-0.467
563,-77.738,6.423,-0.492
564,-77.733,6.462,-0.517
565,-77.728,6.501,-0.543
566,-77.723,6.538,-0.568
567,-77.717,6.574,-0.592
568,-77.711,6.608,-0.615
569,-77.704,6.641,-0.637
570,-77.698,6.673,-0.658
571,-77.692,6.704,-0.679
572,-77.686,6.736,-0.7
573,-77.68,6.767,-0.72
574,-77.675,6.799,-0.741
575,-77.671,6.831,-0.762
576,-77.667,6.865,-0.784
577,-77.664,6.899,-0.807
578,-77.658,6.934,-0.83
579,-77.652,6.971,-0.856
580,-77.646,7.01,-0.884
581,-77.64,7.052,-0.915
582,-77.635,7.095,-0.946
583,-77.631,7.14,-0.978
584,-77.627,7.187,-1.012
585,-77.623,7.235,-1.046
586,-77.618,7.285,-1.079
587,-77.612,7.335,-1.113
588,-77.605,7.384,-1.148
589,-77.598,7.434,-1.183
590,-77.591,7.482,-1.218
591,-77.584,7.53,-1.252
592,-77.576,7.575,-1.284
593,-77.568,7.619,-1.316
594,-77.56,7.661,-1.347
595,-77.553,7.702,-1.376
596,-77.547,7.741,-1.404
597,-77.543,7.779,-1.432
598,-77.54,7.816,-1.458
599,-77.538,7.85,-1.483
600,-77.537,7.882,-1.506
601,-77.537,7.912,-1.528
602,-77.538,7.94,-1.548
603,-77.539,7.967,-1.567
604,-77.54,7.992,-1.585
605,-77.541,8.016,-1.602
606,-77.541,8.041,-1.618
607,-77.54,8.065,-1.634
608,-77.539,8.089,-1.649
609,-77.538,8.114,-1.665
610,-77.536,8.14,-1.682
611,-77.534,8.167,-1.699
612,-77.533,8.195,-1.719
613,-77.532,8.225,-1.74
614,-77.531,8.258,-1.762
615,-77.529,8.293,-1.787
616,-77.527,8.33,-1.815
617,-77.525,8.37,-1.844
618,-77.523,8.412,-1.876
619,-77.521,8.456,-1.909
620,-77.518,8.501,-1.944
621,-77.516,8.548,-1.98
622,-77.514,8.595,-2.016
623,-77.512,8.643,-2.053
624,-77.51,8.689,-2.09
625,-77.509,8.735,-2.126
626,-77.508,8.78,-2.162
627,-77.508,8.824,-2.197
628,-77.509,8.868,-2.232
629,-77.511,8.912,-2.268
630,-77.514,8.957,-2.304
631,-77.518,9.001,-2.341
632,-77.524,9.045,-2.377
633,-77.529,9.087,-2.411
634,-77.533,9.126,-2.443
635,-77.536,9.164,-2.472
636,-77.537,9.199,-2.5
637,-77.538,9.233,-2.527
638,-77.538,9.267,-2.553
639,-77.539,9.303,-2.581
640,-77.54,9.34,-2.61
641,-77.542,9.378,-2.64
642,-77.543,9.418,-2.672
643,-77.543,9.459,-2.704
644,-77.542,9.502,-2.738
645,-77.541,9.546,-2.773
646,-77.54,9.59,-2.81
647,-77.539,9.635,-2.847
648,-77.539,9.68,-2.885
649,-77.539,9.725,-2.923
650,-77.538,9.77,-2.96
651,-77.537,9.815,-2.998
652,-77.534,9.859,-3.035
653,-77.53,9.903,-3.071
654,-77.526,9.945,-3.106
655,-77.521,9.987,-3.141
656,-77.516,10.029,-3.175
657,-77.512,10.069,-3.207
658,-77.509,10.108,-3.238
659,-77.506,10.145,-3.269
660,-77.503,10.181,-3.298
661,-77.502,10.215,-3.325
662,-77.501,10.247,-3.351
663,-77.5,10.279,-3.375
664,-77.499,10.308,-3.398
665,-77.498,10.336,-3.419
666,-77.497,10.364,-3.44
667,-77.496,10.391,-3.461
668,-77.497,10.418,-3.481
669,-77.497,10.446,-3.503
670,-77.498,10.476,-3.525
671,-77.5,10.506,-3.55
672,-77.502,10.538,-3.575
673,-77.504,10.571,-3.601
674,-77.506,10.604,-3.628
675,-77.508,10.639,-3.655
676,-77.51,10.674,-3.682
677,-77.512,10.709,-3.71
678,-77.515,10.745,-3.737
679,-77.519,10.781,-3.765
680,-77.522,10.817,-3.794
681,-77.526,10.854,-3.822
682,-77.53,10.891,-3.851
683,-77.535,10.928,-3.879
684,-77.538,10.964,-3.907
685,-77.543,11.0,-3.934
686,-77.548,11.036,-3.96
687,-77.554,11.071,-3.987
688,-77.561,11.106,-4.013
689,-77.568,11.141,-4.039
690,-77.576,11.175,-4.064
691,-77.583,11.208,-4.087
692,-77.59,11.24,-4.109
693,-77.597,11.271,-4.13
694,-77.604,11.3,-4.148
695,-77.612,11.328,-4.165
696,-77.619,11.355,-4.182
697,-77.626,11.382,-4.197
698,-77.632,11.408,-4.212
699,-77.639,11.434,-4.227
700,-77.645,11.46,-4.242
701,-77.651,11.487,-4.258
702,-77.658,11.514,-4.274
703,-77.664,11.542,-4.29
704,-77.67,11.569,-4.307
705,-77.677,11.597,-4.324
706,-77.683,11.623,-4.34
707,-77.689,11.649,-4.356
708,-77.696,11.673,-4.371
709,-77.702,11.696,-4.385
710,-77.709,11.718,-4.399
711,-77.716,11.74,-4.413
712,-77.723,11.76,-4.425
713,-77.73,11.779,-4.436
714,-77.735,11.797,-4.446
715,-77.741,11.814,-4.454
716,-77.747,11.83,-4.46
717,-77.753,11.846,-4.466
718,-77.759,11.86,-4.471
719,-77.765,11.873,-4.474
720,-77.772,11.886,-4.476
721,-77.779,11.897,-4.478
722,-77.785,11.908,-4.479
723,-77.791,11.919,-4.479
724,-77.798,11.929,-4.479
725,-77.805,11.939,-4.48
726,-77.812,11.949,-4.481
727,-77.818,11.96,-4.482
728,-77.825,11.97,-4.483
729,-77.83,11.98,-4.485
730,-77.836,11.991,-4.486
731,-77.841,12.001,-4.488
732,-77.845,12.012,-4.489
733,-77.849,12.022,-4.491
734,-77.852,12.033,-4.492
735,-77.856,12.043,-4.495
736,-77.858,12.053,-4.497
737,-77.86,12.064,-4.5
738,-77.861,12.074,-4.502
739,-77.861,12.084,-4.504
740,-77.86,12.093,-4.504
741,-77.859,12.102,-4.504
742,-77.857,12.111,-4.504
743,-77.855,12.118,-4.502
744,-77.854,12.125,-4.501
745,-77.854,12.132,-4.499
746,-77.854,12.138,-4.497
747,-77.855,12.143,-4.494
748,-77.854,12.149,-4.492
749,-77.854,12.155,-4.49
750,-77.853,12.161,-4.489
751,-77.852,12.169,-4.488
752,-77.851,12.179,-4.49
753,-77.851,12.191,-4.493
754,-77.851,12.204,-4.499
755,-77.852,12.219,-4.507
756,-77.852,12.237,-4.517
757,-77.853,12.256,-4.529
758,-77.854,12.276,-4.541
759,-77.855,12.298,-4.556
760,-77.856,12.32,-4.571
761,-77.858,12.343,-4.587
762,-77.861,12.367,-4.604
763,-77.864,12.392,-4.622
764,-77.867,12.417,-4.641
765,-77.872,12.443,-4.661
766,-77.877,12.469,-4.681
767,-77.883,12.496,-4.702
768,-77.889,12.524,-4.724
769,-77.895,12.552,-4.747
770,-77.902,12.581,-4.771
771,-77.909,12.611,-4.795
772,-77.918,12.642,-4.821
773,-77.926,12.674,-4.849
774,-77.934,12.708,-4.877
775,-77.941,12.742,-4.906
776,-77.948,12.776,-4.936
777,-77.956,12.812,-4.966
778,-77.964,12.848,-4.997
779,-77.973,12.885,-5.028
780,-77.981,12.921,-5.06
781,-77.988,12.959,-5.092
782,-77.994,12.996,-5.125
783,-77.999,13.035,-5.158
784,-78.002,13.074,-5.192
785,-78.006,13.115,-5.228
786,-78.01,13.156,-5.265
787,-78.013,13.198,-5.303
788,-78.017,13.24,-5.341
789,-78.021,13.281,-5.378
790,-78.026,13.323,-5.416
791,-78.032,13.364,-5.453
792,-78.038,13.406,-5.491
793,-78.045,13.447,-5.529
794,-78.053,13.488,-5.566
795,-78.072,13.53,-5.6
796,-78.1,13.574,-5.621
797,-78.114,13.608,-5.666
798,-78.129,13.649,-5.7
799,-78.144,13.688,-5.736
800,-78.159,13.726,-5.773
801,-78.173,13.764,-5.809
802,-78.187,13.802,-5.839
803,-78.202,13.841,-5.866
804,-78.216,13.879,-5.891
805,-78.23,13.917,-5.915
806,-78.243,13.955,-5.939
807,-78.255,13.993,-5.963
808,-78.266,14.03,-5.988
809,-78.276,14.066,-6.013
810,-78.285,14.1,-6.036
811,-78.295,14.132,-6.059
812,-78.305,14.16,-6.079
813,-78.315,14.185,-6.096
814,-78.325,14.206,-6.11
815,-78.334,14.224,-6.121
816,-78.343,14.238,-6.131
817,-78.352,14.249,-6.14
818,-78.36,14.258,-6.147
819,-78.368,14.266,-6.151
820,-78.376,14.271,-6.154
821,-78.383,14.275,-6.156
822,-78.39,14.278,-6.158
823,-78.397,14.28,-6.16
824,-78.402,14.282,-6.162
825,-78.406,14.282,-6.163
826,-78.409,14.283,-6.165
827,-78.41,14.283,-6.168
828,-78.41,14.282,-6.171
829,-78.41,14.283,-6.174
830,-78.411,14.284,-6.177
831,-78.411,14.286,-6.181
832,-78.413,14.29,-6.185
833,-78.415,14.295,-6.189
834,-78.419,14.303,-6.193
835,-78.425,14.313,-6.197
836,-78.432,14.324,-6.202
837,-78.439,14.338,-6.207
838,-78.448,14.353,-6.213
839,-78.456,14.369,-6.221
840,-78.465,14.389,-6.231
841,-78.474,14.411,-6.243
842,-78.483,14.437,-6.258
843,-78.494,14.468,-6.274
844,-78.505,14.503,-6.293
845,-78.519,14.544,-6.315
846,-78.535,14.59,-6.338
847,-78.553,14.64,-6.361
848,-78.574,14.694,-6.386
849,-78.596,14.752,-6.412
850,-78.62,14.813,-6.44
851,-78.644,14.877,-6.467
852,-78.669,14.943,-6.494
853,-78.695,15.011,-6.519
854,-78.723,15.079,-6.543
855,-78.753,15.147,-6.565
856,-78.785,15.214,-6.584
857,-78.818,15.278,-6.597
858,-78.851,15.34,-6.607
859,-78.883,15.399,-6.612
860,-78.914,15.454,-6.614
861,-78.944,15.507,-6.61
862,-78.974,15.556,-6.6
863,-79.003,15.602,-6.587
864,-79.037,15.645,-6.57
865,-79.074,15.685,-6.54
866,-79.099,15.719,-6.509
867,-79.125,15.752,-6.483
868,-79.149,15.781,-6.46
869,-79.17,15.807,-6.436
870,-79.187,15.831,-6.408
871,-79.203,15.852,-6.375
872,-79.216,15.872,-6.339
