,xGyr,yGyr,zGyr
724,-0.0003,0.000623,-0.003983
725,-0.001107,0.001572,-0.01092
726,-0.00226,0.001876,-0.183093
727,-0.000831,0.000547,-0.977603
728,0.003868,-0.001068,-1.988163
729,0.007975,-0.001328,-2.480745
730,0.011592,-0.001111,-2.589085
731,0.00798,-0.000727,-2.523628
732,0.003566,-0.001006,-2.252939
733,0.003845,-0.000211,-1.795759
734,0.002032,0.000757,-1.342367
735,0.00098,0.000898,-0.998804
736,0.001313,0.000627,-0.772502
737,0.001588,0.000169,-0.663858
738,0.001158,-0.000479,-0.628131
739,0.001062,-0.000297,-0.584596
740,0.000848,0.000179,-0.50287
741,0.000104,-0.000328,-0.409997
742,0.000109,-0.000292,-0.350658
743,-0.000219,7.4e-05,-0.331561
744,-0.000726,0.000152,-0.350498
745,-4.4e-05,-0.000524,-0.417187
746,0.001139,-0.001139,-0.527032
747,0.001616,-0.000247,-0.646535
748,0.001502,-0.000112,-0.734056
749,0.000902,-0.00088,-0.77013
750,0.001024,-0.000875,-0.766789
751,0.001558,-0.001586,-0.732554
752,0.002059,-0.002147,-0.672732
753,0.002355,-0.000596,-0.624536
754,0.001233,0.000422,-0.585683
755,0.00092,0.000186,-0.555434
756,0.001354,0.000143,-0.54857
757,0.001276,-0.000407,-0.550526
758,0.000372,-0.000542,-0.544777
759,0.000487,-0.000725,-0.509937
760,0.00056,-0.000456,-0.445659
761,0.000318,-0.00053,-0.399098
762,0.000943,-0.000754,-0.389748
763,0.001091,-0.00087,-0.394663
764,0.000414,-0.001488,-0.410821
765,-9e-06,-0.001651,-0.432582
766,-3.1e-05,-0.000481,-0.437343
767,0.000605,0.00087,-0.405634
768,4.5e-05,0.000387,-0.342016
769,-0.000741,-0.000725,-0.265311
770,-0.000144,-0.001033,-0.195343
771,-0.000276,-0.000564,-0.136454
772,0.000192,-0.000515,-0.082048
773,0.000512,-0.000699,-0.033099
774,0.000145,-0.000624,-0.005895
775,-0.000304,0.000505,-0.000867
776,-0.000571,0.000997,-0.001196
777,-0.00019,0.000479,-0.000324
778,-0.000115,0.000212,0.000447
779,-0.000418,-5e-05,-0.000376
780,-0.000491,0.000145,1.3e-05
781,-0.000718,0.000128,0.000829
782,-0.001112,0.000106,2.1e-05
783,-5.5e-05,0.000407,0.000507
784,0.000198,0.000422,0.000156
785,-0.000845,-0.000453,-0.000898
786,-0.000339,-0.000573,-0.001117
787,-0.000549,0.000571,-0.000438
788,-0.001617,0.000262,0.000775
789,-0.000888,0.000423,-0.000154
790,0.000598,0.000453,-0.000719
791,-0.000103,-0.000424,0.000433
792,-0.000647,-0.000136,0.001174
793,-0.00018,-0.000254,0.000634
794,3.2e-05,-0.000582,-0.00021
795,-0.000202,-0.000451,-7e-06
796,-0.000895,-0.000453,0.000565
797,-0.00028,-0.000296,0.001062
798,-0.000246,-0.000318,0.000541
799,-0.000709,-0.000302,-0.000398
800,-0.000925,-0.000867,-3.4e-05
801,-0.000389,-0.000136,-0.000643
802,-4.9e-05,4.1e-05,-0.000463
803,-0.000859,0.000154,0.001163
804,-0.00047,0.001682,0.001149
805,0.000677,0.001213,0.000139
806,0.000361,-0.000154,-0.000512
807,0.000147,-0.000915,0.000215
808,0.0,-0.000499,0.000446
809,-0.000293,1.8e-05,-0.000335
810,0.000723,-0.000652,0.000259
811,0.001607,-0.000778,7.9e-05
812,0.001122,-0.000449,-0.000522
813,-0.000537,-0.000786,-0.000135
814,-0.001264,-0.000379,-0.000948
815,-0.000659,-0.000144,-0.001392
816,-0.000374,0.000557,-0.000137
817,-0.000829,0.000459,0.000232
818,-0.000956,-0.000348,0.000522
819,-0.001013,0.00042,0.000246
820,-0.00087,0.000636,-0.00044
821,-0.000515,0.000591,0.000201
822,0.000189,0.000381,-7.4e-05
823,-0.0001,-2.2e-05,0.000195
824,-0.000396,-1.4e-05,0.00078
825,-0.000268,-0.000685,0.001057
826,-9.6e-05,-0.000741,0.000268
827,-0.000358,-0.000866,-0.000421
828,-0.000706,-0.000588,-0.000797
829,-9.4e-05,0.000888,-0.001519
830,-2.7e-05,-0.000341,-0.000735
831,9.6e-05,-0.00139,0.000383
832,0.000208,0.000672,0.00051
833,0.000446,0.001409,-0.000265
834,0.000512,0.000376,0.000125
835,0.000318,0.00033,0.000575
836,2.8e-05,0.000239,-0.000357
837,0.000237,-4.9e-05,-0.000933
838,-0.000309,1.2e-05,0.000688
839,-0.000359,-0.000796,0.000994
840,-0.000122,-0.000899,1.9e-05
841,-0.00054,0.000106,0.000267
842,6.2e-05,-2.6e-05,-0.000249
843,0.000224,1.6e-05,-0.000956
844,0.000543,0.000891,-0.000999
845,0.000416,0.000625,-0.000585
846,-0.000114,-0.001469,-0.000274
847,-0.000569,-0.001258,0.000212
848,-0.000425,-0.000302,-4.3e-05
849,7.5e-05,0.00028,-0.00018
850,-2.8e-05,3.9e-05,0.000115
851,0.000727,-0.001095,-0.000846
852,2e-05,-0.00034,-0.001328
853,-0.001276,0.000138,-0.001267
854,-0.000721,0.000561,-0.000463
855,-0.000177,0.000279,-0.000232
856,0.00016,-0.000147,0.00027
857,0.000684,0.000369,0.000744
858,0.00102,-0.000621,-0.000515
859,0.000351,-0.000833,-0.001025
860,-0.000707,0.00012,-0.000344
861,-0.000404,0.000185,0.000571
862,-0.000211,0.000658,0.001036
863,-0.000323,0.000833,0.000585
864,-0.000831,9.3e-05,0.000416
865,-0.001051,-0.000104,0.000505
866,0.000132,-0.000168,-0.000215
867,0.000847,-0.000818,-0.000753
868,0.000236,-2.3e-05,-0.000955
869,-0.000454,6.7e-05,-0.000119
870,-0.000371,-0.000543,0.000291
871,-0.000277,-0.000451,0.000358
872,0.000505,-0.000831,0.001356
873,0.000747,-0.00112,0.001581
874,0.00019,-0.001097,0.000551
875,-0.000255,-0.001189,8e-06
876,0.000505,-0.000449,-0.000485
877,0.000974,0.000621,-0.000997
878,0.000246,0.000716,-0.000398
879,0.000715,-0.000766,0.0001
880,0.000857,-0.001959,-0.00011
881,-0.000606,-0.001712,-0.000471
882,-0.001295,-0.000571,-0.000478
883,-0.000203,-0.000266,-0.000301
884,0.000332,-0.000718,0.000141
885,-0.000457,-0.001048,0.000727
886,-0.000104,-0.000783,0.000525
887,0.000127,0.000501,0.000619
888,-0.000941,0.000689,-0.000231
889,-0.000491,-4e-05,5.3e-05
890,0.00019,-0.000257,0.001601
891,-2.5e-05,0.000103,0.001139
892,-0.000384,-0.00036,0.001102
893,-9e-05,0.000131,0.000222
894,0.000302,0.001339,-0.000366
895,-0.000663,0.00078,0.000764
896,-0.000828,-4.3e-05,0.000523
897,0.000411,-0.000213,0.000131
898,0.000726,-0.000146,8.8e-05
899,0.000303,0.000329,0.000124
900,0.000112,4e-05,-0.000354
901,4.6e-05,-0.000277,-0.000249
902,-0.00041,6.4e-05,0.000278
903,-0.000291,-0.000607,-0.000736
904,0.00082,-0.000578,-0.000804
905,0.00071,0.000756,-0.000253
906,-0.00024,0.000779,-0.000913
907,-0.000381,0.0003,-0.000513
908,-9.4e-05,0.000279,0.001168
909,0.000142,0.000293,0.001244
910,-0.000158,-0.00012,0.000526
911,0.000141,-0.000741,0.0
912,0.001754,-0.000371,-0.000287
913,0.001694,-0.00037,0.000101
914,0.000388,-0.000967,0.000664
915,0.000218,-0.000398,0.000682
916,0.000238,0.000793,0.001044
917,0.001063,0.000516,0.000513
918,0.00212,-0.000385,0.00055
919,0.001297,-0.000401,0.001172
920,-0.000863,-0.000334,0.00095
921,-0.001102,0.001071,0.000666
922,4.4e-05,0.00101,-0.00067
923,-0.000243,0.000582,-0.00023
924,-0.000602,0.000474,0.000535
925,0.00015,-0.001523,0.000628
926,0.000695,-0.001194,0.000912
927,0.000537,0.000252,-0.000228
928,0.000815,0.000545,-0.000322
929,0.000715,-0.000173,0.000277
930,0.000236,-0.000518,0.000135
931,6.2e-05,-0.000966,-6.4e-05
932,-0.000364,-0.001389,-0.000177
933,-0.000774,-0.001098,-0.000225
934,-0.000342,-0.000689,0.000288
935,-6.4e-05,-0.000226,0.000364
936,-0.00079,-0.000687,-0.000452
937,-0.001059,-0.000529,4.6e-05
938,-0.000338,-0.00077,0.000581
939,-0.000358,-0.000995,0.000222
940,-0.000137,0.000306,-0.000283
941,0.000382,-0.000552,-0.000917
942,0.000501,-0.001587,-0.000655
943,0.000538,-0.000168,-0.001118
944,0.000125,0.000271,-0.000578
945,0.000492,-0.000489,0.000359
946,0.000719,-0.00082,-0.000341
947,0.001357,-0.000415,0.000478
948,0.001573,-0.000214,0.001034
949,0.000852,-0.000923,-4.3e-05
950,0.000996,-0.000659,-0.000535
951,0.000263,-0.000354,-0.0008
952,7e-05,-0.001368,-0.000286
953,0.00046,-0.002415,0.000141
954,0.001719,-0.001522,-0.00015
955,0.001868,-0.000371,2.8e-05
956,0.000595,-0.001564,0.000314
957,0.001119,-0.001682,8.2e-05
958,0.000328,-0.000756,0.000175
959,0.000181,-0.000757,0.000844
960,0.001251,-0.000372,0.00071
961,0.0011,-0.00037,0.00035
962,0.000158,-0.001257,0.000175
963,0.000258,-0.002424,0.000946
964,0.000702,-0.002374,0.001514
965,0.000897,-0.002267,0.001174
966,0.000734,-0.002292,0.000947
967,0.000618,-0.001112,8.8e-05
968,0.001669,-0.000967,0.000445
969,0.001106,-0.001497,0.000891
970,0.000982,-0.001445,0.000535
971,0.000797,-0.001403,0.000497
972,0.000264,-0.00152,0.000289
973,0.00084,-0.000544,0.000802
974,0.000787,0.00024,0.000835
975,0.000411,-0.000573,0.001009
976,-0.000225,-0.00206,0.000611
977,0.000317,-0.001266,0.001177
978,0.00139,-1.8e-05,0.000828
979,0.000944,-0.00042,-0.00034
980,0.000714,-0.000375,0.000682
981,0.000407,0.000488,0.000233
982,0.000133,0.000321,0.000396
983,0.001196,-0.000315,0.00023
984,0.000634,-0.00039,-5.3e-05
985,-0.000365,-0.000895,0.000599
986,0.000187,-0.001284,0.000365
987,0.000611,-0.00087,0.000463
988,-0.000234,-0.000161,0.000599
989,-0.000316,0.000205,9.6e-05
990,0.000601,-0.000251,-0.00051
991,0.000136,-0.000116,-0.000678
992,-0.00039,0.00053,-0.000389
993,0.000641,-0.000516,-0.000458
994,0.000993,-0.000486,-0.000755
995,-0.000263,0.000107,-0.000774
996,-0.000671,0.000412,-0.000741
997,-0.000504,-0.000261,-0.00084
998,-7e-06,-0.000158,-0.000287
999,2.4e-05,0.000465,-0.00014
1000,-0.000949,-5e-05,-0.000765
1001,-0.000715,-0.000182,-0.000901
1002,-9.6e-05,0.000587,-0.001164
1003,0.000499,0.001219,-0.000358
1004,0.000707,-6.6e-05,-0.000389
1005,-8e-06,-0.001018,-0.000368
1006,0.000882,-0.000885,-0.0001
1007,0.000932,-0.000131,-0.000205
1008,-0.000428,-6.5e-05,-5.4e-05
1009,-0.000685,-0.000859,-0.000427
1010,0.000106,-0.000704,0.000442
1011,-4e-06,-0.000904,0.00103
1012,-0.00069,-0.000859,0.0
1013,2.6e-05,-0.000316,0.000271
1014,0.000257,-0.000293,0.000735
1015,-0.000231,-0.000731,0.000514
1016,-0.000253,-0.001063,0.000847
1017,0.000435,-0.000514,0.000631
1018,0.0007,-0.000804,0.000586
1019,0.001029,-0.001313,0.001161
1020,0.001234,-0.000599,0.000721
1021,0.001286,9.2e-05,0.000308
1022,0.001139,-5.6e-05,0.001175
1023,0.000156,-0.00015,0.00104
1024,-0.000571,0.000385,0.000262
1025,-0.000192,0.000494,0.000572
1026,0.000304,0.000369,0.000462
1027,-0.000568,0.000232,0.00072
1028,-0.000708,-0.00061,0.000668
1029,0.000329,-0.000643,-0.000438
1030,0.000436,-0.000366,-0.000547
1031,-4e-06,-0.001325,1e-06
1032,-0.000135,-0.001047,0.000229
1033,-0.00032,-0.000661,3.5e-05
1034,0.000101,-0.000778,-0.00013
1035,0.000108,-0.000342,-0.000477
1036,-0.000834,-0.001084,-0.00068
1037,-0.00035,-0.000382,-0.000362
1038,0.000936,-7.9e-05,-7e-05
1039,0.000985,-0.000785,0.000619
1040,-8.6e-05,-0.000281,0.000659
1041,-0.000511,-0.00021,-0.000428
1042,-0.000248,-0.000475,-0.00054
1043,-0.000417,-0.000292,0.000743
1044,-0.001142,-5.9e-05,0.001845
1045,-0.00116,3.7e-05,0.000422
1046,-6e-05,0.001039,-0.001694
1047,0.000752,0.001233,-0.001173
1048,0.000367,-0.000294,-9.4e-05
1049,-0.000968,-0.000909,-0.000946
1050,-0.000931,-0.001052,-0.000999
1051,-8.2e-05,-0.001095,-0.000954
1052,-0.000204,-0.000418,-0.001457
1053,-0.000303,0.000308,-0.00095
1054,0.000368,-0.000142,-0.001039
1055,0.000773,-0.000341,-0.000511
1056,0.000343,0.000465,-3.8e-05
1057,-0.000488,0.001166,1.6e-05
1058,-0.000915,0.001456,0.000583
1059,-0.000351,0.000158,0.000516
1060,-0.000207,-0.001509,-0.000183
1061,-0.000364,-0.000885,-0.000138
1062,-0.000422,8e-05,0.000319
1063,0.000156,-0.000555,4.4e-05
1064,0.000613,-6.2e-05,-0.000574
1065,8.7e-05,0.00064,-0.000499
1066,9.3e-05,0.000293,0.000124
1067,0.000231,0.000521,-0.000383
1068,-0.000116,0.000283,-0.000659
1069,-0.000158,0.000612,-0.00083
1070,-0.000509,0.001903,-0.000545
1071,-0.000937,0.001386,1.7e-05
1072,-0.000316,0.001083,0.00017
1073,-0.000231,6.5e-05,-0.000204
1074,-0.00059,-0.000596,0.00056
1075,-0.000628,0.00037,0.000615
1076,-0.000574,0.000793,0.000602
1077,0.000107,0.001295,0.00098
1078,-0.000479,0.000594,-0.000211
1079,-0.001178,0.000355,5.2e-05
1080,7.7e-05,0.001034,-0.000229
1081,0.000554,0.00012,-6.6e-05
1082,3.6e-05,-0.001101,0.001002
1083,-0.000714,-0.000917,0.001199
1084,-0.000704,2.3e-05,0.000987
1085,-0.000397,0.00062,0.000106
1086,-1.3e-05,0.000463,-5.9e-05
1087,-9.5e-05,0.000107,-0.000126
1088,-1.9e-05,-1.1e-05,-0.000352
1089,-6.1e-05,-0.000249,-0.00046
1090,-0.000257,0.000429,-0.001335
1091,0.000184,0.00105,-0.001347
1092,0.000165,0.000773,-2.2e-05
1093,0.000142,-0.000299,0.000704
1094,-0.000227,-0.000729,0.000327
1095,-0.000541,-0.000385,0.000384
1096,-0.000486,-0.000225,0.000501
1097,-0.000273,0.000673,0.000491
1098,-1.6e-05,0.001121,0.000649
1099,-0.000156,0.000465,-0.000671
1100,-0.00058,0.000392,-0.000929
1101,-0.000396,0.000846,-0.000507
1102,-0.000356,5e-05,-0.000554
1103,-0.001161,-0.0008,-0.000566
1104,-0.001122,-9.2e-05,-0.000456
1105,0.000282,0.000718,7.3e-05
1106,2e-06,0.000223,-0.00041
1107,-0.001601,8.2e-05,-0.000653
1108,-0.000987,0.000408,-0.000604
1109,-0.000314,0.000531,-0.001076
1110,-0.000281,-0.000134,-0.001041
1111,0.000581,-0.000552,-3.6e-05
1112,0.001129,-0.000299,0.000476
1113,0.000659,0.000195,0.000771
1114,-0.000608,0.000804,0.000732
1115,0.000206,8.2e-05,0.000467
1116,0.000645,-0.000433,0.000324
1117,-0.000119,-0.000304,0.000245
1118,-0.000144,-0.001009,-0.000398
1119,-0.000763,-0.000775,-0.00067
1120,-0.00068,0.000565,0.000147
1121,-0.000361,0.000581,0.000705
1122,-0.000835,-0.000439,0.000766
1123,-0.001076,-0.001067,0.000416
1124,-0.000573,-0.0006,-0.000326
1125,-4e-06,-0.000698,-0.00102
1126,0.000166,-0.000744,0.000708
1127,-0.000304,-9.7e-05,0.001088
1128,-4.8e-05,5e-05,0.000474
1129,0.000897,0.000314,0.000768
1130,0.001027,0.000544,-0.000511
1131,9.3e-05,0.000582,8.7e-05
1132,-0.000188,0.000107,-8.5e-05
1133,0.000232,8.3e-05,-0.000424
1134,0.000541,0.000609,-4e-05
1135,0.000773,5.6e-05,-0.001496
1136,0.000912,1.5e-05,-0.001074
1137,0.00043,0.000915,9e-06
1138,0.000119,0.000809,-0.000512
1139,0.000738,0.0002,-0.000869
1140,0.000696,-0.000683,-0.000908
1141,0.000513,-0.000753,-0.000515
1142,8.3e-05,0.000179,-0.000948
1143,-0.000203,-0.000229,-8.8e-05
1144,-0.000288,-0.000516,0.00058
1145,6.4e-05,-0.000228,-0.00036
1146,0.000354,0.000423,-0.000432
1147,-0.000215,-1.5e-05,-0.000481
1148,-0.000438,-0.000959,-0.000438
1149,-0.000827,-0.000449,-0.000815
1150,-0.000817,-0.000189,-0.000473
1151,-0.000222,-0.0001,4.5e-05
1152,-9.3e-05,-0.000247,0.000268
1153,-0.000131,-0.000335,-2.5e-05
1154,4.8e-05,-0.000324,-0.000746
1155,4.7e-05,-0.000355,-0.000369
1156,-0.000224,-0.000227,0.000208
1157,-3.3e-05,-0.000214,0.000566
1158,-0.000629,0.000477,0.000416
1159,-0.000623,0.000199,-1.2e-05
1160,-7e-05,-0.001214,0.000873
1161,-0.00088,-9.6e-05,0.000509
1162,-0.000998,0.000559,-0.000292
1163,-0.000222,0.00021,0.00033
1164,-4.1e-05,7.2e-05,0.000757
1165,-0.000218,-0.000358,-0.000185
1166,-0.000194,0.000429,-0.00028
1167,-0.00018,0.000237,0.000487
1168,-0.000471,-0.000757,0.000649
1169,-0.000694,-0.000374,0.000788
1170,-0.000471,-9.1e-05,-0.000427
1171,-0.000201,-0.001161,-0.000845
1172,-0.000252,-0.000689,0.000169
1173,-0.000231,0.000197,0.000515
1174,5.9e-05,-0.000264,-0.000383
1175,0.000507,-0.000343,-0.000442
1176,6.5e-05,-0.000396,0.000123
1177,-0.000937,-9.2e-05,0.000418
1178,-0.000774,-0.000307,0.000682
1179,0.00012,-0.000117,-2.3e-05
1180,0.000598,-5.1e-05,0.00025
1181,0.000407,0.000103,0.000813
1182,0.000389,0.000289,0.000269
1183,0.000528,-0.000569,-2.9e-05
1184,0.000289,-6.6e-05,6.7e-05
1185,-0.000492,-9.2e-05,0.000956
1186,-0.000828,-0.001097,0.000756
1187,-9.3e-05,-0.000491,0.000323
1188,0.000323,0.000105,0.000548
1189,-0.000277,-0.00058,0.000289
1190,-0.00104,-0.000687,-0.000327
1191,-0.000819,0.000387,-0.000926
1192,-0.00022,0.001313,-0.00084
1193,4.8e-05,0.00125,-0.000716
1194,-0.000214,0.000773,-0.000565
1195,-0.000193,-0.000436,-0.000499
1196,0.000558,-0.001322,-0.000473
1197,0.000264,-0.000512,-0.000864
1198,-0.00095,0.000415,-0.00086
1199,-0.001211,0.000227,-0.000391
1200,-9.1e-05,-8.9e-05,-0.000886
1201,-0.000326,-0.000564,-0.000672
1202,-5.4e-05,-0.000351,-0.000899
1203,0.000247,-0.000156,-0.000145
1204,-0.000595,0.00066,0.000895
1205,-0.000678,0.00114,-0.000315
1206,-0.000541,0.000334,-0.000786
1207,-0.000678,-0.000342,-0.000198
1208,-0.000745,-0.000449,-0.000144
1209,-0.000272,0.000676,-0.000427
1210,-0.000264,0.000728,-4e-05
1211,-0.000433,-0.000265,0.000413
1212,-0.000111,-0.00082,-7.3e-05
1213,-0.000204,-0.001097,-0.000221
1214,-0.000685,-0.000357,0.000308
1215,-0.000302,0.000648,0.000305
1216,0.000302,-0.00025,-6.6e-05
1217,0.000518,-0.000887,0.000222
1218,0.00018,-0.000585,0.000708
1219,-0.000657,-0.000212,0.000254
1220,-0.001008,0.000187,-0.000326
1221,-0.000869,0.000782,-0.000592
1222,-0.001364,0.001192,-5.1e-05
1223,-0.00083,0.000887,0.000233
1224,-9e-06,0.000317,0.00046
1225,-0.000646,0.000194,0.001228
1226,-0.000671,7.8e-05,0.000321
1227,-3e-05,-0.0002,-0.000103
1228,-0.00042,-0.000248,0.000449
1229,-0.000788,-7.1e-05,-5.5e-05
1230,-7.1e-05,0.000899,5.8e-05
1231,-1.3e-05,0.00058,0.000139
1232,9.5e-05,-0.000384,-0.000173
1233,8.9e-05,-0.000154,-0.000481
1234,-0.00048,0.000312,-0.000408
1235,-9.2e-05,0.000468,-0.000275
1236,-0.000526,0.000998,-0.000546
1237,-0.000157,0.001198,-0.000407
1238,-4.7e-05,0.000443,-0.000248
1239,4.7e-05,-0.000291,-0.00101
1240,0.000476,-5e-06,-0.000658
1241,-0.000245,0.00094,-0.000658
1242,0.000495,0.00093,-0.001505
1243,0.000863,0.000716,-0.000697
1244,3.5e-05,0.000364,-0.001447
1245,-0.000625,-0.000162,-0.002198
1246,-0.000653,-0.000194,-0.001305
1247,9.5e-05,5.6e-05,-0.000834
1248,0.000355,0.000177,-0.001128
1249,0.000223,0.000161,-0.00098
1250,0.000288,0.000123,-0.001169
1251,0.000787,7.3e-05,-0.00156
1252,0.000593,0.000186,-0.000226
1253,9e-06,-0.000449,-0.000234
1254,0.000159,-0.000379,-0.00077
1255,0.000539,1.6e-05,-0.001028
1256,0.000349,-0.000645,-0.001387
1257,-8.5e-05,-0.001306,-0.001118
1258,-0.000191,-0.000922,-0.001102
1259,-0.000641,0.000428,-0.001397
1260,-0.000331,-3.3e-05,-0.002002
1261,-0.000209,-0.000259,-0.001594
1262,-0.001045,0.00068,-0.000992
1263,-0.000728,0.000257,-0.001049
1264,-0.000676,4.5e-05,-0.000942
1265,-0.00067,0.000704,-0.000661
1266,0.000839,0.000669,-0.001707
1267,0.000667,-0.000569,-0.003398
1268,0.000535,-0.001251,-0.005223
1269,0.001008,-0.000495,-0.018646
1270,0.00114,0.001663,-0.358309
1271,0.002676,0.001093,-1.336432
1272,0.003538,-0.00153,-2.188286
1273,0.002283,-0.00408,-2.363747
1274,0.001313,-0.005011,-2.215172
1275,-0.000989,-0.003932,-1.938588
1276,-0.003358,-0.003134,-1.608197
1277,-0.002455,-0.002241,-1.265811
1278,-6.4e-05,-0.002099,-0.969623
1279,0.000765,-0.001964,-0.721299
1280,-0.000163,-0.001503,-0.507021
1281,-0.000808,-0.000746,-0.3352
1282,-0.000344,0.000188,-0.203114
1283,1.6e-05,0.000382,-0.110678
1284,-0.000249,-0.000399,-0.049525
1285,7.7e-05,-0.00098,-0.013701
1286,0.00027,-0.001293,-0.00285
1287,0.00017,-0.000483,-0.001486
1288,5.8e-05,0.000231,-0.001136
1289,0.000668,-0.000381,-0.000881
1290,0.001463,-0.00053,0.000264
1291,0.001199,-0.000936,-0.000772
1292,0.000782,-0.000974,-0.00119
1293,0.000591,-0.000192,-0.001665
1294,0.000134,-0.000494,-0.002248
1295,0.001162,-0.00022,-0.00145
1296,0.001862,0.000468,-0.001657
1297,0.000581,0.000682,-0.001625
1298,-0.000299,0.000537,-0.002051
1299,-0.000194,0.000298,-0.002134
1300,-5.3e-05,-6.2e-05,-0.00232
1301,-0.00066,-0.000676,-0.003866
1302,-0.000551,1.1e-05,-0.004446
1303,-0.000173,0.000215,-0.004522
1304,-5.2e-05,0.000143,-0.006971
1305,0.000845,0.000345,-0.048684
1306,0.000959,0.000701,-0.388713
1307,-0.001863,-0.001093,-0.86962
1308,0.001085,-0.002211,-0.667803
1309,0.0023,-0.001083,-0.252135
1310,-0.001256,1.2e-05,-0.199453
1311,-1.1e-05,0.000649,-0.123817
1312,0.000969,7.2e-05,-0.082416
1313,-0.000249,-0.000415,-0.127176
1314,-0.001614,-0.000387,-0.167253
1315,-0.001136,-0.000494,-0.218158
1316,-0.000459,-0.001471,-0.315385
1317,0.000285,-0.001609,-0.426681
1318,0.00059,-0.000957,-0.518654
1319,0.000878,-0.000113,-0.584026
1320,0.000389,-0.00115,-0.631819
1321,-0.000414,-0.001906,-0.6504
1322,-0.000169,-0.001655,-0.640086
1323,0.000363,-0.001982,-0.625833
1324,0.001298,-0.001997,-0.620096
1325,0.001277,-0.001338,-0.628788
1326,0.00043,-2.3e-05,-0.648875
1327,0.000304,-0.000236,-0.661363
1328,0.000373,-0.0005,-0.673282
1329,0.001027,-2.7e-05,-0.697747
1330,0.000652,-6.8e-05,-0.719934
1331,-0.000658,0.000367,-0.735118
1332,-0.000854,0.000505,-0.748801
1333,-0.000844,0.000102,-0.759974
1334,-0.000505,-0.000163,-0.783453
1335,9.4e-05,-0.000434,-0.82609
1336,-0.000283,-0.000943,-0.861325
1337,-0.000222,-0.000924,-0.881656
1338,0.000218,-0.001074,-0.884312
1339,0.000453,-0.000793,-0.870479
1340,0.001301,-0.000389,-0.867573
1341,0.001781,-0.001022,-0.871178
1342,0.002224,-0.001173,-0.86662
1343,0.001922,-0.001511,-0.867615
1344,0.002008,-0.001745,-0.862105
1345,0.001044,-0.001213,-0.841813
1346,-0.000252,-0.000473,-0.817869
1347,-0.000142,-0.00141,-0.788519
1348,1.7e-05,-0.001509,-0.763504
1349,0.000456,-0.000514,-0.748676
1350,9.6e-05,-0.000441,-0.742906
1351,-6.5e-05,-0.000956,-0.731866
1352,0.000235,-0.00128,-0.693077
1353,-2.4e-05,-0.00145,-0.655862
1354,-0.000806,-0.000775,-0.645238
1355,-0.001156,0.000754,-0.63285
1356,-0.000442,-0.000129,-0.610816
1357,0.000117,-0.001253,-0.589634
1358,0.000135,-0.00041,-0.560434
1359,-4e-05,7.8e-05,-0.511431
1360,-0.000156,-0.000585,-0.454064
1361,0.000527,5.8e-05,-0.413665
1362,0.000291,0.000282,-0.397805
1363,0.000141,-0.000165,-0.384091
1364,-0.000105,-0.000621,-0.356425
1365,-0.000433,-0.000781,-0.314285
1366,-0.000324,0.000376,-0.237037
1367,0.000472,-0.000227,-0.145835
1368,0.000783,-0.000237,-0.087196
1369,-0.000223,0.000772,-0.081325
1370,-0.000272,-0.000385,-0.143834
1371,-0.000165,-0.001386,-0.246277
1372,-0.000979,-0.000759,-0.343867
1373,-0.001253,-0.00047,-0.415093
1374,-0.000353,-0.001007,-0.455524
1375,9.6e-05,-0.000865,-0.468289
1376,-0.000561,0.000111,-0.463254
1377,-0.000996,0.000744,-0.458346
1378,-0.000671,0.000584,-0.465718
1379,-0.001186,0.000259,-0.479652
1380,-0.001617,0.000387,-0.488495
1381,-0.001036,0.000676,-0.494752
1382,-0.001292,0.001415,-0.502765
1383,-0.001909,0.001719,-0.489994
1384,-0.001814,0.00181,-0.465243
1385,-0.000506,0.00116,-0.45415
1386,0.000107,-0.000823,-0.452121
1387,-8.9e-05,-0.000825,-0.450616
1388,-0.00015,5.6e-05,-0.432711
1389,-0.001139,-0.00015,-0.402695
1390,-0.001085,-8e-05,-0.369493
1391,-0.000285,-0.000158,-0.3432
1392,-0.000804,-0.000318,-0.321914
1393,-0.001098,-3.3e-05,-0.294502
1394,-0.00059,0.000506,-0.273005
1395,-0.0005,0.000713,-0.258301
1396,-0.000836,0.000737,-0.250115
1397,-0.001072,-5.8e-05,-0.257214
1398,-0.000836,-0.000494,-0.271237
1399,-0.000851,0.000479,-0.286022
1400,-0.00104,0.000436,-0.297854
1401,-0.001622,0.000409,-0.297673
1402,-0.00192,0.000761,-0.28452
1403,-0.001171,0.001231,-0.268956
1404,-0.001176,0.001357,-0.265135
1405,-0.000567,0.000561,-0.272612
1406,-1.8e-05,0.000289,-0.286203
1407,-0.001174,0.000564,-0.313446
1408,-0.001902,0.000361,-0.342592
1409,-0.001118,5.2e-05,-0.35986
1410,-2e-05,0.000595,-0.375399
1411,-0.000192,9e-06,-0.389648
1412,-0.000318,-0.001076,-0.394846
1413,-0.001086,-0.000359,-0.383728
1414,-0.000909,-0.000311,-0.371416
1415,0.000365,0.0001,-0.371221
1416,0.000524,0.000184,-0.36908
1417,0.000336,-0.00066,-0.366284
1418,6.7e-05,0.00029,-0.369058
1419,-0.000556,0.000798,-0.371085
1420,-0.000778,0.000855,-0.375781
1421,-0.001045,0.000587,-0.386189
1422,-0.000853,-0.000954,-0.400496
1423,-0.001239,-0.001259,-0.41547
1424,-0.001298,0.00054,-0.430256
