,xGyr,yGyr,zGyr
75,0.000466,0.000281,-0.000245
76,-0.000207,0.000239,-3.8e-05
77,-0.000194,-0.000223,-2.5e-05
78,0.000689,-0.000513,-0.00021
79,-0.000303,-0.000965,-0.000226
80,-0.000216,-0.000966,0.000331
81,0.000988,-0.00099,-0.000484
82,0.000802,-0.00075,-0.001559
83,-0.000421,-0.000988,-0.001103
84,-0.000535,-0.0003,-0.000805
85,0.000114,0.000943,-0.001087
86,-0.000129,0.000834,-0.000388
87,-0.000838,0.000992,0.000256
88,-0.000105,0.000108,-0.000401
89,0.000812,-0.000235,9.4e-05
90,0.0006,0.000485,0.000829
91,-3.5e-05,3.4e-05,0.000638
92,-0.000811,-0.000251,0.000144
93,-0.00044,0.000227,-0.000939
94,-5.1e-05,0.000678,0.000227
95,0.000163,0.000292,0.001436
96,-0.000156,-3.8e-05,0.000811
97,-0.000693,-9.1e-05,0.000365
98,-0.000266,0.000665,-0.000634
99,0.000126,0.000348,-0.001067
100,-0.000845,-0.000647,-0.00023
101,-0.000534,0.000107,0.000221
102,0.000364,-0.000167,-0.000885
103,-0.000102,-0.000313,-0.001012
104,-7.5e-05,0.000649,0.000693
105,-4.7e-05,0.000572,0.00062
106,0.000144,0.000421,-0.000159
107,0.000978,0.000671,-8.4e-05
108,0.001351,-0.000302,-0.000154
109,0.000147,0.000375,-0.000557
110,-0.00041,0.001718,-0.000222
111,-0.000553,0.000803,0.000227
112,-0.000224,0.000163,-0.000382
113,0.000359,-0.000158,-0.000139
114,0.000585,-0.00078,-6.6e-05
115,0.001201,-0.001259,0.000563
116,0.000272,-0.000996,0.001337
117,-0.000493,-0.000423,0.000402
118,0.000502,0.000533,-0.00054
119,0.000204,0.000495,-0.00096
120,-0.000543,-0.000408,0.000526
121,0.000534,0.00037,0.000885
122,2.4e-05,0.001418,-0.00065
123,-0.000599,0.001247,-0.000869
124,4.4e-05,0.000534,-0.001147
125,0.000166,-3.6e-05,-0.000829
126,0.000137,-0.000632,-3.1e-05
127,0.000235,-0.000805,0.000487
128,-5e-05,-0.000303,2.5e-05
129,0.000828,-0.000621,-0.000681
130,0.000439,-0.000305,-0.000128
131,-0.001061,0.000719,-0.000289
132,-0.000609,0.000111,-0.000275
133,0.000383,-0.001065,0.000266
134,0.000785,-0.000493,0.000237
135,0.000378,0.000608,0.000572
136,-0.000205,0.001037,0.000599
137,-0.000301,0.001987,-5.6e-05
138,8.9e-05,0.000798,-0.000237
139,0.000486,-0.000804,0.000192
140,4e-06,-0.000104,0.000208
141,-0.000425,0.000468,0.000136
142,-0.000109,0.000975,0.000846
143,-0.000182,9.3e-05,0.000784
144,0.000473,-0.001337,0.000205
145,0.000424,-0.000602,0.000798
146,2.7e-05,-0.000336,0.000834
147,5e-05,-0.000411,0.000384
148,0.000351,0.000294,0.000101
149,2e-05,0.00072,-0.000906
150,-0.001445,0.000306,-0.000541
151,-0.001331,4.2e-05,-7.7e-05
152,-0.000147,0.000494,-0.00069
153,-7.4e-05,8.3e-05,-0.000904
154,0.000211,0.000388,-0.000441
155,0.000233,0.000319,0.000197
156,-7.2e-05,-0.000413,0.000265
157,0.000307,0.000163,-0.000441
158,-0.000173,0.000425,-0.000293
159,-0.000441,0.000145,-0.000317
160,-0.000316,-0.000223,-0.000271
161,-0.000728,-6.3e-05,0.000902
162,-0.000696,0.000417,0.00057
163,-0.000122,-0.00038,-0.000357
164,3.5e-05,-0.00066,-0.000653
165,-0.000238,0.001114,-0.000802
166,-0.000363,0.001319,-0.000622
167,-0.000493,0.000445,5.4e-05
168,-0.001036,-0.000273,0.000719
169,-0.001075,-0.000631,0.000681
170,-0.000547,0.000174,7.7e-05
171,-0.000237,0.000158,0.000725
172,-0.000162,-0.000122,0.000522
173,-0.000125,-0.000103,-0.000705
174,-0.00012,0.000373,-0.000358
175,0.000451,-7.7e-05,-0.000245
176,0.000818,-0.000272,-0.000688
177,-6.4e-05,0.000679,-0.000339
178,-0.00068,-0.000288,0.00029
179,0.000237,-4.9e-05,0.000448
180,-0.000418,0.000495,-0.000139
181,-0.001069,0.000546,-0.000209
182,-0.00014,0.000587,-0.000103
183,0.000404,8.6e-05,0.000103
184,0.000231,0.000283,8.1e-05
185,-0.000633,-0.000286,-0.000321
186,-0.000713,-0.00023,0.00049
187,-0.000606,0.000826,0.000636
188,0.000128,0.000637,0.000266
189,0.000643,-0.000312,0.000217
190,0.00099,0.000377,-0.000556
191,0.000532,0.000732,-0.000216
192,7e-06,0.000347,9.3e-05
193,0.000344,0.000559,-0.000376
194,0.000318,0.00073,0.000492
195,0.000258,0.000335,3.6e-05
196,-0.00045,0.000256,-0.000367
197,-0.000686,-0.000355,-0.000205
198,-0.001047,-6.1e-05,-0.000689
199,-0.001161,0.000944,-0.000257
200,-4.1e-05,-0.000171,0.000576
201,0.000436,-0.00144,0.000792
202,0.000766,-0.001096,0.00076
203,0.000648,-0.000555,0.000696
204,-0.00038,-0.000701,0.000976
205,-0.000751,-0.000277,0.000889
206,-0.000241,0.000717,0.000232
207,-0.00072,0.000559,7.6e-05
208,-0.001078,-0.000129,0.000214
209,-3e-05,4.4e-05,0.000416
210,-0.000577,5.8e-05,5.1e-05
211,-0.000946,-0.0003,-0.000717
212,0.000226,-0.000408,-0.000202
213,0.00019,-0.000158,0.000889
214,-0.000217,-0.000594,0.000241
215,0.000592,1.4e-05,0.000418
216,0.000312,0.000493,0.000104
217,-0.000708,0.000535,-0.000999
218,-0.000526,0.001462,-0.001213
219,0.000556,0.000535,-0.000404
220,0.001297,9.4e-05,0.000691
221,0.000954,0.000202,-0.000142
222,0.000385,-0.000274,-0.000322
223,-0.000722,-0.000406,1.1e-05
224,-0.000832,-0.000553,-6.9e-05
225,-6.3e-05,4.1e-05,2.7e-05
226,-0.000247,0.000556,0.000682
227,-0.000327,-0.000336,0.001695
228,-0.000208,-0.000782,0.000975
229,-0.000409,-0.000697,-9.3e-05
230,0.000306,-0.000508,-0.000265
231,-5.7e-05,-0.000576,0.00017
232,-0.00055,-3.9e-05,0.001102
233,-0.000106,0.000877,0.000865
234,4.8e-05,0.000568,-0.000215
235,-0.000176,-0.00032,-0.000435
236,-6.1e-05,-0.00132,0.000159
237,0.00059,-0.001573,-4.1e-05
238,-0.000142,-0.001226,-0.000129
239,-0.000983,4e-05,-0.00032
240,-0.000674,0.00104,-0.000656
241,-0.000504,0.000955,0.000168
242,-0.001112,-5.6e-05,-0.000565
243,-0.000785,-0.000669,-0.000522
244,-0.000143,-0.000158,0.000879
245,-9.7e-05,9.5e-05,0.000282
246,-0.000232,0.000401,7.4e-05
247,-0.000285,0.000705,7e-06
248,1.9e-05,3e-06,0.000187
249,0.000148,0.000329,0.000948
250,-1.6e-05,0.000492,0.000245
251,-0.00027,-0.000721,-0.00073
252,0.000205,-0.000739,0.00021
253,0.000566,0.000396,0.00126
254,-0.000226,-0.00038,0.000602
255,-0.000226,-0.001085,0.000732
256,-0.000258,0.000255,4.4e-05
257,-0.000567,0.000562,-0.000295
258,0.000319,5.7e-05,-6.8e-05
259,0.000645,0.000908,-0.00071
260,0.000483,0.000535,0.000102
261,-0.000102,-0.000855,0.000161
262,-0.000384,0.000101,-0.000339
263,-0.000266,0.000129,-0.000594
264,-0.000221,-0.000711,1.5e-05
265,0.000134,-0.000119,0.000757
266,0.000561,0.000506,6e-06
267,0.000121,0.000648,-0.000185
268,-0.000543,-0.000162,0.000715
269,-0.000423,-0.000817,0.000909
270,0.000567,0.000271,-1.6e-05
271,0.000964,0.000507,-0.000221
272,0.001009,0.000297,-0.000252
273,0.001286,0.000402,-0.000348
274,0.000633,0.000323,-0.000593
275,-2.2e-05,0.00031,-0.000211
276,-0.000273,0.000508,-3.4e-05
277,0.000102,0.000689,0.00044
278,0.000626,9.3e-05,0.000938
279,0.000136,0.000489,0.000814
280,-0.000716,0.000701,0.000532
281,-0.000235,0.000785,-0.000169
282,0.000292,0.00073,0.00073
283,0.000699,0.000396,0.001591
284,0.001127,0.000105,0.001879
285,0.000676,0.000213,0.001698
286,0.000299,3.3e-05,0.003299
287,0.000768,0.000245,0.009619
288,0.000328,0.001808,0.132829
289,-8.8e-05,0.001663,0.396003
290,-0.000607,0.00094,0.409949
291,-0.001066,0.000688,0.197264
292,-0.000559,0.000554,0.119081
293,-0.000551,3.8e-05,0.138998
294,-0.00076,-0.0004,0.153134
295,-0.000336,0.001016,0.143304
296,-0.000424,0.00158,0.121497
297,-0.000259,0.000157,0.09463
298,7.9e-05,-0.000566,0.074084
299,0.000542,-0.000658,0.06348
300,0.000962,0.000207,0.058139
301,0.000547,0.000611,0.051446
302,-0.000201,0.001052,0.041497
303,-0.000464,0.000953,0.031373
304,-0.000259,0.000864,0.021318
305,-0.000518,0.001124,0.013813
306,-0.000393,0.000913,0.008865
307,0.000697,0.001475,0.00495
308,0.001826,0.001352,0.002337
309,0.001098,0.001619,2.5e-05
310,0.000243,0.001583,-0.000644
311,0.000133,0.001392,-0.000929
312,0.000142,0.002284,-0.0005
313,0.000563,0.002388,0.000478
314,0.000223,0.002829,0.000396
315,-0.000348,0.004007,0.000162
316,0.000561,0.005264,0.000366
317,0.000866,0.007977,-0.000224
318,-9.5e-05,0.010154,-0.000992
319,-2.4e-05,0.011567,-0.000607
320,3.9e-05,0.012947,-0.000679
321,0.000278,0.014587,1e-06
322,0.000537,0.016375,0.000417
323,0.000301,0.018868,-0.000523
324,0.0006,0.021767,-0.000711
325,6.8e-05,0.023053,-0.000734
326,-0.000402,0.024587,-0.000556
327,0.000136,0.026652,-0.000406
328,0.000254,0.028876,-0.001233
329,-2.6e-05,0.03157,-0.001608
330,-0.000454,0.03552,-0.001254
331,-0.000261,0.040411,-0.001117
332,0.001423,0.043788,-0.002167
333,0.002022,0.047775,-0.002453
334,0.000566,0.052958,-0.001676
335,-1.4e-05,0.056847,-0.001766
336,0.000571,0.059773,-0.001767
337,0.000801,0.062312,-0.001723
338,0.000295,0.063588,-0.001492
339,0.000669,0.063992,-0.001786
340,0.001032,0.063851,-0.001501
341,-2.6e-05,0.063804,-0.001831
342,-0.000136,0.062468,-0.002922
343,0.000299,0.060695,-0.003052
344,0.000109,0.060422,-0.004183
345,-0.000245,0.058921,-0.006498
346,-6.2e-05,0.058495,-0.012666
347,-5.4e-05,0.060137,-0.026348
348,-0.000686,0.060839,-0.042099
349,-0.001469,0.06077,-0.042566
350,-0.00091,0.058692,-0.027241
351,-0.00044,0.054889,-0.014934
352,-0.000435,0.050955,-0.010915
353,-0.000339,0.047543,-0.011205
354,-0.000595,0.046158,-0.01236
355,-3.6e-05,0.047768,-0.014357
356,0.000592,0.055708,-0.017747
357,0.00091,0.073789,-0.021983
358,0.000632,0.094136,-0.027992
359,-6.1e-05,0.105728,-0.028329
360,-0.000828,0.108264,-0.023737
361,-0.001067,0.10554,-0.024503
362,-0.000504,0.099204,-0.025077
363,0.000214,0.090191,-0.018509
364,0.000535,0.081416,-0.007941
365,-3.8e-05,0.078541,-0.001842
366,-0.000849,0.080712,-0.004377
367,-0.001179,0.079008,-0.009076
368,-0.000794,0.073978,-0.009311
369,-0.000347,0.06883,-0.005738
370,0.000104,0.063644,-0.002949
371,0.000567,0.059331,0.000375
372,0.000514,0.056681,0.004829
373,-0.000381,0.055029,0.007539
374,-0.001337,0.053206,0.007624
375,-0.000771,0.051695,0.005575
376,-0.000115,0.051822,0.003146
377,-7e-05,0.054269,0.000918
378,-8.5e-05,0.060389,-0.002617
379,-0.000511,0.068228,-0.005664
380,-0.001109,0.074693,-0.00238
381,-0.000447,0.078592,0.005767
382,4.6e-05,0.078443,0.012766
383,-0.000301,0.078204,0.017763
384,-0.00036,0.078419,0.018813
385,-2.4e-05,0.075777,0.014784
386,-0.000351,0.074151,0.00733
387,-0.000641,0.079036,-0.001187
388,-3e-06,0.089866,-0.007221
389,-0.000494,0.100671,-0.009142
390,-0.000797,0.105833,-0.006608
391,-0.0002,0.1059,-0.003262
392,-0.000761,0.104542,-0.002993
393,-0.001127,0.104234,-0.004732
394,0.0002,0.109439,-0.009951
395,0.000539,0.120591,-0.016685
396,0.000235,0.132504,-0.0204
397,-0.000309,0.143384,-0.021121
398,-0.00087,0.151781,-0.019788
399,-0.000899,0.155696,-0.018662
400,-0.000358,0.155842,-0.018671
401,-0.000978,0.153385,-0.017086
402,-0.001266,0.149473,-0.01451
403,-0.000488,0.145712,-0.013105
404,-0.000631,0.143477,-0.010606
405,-0.000852,0.142243,-0.006347
406,-0.000439,0.141928,-0.002904
407,0.000232,0.14261,-0.001128
408,0.000307,0.141791,0.002556
409,0.000268,0.141653,0.007695
410,-0.000816,0.145153,0.016162
411,-0.001399,0.147565,0.023618
412,-0.000556,0.147591,0.021449
413,-0.000636,0.153387,0.017809
414,-2.4e-05,0.161983,0.015923
415,0.000633,0.166507,0.012943
416,-0.000115,0.167565,0.012209
417,4.5e-05,0.16553,0.014475
418,0.000114,0.161115,0.017269
419,-0.000125,0.155033,0.019133
420,6.8e-05,0.148732,0.019526
421,0.000678,0.145467,0.019122
422,-0.000625,0.14609,0.018745
423,-0.001513,0.149978,0.015974
424,-0.001283,0.159384,0.010008
425,-0.001273,0.17298,0.005016
426,-0.000646,0.187754,0.003254
427,-0.000536,0.200202,0.004724
428,0.000623,0.207187,0.009437
429,0.001045,0.210789,0.011916
430,0.000679,0.21355,0.010981
431,0.001343,0.214717,0.007129
432,0.001262,0.215008,0.002886
433,0.000544,0.214974,0.001416
434,0.000681,0.21459,0.000815
435,0.000752,0.214496,0.001163
436,-0.000156,0.215449,0.001416
437,-0.000244,0.216158,0.002788
438,0.000636,0.216774,0.007264
439,0.001464,0.220952,0.012166
440,0.001556,0.226275,0.015406
441,0.001276,0.231807,0.015572
442,0.001033,0.237833,0.011302
443,0.000728,0.242505,0.004582
444,0.000597,0.245486,-0.000546
445,0.000461,0.245099,-0.003808
446,0.000986,0.242698,-0.005742
447,0.001278,0.238948,-0.005119
448,0.000643,0.233138,-0.005474
449,0.000613,0.227864,-0.005174
450,-4.5e-05,0.225706,-0.004226
451,-0.001183,0.226893,-0.008248
452,-0.001608,0.231616,-0.015346
453,-0.001134,0.24062,-0.021355
454,-0.000333,0.251635,-0.026465
455,-0.00132,0.262138,-0.029047
456,-0.001781,0.270616,-0.030303
457,-0.001452,0.279943,-0.032299
458,-0.001365,0.290687,-0.033772
459,-0.00084,0.303329,-0.041657
460,0.000796,0.321436,-0.055894
461,0.002383,0.339821,-0.06184
462,0.002095,0.356796,-0.058752
463,0.002282,0.370975,-0.056155
464,0.003388,0.383725,-0.054962
465,0.003607,0.397171,-0.053956
466,0.005162,0.4084,-0.052445
467,0.008928,0.421778,-0.050161
468,0.011619,0.441825,-0.051242
469,0.01321,0.461824,-0.055334
470,0.015288,0.478633,-0.05557
471,0.01724,0.490816,-0.05211
472,0.018268,0.497696,-0.040379
473,0.016971,0.499323,-0.026037
474,0.01119,0.492325,-0.019007
475,0.002757,0.483928,-0.009384
476,-0.002124,0.473845,0.001849
477,-0.003162,0.458196,0.007727
478,-0.003383,0.444152,0.009106
479,-0.003281,0.433739,0.00536
480,-0.003294,0.423039,-5.1e-05
481,-0.003091,0.411841,-0.004025
482,-0.002726,0.399001,-0.006755
483,-0.002267,0.383226,-0.006954
484,-0.000975,0.368473,-0.008038
485,0.000203,0.356892,-0.011322
486,-0.000125,0.346711,-0.013864
487,0.000285,0.335887,-0.015205
488,0.001281,0.324431,-0.016275
489,0.001261,0.3151,-0.0155
490,0.001549,0.307241,-0.013554
491,0.001531,0.300286,-0.012042
492,0.001139,0.295361,-0.011038
493,0.001142,0.291181,-0.010982
494,0.001659,0.284289,-0.011836
495,0.001283,0.275857,-0.015266
496,0.000744,0.26758,-0.017797
497,-9.3e-05,0.257653,-0.017694
498,-0.002171,0.247522,-0.01643
499,-0.002401,0.236335,-0.012318
500,-0.000831,0.219414,-0.006318
501,-0.000498,0.197044,-0.000971
502,-0.001421,0.176952,0.003097
503,-0.001244,0.16191,0.005665
504,-0.000933,0.149764,0.005787
505,-0.001868,0.139476,0.003588
506,-0.00151,0.130907,0.000967
507,-0.000511,0.126441,-0.00092
508,-0.001063,0.124669,-0.001345
509,-0.001226,0.122186,-0.000367
510,-0.000851,0.11949,0.002283
511,-0.001107,0.117866,0.006177
512,-0.001468,0.117611,0.007033
513,-0.001537,0.118428,0.004621
514,-0.0016,0.123167,0.00131
515,-0.001536,0.132346,-0.00098
516,-0.001976,0.141687,-0.000628
517,-0.002117,0.149126,0.002523
518,-0.003026,0.151751,0.008464
519,-0.004313,0.151468,0.013218
520,-0.006484,0.150873,0.017186
521,-0.024533,0.145509,0.022595
522,-0.059522,0.140488,0.025466
523,-0.071651,0.147062,0.024573
524,-0.054934,0.158234,0.025872
525,-0.044911,0.163994,0.033346
526,-0.051456,0.163477,0.041667
527,-0.062209,0.159744,0.041796
528,-0.062267,0.162169,0.034966
529,-0.060731,0.169371,0.034302
530,-0.064132,0.174144,0.041173
531,-0.06673,0.178427,0.045709
532,-0.070485,0.180839,0.04685
533,-0.070162,0.179166,0.044798
534,-0.074478,0.173514,0.04118
535,-0.088388,0.168073,0.038385
536,-0.091806,0.170238,0.035843
537,-0.077921,0.177407,0.032627
538,-0.058005,0.184822,0.027968
539,-0.058701,0.181862,0.023707
540,-0.071393,0.171706,0.017822
541,-0.068231,0.16509,0.012672
542,-0.058283,0.159461,0.012491
543,-0.050851,0.153565,0.016247
544,-0.045302,0.145891,0.022753
545,-0.040705,0.137313,0.027447
546,-0.038297,0.129431,0.02959
547,-0.035764,0.122565,0.029911
548,-0.032229,0.117748,0.026748
549,-0.030602,0.116736,0.024008
550,-0.032399,0.119214,0.023748
551,-0.036923,0.125533,0.022792
552,-0.044884,0.136231,0.019682
553,-0.055956,0.150311,0.016761
554,-0.06907,0.166757,0.016036
555,-0.086199,0.183928,0.014917
556,-0.104294,0.202252,0.013453
557,-0.121059,0.219755,0.015579
558,-0.137382,0.23433,0.01882
559,-0.151517,0.245066,0.021916
560,-0.162252,0.252749,0.024237
561,-0.170311,0.260938,0.025008
562,-0.176292,0.267071,0.027116
563,-0.178424,0.27078,0.030335
564,-0.178815,0.27269,0.032473
565,-0.179903,0.269993,0.03474
566,-0.180168,0.263045,0.038678
567,-0.177288,0.253491,0.041738
568,-0.170526,0.242548,0.044492
569,-0.162082,0.232774,0.04704
570,-0.154423,0.226405,0.047839
571,-0.150382,0.221483,0.047108
572,-0.148796,0.219267,0.045255
573,-0.148254,0.219678,0.042174
574,-0.148273,0.220037,0.037849
575,-0.150361,0.222299,0.034518
576,-0.155119,0.227724,0.031058
577,-0.158774,0.23421,0.02905
578,-0.164876,0.242324,0.035414
579,-0.178073,0.25181,0.044382
580,-0.194033,0.263834,0.047404
581,-0.207926,0.279821,0.046027
582,-0.217853,0.294798,0.04169
583,-0.226474,0.307944,0.036211
584,-0.235286,0.319718,0.03342
585,-0.23977,0.330619,0.034055
586,-0.237506,0.342731,0.038487
587,-0.239384,0.347006,0.045738
588,-0.247573,0.343449,0.050165
589,-0.251074,0.344233,0.052731
590,-0.249222,0.341868,0.055201
591,-0.245167,0.332702,0.057951
592,-0.238901,0.320226,0.060374
593,-0.231513,0.308225,0.062001
594,-0.223827,0.299627,0.062901
595,-0.215891,0.290048,0.059623
596,-0.20782,0.27864,0.050638
597,-0.199673,0.268117,0.039994
598,-0.191053,0.258896,0.030851
599,-0.181666,0.24678,0.02407
600,-0.170414,0.231478,0.016708
601,-0.158443,0.21506,0.007075
602,-0.147282,0.20122,0.000856
603,-0.136532,0.190754,-0.001263
604,-0.128333,0.180665,-0.000676
605,-0.121483,0.173663,9e-05
606,-0.115716,0.170504,0.002052
607,-0.110912,0.167919,0.006165
608,-0.107915,0.168807,0.010273
609,-0.108583,0.171284,0.014413
610,-0.113787,0.173876,0.017191
611,-0.122104,0.181651,0.016715
612,-0.131075,0.191532,0.015073
613,-0.141462,0.203953,0.014625
614,-0.153731,0.219807,0.015244
615,-0.167508,0.234973,0.016891
616,-0.183467,0.251775,0.018743
617,-0.200463,0.268098,0.022411
618,-0.215618,0.283023,0.025027
619,-0.228423,0.299234,0.025553
620,-0.239467,0.312489,0.026558
621,-0.249031,0.321409,0.027193
622,-0.256269,0.327507,0.027531
623,-0.259554,0.328829,0.025817
624,-0.259228,0.327147,0.023785
625,-0.255803,0.321451,0.02248
626,-0.250491,0.313931,0.019646
627,-0.246543,0.309822,0.014827
628,-0.246265,0.307943,0.008323
629,-0.248118,0.309088,0.002478
630,-0.248994,0.311591,-0.004219
631,-0.249143,0.310932,-0.014381
632,-0.247465,0.307194,-0.022074
633,-0.239931,0.298613,-0.024003
634,-0.225745,0.28491,-0.021209
635,-0.209799,0.269187,-0.012968
636,-0.196474,0.25281,-0.001549
637,-0.18867,0.242267,0.005738
638,-0.185723,0.239234,0.007891
639,-0.187308,0.242684,0.006621
640,-0.195639,0.251486,0.003459
641,-0.205578,0.262405,0.002654
642,-0.215274,0.272837,0.004362
643,-0.224922,0.283697,0.0093
644,-0.23321,0.294066,0.015351
645,-0.240999,0.301622,0.019671
646,-0.25094,0.30638,0.022492
647,-0.258795,0.309879,0.022197
648,-0.261573,0.312896,0.019037
649,-0.26404,0.313526,0.016381
650,-0.263885,0.312814,0.018226
651,-0.262959,0.311369,0.024491
652,-0.262017,0.308351,0.031149
653,-0.258517,0.30404,0.038304
654,-0.253728,0.298484,0.045107
655,-0.248939,0.2931,0.048808
656,-0.24342,0.288233,0.049518
657,-0.235873,0.281151,0.046108
658,-0.227729,0.273425,0.040983
659,-0.219829,0.264955,0.037335
660,-0.209664,0.253655,0.032385
661,-0.198188,0.242269,0.025595
662,-0.187394,0.231233,0.020944
663,-0.175738,0.220217,0.020592
664,-0.165638,0.210155,0.020427
665,-0.156933,0.200562,0.020306
666,-0.149752,0.192309,0.019746
667,-0.144442,0.188248,0.015331
668,-0.143143,0.189591,0.011167
669,-0.146804,0.193516,0.008911
670,-0.153368,0.200439,0.007095
671,-0.162019,0.208469,0.004866
672,-0.170886,0.217092,0.001759
673,-0.178579,0.22596,0.000548
674,-0.183354,0.232061,0.00059
675,-0.185277,0.237795,-2.6e-05
676,-0.185849,0.241984,0.001466
677,-0.186788,0.244047,0.002056
678,-0.188329,0.247465,-0.002012
679,-0.190201,0.250841,-0.005876
680,-0.192141,0.253111,-0.00788
681,-0.193889,0.256025,-0.00845
682,-0.192798,0.258518,-0.010096
683,-0.191348,0.25765,-0.012354
684,-0.189807,0.255606,-0.010824
685,-0.185511,0.253175,-0.011488
686,-0.181675,0.2511,-0.016151
687,-0.179438,0.25044,-0.020071
688,-0.175929,0.248369,-0.025426
689,-0.171392,0.245227,-0.032007
690,-0.166816,0.240628,-0.035505
691,-0.159328,0.236071,-0.035662
692,-0.149604,0.230143,-0.032897
693,-0.137604,0.220776,-0.03061
694,-0.124007,0.210526,-0.03222
695,-0.114153,0.202103,-0.035093
696,-0.107952,0.196224,-0.035552
697,-0.101808,0.189947,-0.034094
698,-0.096968,0.184741,-0.032574
699,-0.094738,0.183055,-0.030995
700,-0.095457,0.183792,-0.029503
701,-0.098014,0.18706,-0.029233
702,-0.101214,0.189907,-0.029609
703,-0.104047,0.193108,-0.029109
704,-0.106572,0.195938,-0.029228
705,-0.108171,0.194296,-0.028882
706,-0.106441,0.189337,-0.029494
707,-0.10219,0.183039,-0.030154
708,-0.096884,0.176565,-0.029192
709,-0.093724,0.168628,-0.030228
710,-0.090685,0.159878,-0.033222
711,-0.085381,0.154065,-0.036467
712,-0.079394,0.148227,-0.037047
713,-0.071457,0.139637,-0.034863
714,-0.062356,0.130932,-0.032291
715,-0.052765,0.122946,-0.030259
716,-0.04309,0.116854,-0.029359
717,-0.034551,0.111531,-0.030383
718,-0.026305,0.105551,-0.033375
719,-0.018103,0.098709,-0.035862
720,-0.010737,0.092358,-0.038188
721,-0.003727,0.086642,-0.038605
722,0.00174,0.081237,-0.037561
723,0.005208,0.07671,-0.037753
724,0.007388,0.074386,-0.038668
725,0.006124,0.073266,-0.040049
726,0.005172,0.072632,-0.040945
727,0.004754,0.073773,-0.040831
728,0.001894,0.073925,-0.038952
729,-0.0015,0.073632,-0.035456
730,-0.002615,0.074285,-0.032006
731,-0.001342,0.074616,-0.028671
732,-0.001823,0.075236,-0.025134
733,-0.004127,0.074631,-0.022307
734,-0.005956,0.073365,-0.019263
735,-0.007315,0.071992,-0.016759
736,-0.010218,0.071423,-0.013154
737,-0.01364,0.072317,-0.008529
738,-0.015302,0.071217,-0.003453
739,-0.013435,0.069293,0.002457
740,-0.00821,0.06782,0.00623
741,-0.002731,0.063308,0.01136
742,0.001383,0.057606,0.016658
743,0.004429,0.053711,0.017191
744,0.007836,0.049177,0.013515
745,0.012159,0.045559,0.007629
746,0.014567,0.042819,0.003094
747,0.016158,0.040295,0.001001
748,0.016435,0.039208,0.002261
