TimeStartup,TimeGps,TimeSyncIn,Yaw,Pitch,Roll,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,UncompAccX,UncompAccY,UncompAccZ,UncompGyroX,UncompGyroY,UncompGyroZ,MagX,MagY,MagZ,Temperature,Pressure
270415007000,270415007000,270415007000,-144.263,-000.102,+000.197,+00.000270,-00.000101,+00.000010,-00.0529,-00.0505,-09.7655,-00.0529,-00.0505,-09.7655,+00.000286,+00.000001,-00.001158,-0.544,+0.806,+1.242,+036.49,+100.08
270417507000,270417507000,270417507000,-144.264,-000.102,+000.198,+00.000408,+00.000234,+00.000447,-00.0103,-00.0439,-09.7526,-00.0103,-00.0439,-09.7526,+00.000424,+00.000337,-00.000721,-0.535,+0.809,+1.240,+036.49,+100.09
270420008000,270420008000,270420008000,-144.264,-000.102,+000.198,+00.000483,-00.000364,-00.000669,+00.0145,-00.0257,-09.7478,+00.0145,-00.0257,-09.7478,+00.000499,-00.000261,-00.001836,-0.538,+0.811,+1.241,+036.49,+100.09
270422507000,270422507000,270422507000,-144.263,-000.102,+000.198,+00.000480,-00.000111,+00.000110,-00.0319,-00.0481,-09.7279,-00.0319,-00.0481,-09.7279,+00.000496,-00.000008,-00.001057,-0.538,+0.811,+1.241,+036.49,+100.08
270425007000,270425007000,270425007000,-144.262,-000.102,+000.198,+00.000526,+00.000177,+00.001640,-00.0027,-00.0544,-09.7098,-00.0027,-00.0544,-09.7098,+00.000543,+00.000280,+00.000473,-0.548,+0.810,+1.241,+036.49,+100.08
270427507000,270427507000,270427507000,-144.262,-000.102,+000.198,+00.000301,+00.000841,-00.000091,-00.0138,-00.0331,-09.7579,-00.0138,-00.0331,-09.7579,+00.000318,+00.000944,-00.001258,-0.548,+0.810,+1.241,+036.49,+100.08
270430007000,270430007000,270430007000,-144.262,-000.102,+000.198,-00.000110,+00.000975,-00.000402,-00.0796,-00.0402,-09.7796,-00.0796,-00.0402,-09.7796,-00.000094,+00.001077,-00.001570,-0.546,+0.809,+1.241,+036.49,+100.08
270432507000,270432507000,270432507000,-144.262,-000.102,+000.198,+00.000091,+00.000510,+00.001002,-00.0121,-00.0473,-09.7607,-00.0121,-00.0473,-09.7607,+00.000107,+00.000613,-00.000166,-0.537,+0.806,+1.244,+036.49,+100.09
270435007000,270435007000,270435007000,-144.262,-000.102,+000.198,-00.000105,+00.000064,+00.000645,+00.0183,-00.0316,-09.7682,+00.0183,-00.0316,-09.7682,-00.000089,+00.000166,-00.000523,-0.537,+0.806,+1.244,+036.49,+100.09
270437507000,270437507000,270437507000,-144.262,-000.102,+000.198,+00.000176,-00.000825,+00.000523,-00.0461,-00.0579,-09.7932,-00.0461,-00.0579,-09.7932,+00.000193,-00.000722,-00.000645,-0.538,+0.811,+1.244,+036.49,+100.08
270440007000,270440007000,270440007000,-144.262,-000.102,+000.198,+00.000633,-00.000681,-00.000241,+00.0052,-00.0609,-09.7927,+00.0052,-00.0609,-09.7927,+00.000649,-00.000578,-00.001409,-0.538,+0.811,+1.244,+036.49,+100.08
270442507000,270442507000,270442507000,-144.261,-000.102,+000.198,+00.000577,+00.000126,-00.000774,+00.0237,-00.0243,-09.7817,+00.0237,-00.0243,-09.7817,+00.000594,+00.000229,-00.001942,-0.544,+0.811,+1.243,+036.49,+100.08
270445007000,270445007000,270445007000,-144.261,-000.102,+000.198,+00.000311,+00.000521,-00.000117,-00.0450,-00.0229,-09.7957,-00.0450,-00.0229,-09.7957,+00.000328,+00.000623,-00.001285,-0.545,+0.809,+1.243,+036.49,+100.08
270447507000,270447507000,270447507000,-144.260,-000.102,+000.198,+00.000112,+00.000401,+00.000074,+00.0052,-00.0128,-09.7949,+00.0052,-00.0128,-09.7949,+00.000128,+00.000504,-00.001094,-0.545,+0.809,+1.243,+036.49,+100.09
270450007000,270450007000,270450007000,-144.260,-000.102,+000.198,+00.000095,-00.000804,+00.000044,+00.0008,-00.0185,-09.7993,+00.0008,-00.0185,-09.7993,+00.000112,-00.000701,-00.001124,-0.547,+0.811,+1.241,+036.49,+100.09
270452507000,270452507000,270452507000,-144.261,-000.102,+000.198,-00.000509,-00.000456,-00.000706,-00.0590,-00.0438,-09.7914,-00.0590,-00.0438,-09.7914,-00.000492,-00.000353,-00.001874,-0.547,+0.811,+1.241,+036.49,+100.08
270455007000,270455007000,270455007000,-144.261,-000.102,+000.198,-00.000916,+00.000179,-00.000473,+00.0123,-00.0261,-09.7659,+00.0123,-00.0261,-09.7659,-00.000900,+00.000282,-00.001641,-0.539,+0.810,+1.246,+036.49,+100.08
270457507000,270457507000,270457507000,-144.262,-000.102,+000.198,-00.000322,-00.000151,-00.000495,+00.0103,-00.0208,-09.7548,+00.0103,-00.0208,-09.7548,-00.000306,-00.000048,-00.001663,-0.539,+0.810,+1.245,+036.49,+100.08
270460007000,270460007000,270460007000,-144.261,-000.102,+000.198,+00.000795,+00.000167,-00.000109,-00.0366,-00.0553,-09.7757,-00.0366,-00.0553,-09.7757,+00.000812,+00.000270,-00.001277,-0.539,+0.810,+1.245,+036.49,+100.08
270462507000,270462507000,270462507000,-144.261,-000.102,+000.198,+00.001064,-00.000098,+00.000326,+00.0074,-00.0642,-09.7884,+00.0074,-00.0642,-09.7884,+00.001081,+00.000004,-00.000842,-0.546,+0.810,+1.241,+036.49,+100.08
270465007000,270465007000,270465007000,-144.261,-000.102,+000.198,+00.001227,-00.000364,+00.000522,-00.0289,-00.0620,-09.7704,-00.0289,-00.0620,-09.7704,+00.001243,-00.000262,-00.000646,-0.546,+0.810,+1.241,+036.49,+100.09
270467507000,270467507000,270467507000,-144.260,-000.102,+000.199,+00.001061,+00.000193,-00.000046,-00.0631,-00.0753,-09.7687,-00.0631,-00.0753,-09.7687,+00.001077,+00.000295,-00.001214,-0.550,+0.811,+1.244,+036.49,+100.08
270470007000,270470007000,270470007000,-144.260,-000.102,+000.199,-00.000288,+00.001143,-00.000065,+00.0071,-00.0443,-09.7604,+00.0071,-00.0443,-09.7604,-00.000271,+00.001246,-00.001234,-0.550,+0.811,+1.244,+036.49,+100.08
270472507000,270472507000,270472507000,-144.261,-000.101,+000.199,-00.000586,+00.000676,+00.000282,-00.0173,+00.0006,-09.7599,-00.0173,+00.0006,-09.7599,-00.000570,+00.000779,-00.000886,-0.544,+0.811,+1.243,+036.49,+100.09
270475007000,270475007000,270475007000,-144.261,-000.101,+000.199,+00.000421,+00.000296,-00.000543,-00.0391,-00.0064,-09.7799,-00.0391,-00.0064,-09.7799,+00.000437,+00.000399,-00.001711,-0.544,+0.809,+1.245,+036.49,+100.09
270477507000,270477507000,270477507000,-144.262,-000.101,+000.199,+00.000860,+00.001169,-00.000280,+00.0349,-00.0041,-09.7738,+00.0349,-00.0041,-09.7738,+00.000876,+00.001272,-00.001448,-0.544,+0.809,+1.245,+036.49,+100.08
270480007000,270480007000,270480007000,-144.262,-000.102,+000.199,+00.000585,-00.000209,+00.000105,-00.0057,-00.0125,-09.7720,-00.0057,-00.0125,-09.7720,+00.000601,-00.000106,-00.001063,-0.540,+0.810,+1.242,+036.49,+100.08
270482507000,270482507000,270482507000,-144.261,-000.102,+000.198,-00.000312,-00.001518,+00.000394,-00.0414,-00.0287,-09.7881,-00.0414,-00.0287,-09.7881,-00.000295,-00.001416,-00.000774,-0.540,+0.810,+1.242,+036.49,+100.08
270485007000,270485007000,270485007000,-144.261,-000.101,+000.198,-00.000711,-00.000183,+00.001069,+00.0300,-00.0261,-09.7786,+00.0300,-00.0261,-09.7786,-00.000694,-00.000081,-00.000099,-0.540,+0.810,+1.241,+036.49,+100.08
270487507000,270487507000,270487507000,-144.260,-000.101,+000.198,-00.000387,-00.000013,+00.001530,-00.0148,-00.0365,-09.7831,-00.0148,-00.0365,-09.7831,-00.000370,+00.000089,+00.000362,-0.545,+0.813,+1.236,+036.49,+100.08
270490007000,270490007000,270490007000,-144.260,-000.101,+000.198,-00.000108,-00.000523,+00.000784,-00.0513,-00.0498,-09.7817,-00.0513,-00.0498,-09.7817,-00.000091,-00.000420,-00.000384,-0.545,+0.813,+1.236,+036.49,+100.08
270492506000,270492506000,270492506000,-144.260,-000.102,+000.198,-00.000595,-00.000145,-00.000371,+00.0049,-00.0326,-09.7651,+00.0049,-00.0326,-09.7651,-00.000578,-00.000042,-00.001540,-0.540,+0.808,+1.242,+036.49,+100.08
270495007000,270495007000,270495007000,-144.260,-000.102,+000.198,-00.000816,-00.000095,-00.000622,-00.0442,-00.0311,-09.7480,-00.0442,-00.0311,-09.7480,-00.000800,+00.000008,-00.001790,-0.540,+0.808,+1.242,+036.49,+100.08
270497507000,270497507000,270497507000,-144.260,-000.102,+000.198,-00.000681,-00.000510,+00.000061,-00.0599,-00.0511,-09.7521,-00.0599,-00.0511,-09.7521,-00.000664,-00.000407,-00.001108,-0.538,+0.808,+1.241,+036.49,+100.08
270500007000,270500007000,270500007000,-144.260,-000.102,+000.198,-00.000202,-00.000182,+00.000624,+00.0232,-00.0275,-09.7902,+00.0232,-00.0275,-09.7902,-00.000186,-00.000079,-00.000545,-0.544,+0.810,+1.241,+036.49,+100.08
270502507000,270502507000,270502507000,-144.260,-000.102,+000.198,+00.000514,+00.000030,+00.000626,-00.0120,-00.0471,-09.7947,-00.0120,-00.0471,-09.7947,+00.000530,+00.000133,-00.000543,-0.544,+0.810,+1.241,+036.49,+100.07
270505007000,270505007000,270505007000,-144.260,-000.101,+000.198,+00.000071,+00.000139,+00.000059,-00.0434,-00.0602,-09.7681,-00.0434,-00.0602,-09.7681,+00.000088,+00.000242,-00.001109,-0.541,+0.806,+1.241,+036.49,+100.07
270507507000,270507507000,270507507000,-144.260,-000.102,+000.198,-00.000417,-00.000033,-00.000733,+00.0167,-00.0142,-09.7700,+00.0167,-00.0142,-09.7700,-00.000401,+00.000069,-00.001902,-0.541,+0.806,+1.241,+036.49,+100.09
270510007000,270510007000,270510007000,-144.260,-000.102,+000.198,+00.000060,-00.000459,+00.000339,-00.0226,-00.0347,-09.7918,-00.0226,-00.0347,-09.7918,+00.000077,-00.000356,-00.000829,-0.550,+0.812,+1.240,+036.49,+100.09
270512507000,270512507000,270512507000,-144.260,-000.102,+000.198,+00.000858,+00.000322,+00.000450,-00.0484,-00.0425,-09.7745,-00.0484,-00.0425,-09.7745,+00.000875,+00.000425,-00.000719,-0.544,+0.806,+1.240,+036.49,+100.08
270515007000,270515007000,270515007000,-144.261,-000.102,+000.198,+00.000633,+00.000058,-00.000428,+00.0080,-00.0044,-09.7570,+00.0080,-00.0044,-09.7570,+00.000649,+00.000161,-00.001597,-0.544,+0.806,+1.240,+036.49,+100.08
270517507000,270517507000,270517507000,-144.261,-000.102,+000.198,+00.000042,-00.000344,+00.000923,-00.0338,-00.0233,-09.7630,-00.0338,-00.0233,-09.7630,+00.000058,-00.000241,-00.000246,-0.537,+0.810,+1.244,+036.49,+100.08
270520007000,270520007000,270520007000,-144.261,-000.102,+000.198,-00.000067,+00.000055,+00.000631,-00.0606,-00.0368,-09.7662,-00.0606,-00.0368,-09.7662,-00.000051,+00.000158,-00.000537,-0.537,+0.810,+1.244,+036.49,+100.08
270522507000,270522507000,270522507000,-144.260,-000.102,+000.198,-00.000308,-00.000761,-00.000352,-00.0141,-00.0150,-09.7694,-00.0141,-00.0150,-09.7694,-00.000292,-00.000658,-00.001520,-0.548,+0.810,+1.240,+036.49,+100.10
270525007000,270525007000,270525007000,-144.260,-000.102,+000.198,-00.000697,-00.000167,+00.000041,-00.0580,-00.0230,-09.7622,-00.0580,-00.0230,-09.7622,-00.000680,-00.000064,-00.001127,-0.546,+0.810,+1.253,+036.49,+100.10
270527507000,270527507000,270527507000,-144.259,-000.102,+000.198,-00.000607,+00.000920,-00.000407,-00.0502,-00.0392,-09.7825,-00.0502,-00.0392,-09.7825,-00.000591,+00.001022,-00.001576,-0.546,+0.810,+1.253,+036.49,+100.07
270530007000,270530007000,270530007000,-144.259,-000.102,+000.198,-00.000556,+00.000323,-00.000356,+00.0150,-00.0280,-09.7864,+00.0150,-00.0280,-09.7864,-00.000540,+00.000426,-00.001525,-0.542,+0.810,+1.243,+036.49,+100.07
270532507000,270532507000,270532507000,-144.259,-000.102,+000.198,-00.000307,-00.000551,+00.000609,-00.0506,-00.0396,-09.7638,-00.0506,-00.0396,-09.7638,-00.000291,-00.000448,-00.000560,-0.542,+0.810,+1.243,+036.49,+100.08
270535007000,270535007000,270535007000,-144.259,-000.102,+000.198,-00.000436,-00.000514,+00.000891,-00.0531,-00.0318,-09.7637,-00.0531,-00.0318,-09.7637,-00.000419,-00.000411,-00.000279,-0.542,+0.810,+1.245,+036.49,+100.08
270537507000,270537507000,270537507000,-144.258,-000.103,+000.198,-00.000814,+00.000069,+00.000154,+00.0200,+00.0010,-09.7771,+00.0200,+00.0010,-09.7771,-00.000798,+00.000172,-00.001015,-0.542,+0.810,+1.245,+036.49,+100.09
270540007000,270540007000,270540007000,-144.259,-000.102,+000.198,-00.000414,+00.000246,-00.000636,-00.0362,-00.0260,-09.8001,-00.0362,-00.0260,-09.8001,-00.000398,+00.000348,-00.001805,-0.541,+0.811,+1.242,+036.49,+100.09
270542507000,270542507000,270542507000,-144.258,-000.103,+000.198,+00.000325,-00.000098,-00.000661,-00.0398,-00.0449,-09.7953,-00.0398,-00.0449,-09.7953,+00.000341,+00.000005,-00.001830,-0.547,+0.810,+1.241,+036.49,+100.07
270545007000,270545007000,270545007000,-144.258,-000.103,+000.198,+00.000496,-00.000934,-00.000545,+00.0052,-00.0227,-09.7931,+00.0052,-00.0227,-09.7931,+00.000513,-00.000831,-00.001714,-0.547,+0.810,+1.241,+036.49,+100.07
270547507000,270547507000,270547507000,-144.258,-000.103,+000.198,+00.000236,-00.001066,-00.000371,-00.0562,-00.0408,-09.7801,-00.0562,-00.0408,-09.7801,+00.000252,-00.000963,-00.001540,-0.545,+0.811,+1.240,+036.49,+100.08
270550007000,270550007000,270550007000,-144.258,-000.103,+000.198,+00.000426,-00.000789,+00.000067,-00.0193,-00.0400,-09.7716,-00.0193,-00.0400,-09.7716,+00.000443,-00.000686,-00.001103,-0.545,+0.811,+1.240,+036.49,+100.08
270552507000,270552507000,270552507000,-144.258,-000.103,+000.198,+00.000267,-00.000275,+00.000100,+00.0238,-00.0131,-09.7896,+00.0238,-00.0131,-09.7896,+00.000284,-00.000172,-00.001070,-0.547,+0.810,+1.245,+036.49,+100.08
270555007000,270555007000,270555007000,-144.258,-000.103,+000.198,+00.000253,+00.000031,-00.000099,-00.0486,-00.0392,-09.7967,-00.0486,-00.0392,-09.7967,+00.000269,+00.000134,-00.001269,-0.541,+0.809,+1.242,+036.49,+100.08
270557507000,270557507000,270557507000,-144.258,-000.103,+000.198,+00.000175,+00.000493,+00.000022,-00.0250,-00.0292,-09.7854,-00.0250,-00.0292,-09.7854,+00.000191,+00.000596,-00.001148,-0.541,+0.809,+1.242,+036.49,+100.10
270560007000,270560007000,270560007000,-144.258,-000.103,+000.198,-00.000264,+00.000346,-00.000174,+00.0139,+00.0147,-09.7596,+00.0139,+00.0147,-09.7596,-00.000248,+00.000449,-00.001344,-0.544,+0.809,+1.241,+036.49,+100.10
270562507000,270562507000,270562507000,-144.258,-000.103,+000.197,-00.000387,-00.000380,-00.000427,-00.0438,-00.0105,-09.7571,-00.0438,-00.0105,-09.7571,-00.000370,-00.000277,-00.001597,-0.544,+0.809,+1.241,+036.49,+100.08
270565007000,270565007000,270565007000,-144.258,-000.103,+000.197,-00.000371,-00.000192,-00.000254,-00.0189,-00.0392,-09.7598,-00.0189,-00.0392,-09.7598,-00.000354,-00.000089,-00.001424,-0.545,+0.809,+1.243,+036.49,+100.08
270567507000,270567507000,270567507000,-144.258,-000.103,+000.197,-00.000498,+00.000151,+00.000161,+00.0261,-00.0371,-09.7642,+00.0261,-00.0371,-09.7642,-00.000481,+00.000254,-00.001009,-0.548,+0.810,+1.240,+036.49,+100.08
270570007000,270570007000,270570007000,-144.258,-000.103,+000.197,-00.000247,+00.000823,+00.000987,-00.0367,-00.0511,-09.7857,-00.0367,-00.0511,-09.7857,-00.000231,+00.000926,-00.000183,-0.548,+0.810,+1.240,+036.49,+100.08
270572507000,270572507000,270572507000,-144.259,-000.103,+000.198,+00.000503,-00.000197,+00.000829,-00.0076,-00.0402,-09.7997,-00.0076,-00.0402,-09.7997,+00.000520,-00.000094,-00.000340,-0.550,+0.809,+1.241,+036.49,+100.09
270575007000,270575007000,270575007000,-144.259,-000.103,+000.198,+00.000839,-00.000369,+00.000196,+00.0156,-00.0191,-09.7816,+00.0156,-00.0191,-09.7816,+00.000855,-00.000266,-00.000973,-0.550,+0.809,+1.241,+036.49,+100.09
270577507000,270577507000,270577507000,-144.259,-000.102,+000.198,+00.000939,+00.000821,+00.000675,-00.0492,-00.0255,-09.7636,-00.0492,-00.0255,-09.7636,+00.000956,+00.000924,-00.000495,-0.542,+0.808,+1.242,+036.49,+100.09
270580007000,270580007000,270580007000,-144.259,-000.102,+000.198,+00.001318,+00.000478,+00.000455,-00.0068,-00.0187,-09.7713,-00.0068,-00.0187,-09.7713,+00.001335,+00.000581,-00.000713,-0.546,+0.811,+1.243,+036.49,+100.09
270582507000,270582507000,270582507000,-144.260,-000.102,+000.198,+00.001003,-00.000021,-00.000379,+00.0115,-00.0054,-09.8051,+00.0115,-00.0054,-09.8051,+00.001020,+00.000082,-00.001547,-0.546,+0.811,+1.243,+036.49,+100.08
270585007000,270585007000,270585007000,-144.260,-000.102,+000.198,+00.000630,-00.000389,-00.000681,-00.0565,-00.0359,-09.7965,-00.0565,-00.0359,-09.7965,+00.000647,-00.000286,-00.001849,-0.548,+0.810,+1.241,+036.49,+100.08
270587507000,270587507000,270587507000,-144.260,-000.103,+000.198,+00.000381,-00.000718,-00.000612,-00.0128,-00.0295,-09.7887,-00.0128,-00.0295,-09.7887,+00.000398,-00.000615,-00.001780,-0.548,+0.810,+1.241,+036.49,+100.07
270590007000,270590007000,270590007000,-144.260,-000.103,+000.198,-00.000293,-00.001103,-00.000457,+00.0079,-00.0038,-09.7878,+00.0079,-00.0038,-09.7878,-00.000276,-00.001000,-00.001626,-0.548,+0.812,+1.240,+036.49,+100.07
270592507000,270592507000,270592507000,-144.261,-000.103,+000.197,-00.000327,-00.001193,-00.001043,-00.0613,-00.0444,-09.7680,-00.0613,-00.0444,-09.7680,-00.000311,-00.001090,-00.002212,-0.548,+0.812,+1.240,+036.49,+100.08
270595007000,270595007000,270595007000,-144.261,-000.103,+000.197,+00.000128,-00.000275,-00.001222,-00.0156,-00.0507,-09.7564,-00.0156,-00.0507,-09.7564,+00.000145,-00.000172,-00.002391,-0.547,+0.810,+1.241,+036.49,+100.08
270597507000,270597507000,270597507000,-144.262,-000.103,+000.198,-00.000112,+00.000394,-00.000350,+00.0080,-00.0282,-09.7829,+00.0080,-00.0282,-09.7829,-00.000096,+00.000496,-00.001519,-0.541,+0.809,+1.245,+036.49,+100.08
270600007000,270600007000,270600007000,-144.262,-000.103,+000.198,-00.000366,+00.000124,+00.000028,-00.0511,-00.0416,-09.8126,-00.0511,-00.0416,-09.8126,-00.000349,+00.000227,-00.001140,-0.541,+0.809,+1.245,+036.49,+100.08
270602507000,270602507000,270602507000,-144.261,-000.103,+000.198,+00.000237,+00.000111,-00.000274,-00.0210,-00.0285,-09.7850,-00.0210,-00.0285,-09.7850,+00.000254,+00.000213,-00.001442,-0.546,+0.811,+1.243,+036.49,+100.08
270605007000,270605007000,270605007000,-144.262,-000.103,+000.198,+00.000192,-00.000245,-00.000726,-00.0146,-00.0308,-09.7691,-00.0146,-00.0308,-09.7691,+00.000208,-00.000142,-00.001894,-0.546,+0.811,+1.243,+036.49,+100.08
270607507000,270607507000,270607507000,-144.261,-000.103,+000.198,+00.000062,+00.000141,-00.000777,-00.0654,-00.0586,-09.7609,-00.0654,-00.0586,-09.7609,+00.000078,+00.000244,-00.001945,-0.544,+0.810,+1.241,+036.49,+100.08
270610007000,270610007000,270610007000,-144.261,-000.103,+000.198,+00.000805,+00.000509,-00.000466,-00.0193,-00.0236,-09.7765,-00.0193,-00.0236,-09.7765,+00.000821,+00.000612,-00.001634,-0.546,+0.811,+1.240,+036.49,+100.08
270612507000,270612507000,270612507000,-144.262,-000.103,+000.198,+00.000805,+00.000673,-00.000647,-00.0081,-00.0027,-09.7906,-00.0081,-00.0027,-09.7906,+00.000822,+00.000776,-00.001816,-0.546,+0.811,+1.240,+036.49,+100.08
270615007000,270615007000,270615007000,-144.262,-000.103,+000.198,+00.000072,+00.000911,-00.000293,-00.0639,-00.0407,-09.7772,-00.0639,-00.0407,-09.7772,+00.000089,+00.001014,-00.001461,-0.541,+0.811,+1.242,+036.49,+100.08
270617507000,270617507000,270617507000,-144.262,-000.103,+000.198,-00.000268,+00.000566,+00.000165,-00.0214,-00.0367,-09.7607,-00.0214,-00.0367,-09.7607,-00.000251,+00.000669,-00.001003,-0.541,+0.811,+1.242,+036.49,+100.08
270620007000,270620007000,270620007000,-144.262,-000.103,+000.198,-00.000071,+00.001068,+00.000070,-00.0246,-00.0188,-09.7563,-00.0246,-00.0188,-09.7563,-00.000054,+00.001171,-00.001098,-0.539,+0.810,+1.244,+036.49,+100.08
270622507000,270622507000,270622507000,-144.261,-000.103,+000.198,-00.000218,+00.000213,-00.000130,-00.0705,-00.0277,-09.7427,-00.0705,-00.0277,-09.7427,-00.000201,+00.000316,-00.001298,-0.546,+0.810,+1.243,+036.49,+100.08
270625007000,270625007000,270625007000,-144.262,-000.103,+000.198,-00.000258,-00.000973,-00.000854,+00.0117,-00.0114,-09.7454,+00.0117,-00.0114,-09.7454,-00.000242,-00.000869,-00.002022,-0.546,+0.810,+1.243,+036.49,+100.08
270627507000,270627507000,270627507000,-144.261,-000.103,+000.198,+00.000636,-00.000638,-00.000885,+00.0194,-00.0300,-09.7529,+00.0194,-00.0300,-09.7529,+00.000653,-00.000534,-00.002054,-0.548,+0.809,+1.240,+036.49,+100.09
270630007000,270630007000,270630007000,-144.261,-000.103,+000.198,+00.000246,+00.000354,-00.000700,-00.0544,-00.0603,-09.7589,-00.0544,-00.0603,-09.7589,+00.000263,+00.000457,-00.001869,-0.548,+0.809,+1.240,+036.49,+100.09
270632507000,270632507000,270632507000,-144.262,-000.104,+000.198,-00.000196,+00.000193,-00.000199,-00.0149,-00.0369,-09.7437,-00.0149,-00.0369,-09.7437,-00.000180,+00.000296,-00.001368,-0.542,+0.810,+1.243,+036.49,+100.07
270635007000,270635007000,270635007000,-144.262,-000.103,+000.198,+00.000132,+00.000414,+00.000643,-00.0022,-00.0216,-09.7507,-00.0022,-00.0216,-09.7507,+00.000149,+00.000517,-00.000526,-0.546,+0.806,+1.245,+036.49,+100.07
270637507000,270637507000,270637507000,-144.263,-000.103,+000.198,+00.000608,+00.001394,+00.000570,-00.0334,-00.0366,-09.7604,-00.0334,-00.0366,-09.7604,+00.000624,+00.001497,-00.000598,-0.546,+0.806,+1.245,+036.49,+100.09
270640007000,270640007000,270640007000,-144.262,-000.103,+000.198,+00.000528,+00.000377,+00.000700,+00.0035,-00.0299,-09.7434,+00.0035,-00.0299,-09.7434,+00.000545,+00.000480,-00.000468,-0.539,+0.811,+1.242,+036.49,+100.09
270642507000,270642507000,270642507000,-144.262,-000.103,+000.198,-00.000231,-00.000271,+00.000340,-00.0103,-00.0276,-09.7846,-00.0103,-00.0276,-09.7846,-00.000214,-00.000168,-00.000828,-0.539,+0.811,+1.242,+036.49,+100.09
270645007000,270645007000,270645007000,-144.262,-000.103,+000.198,+00.000201,-00.000522,-00.000032,-00.0471,-00.0673,-09.7971,-00.0471,-00.0673,-09.7971,+00.000218,-00.000419,-00.001200,-0.544,+0.809,+1.241,+036.49,+100.09
270647507000,270647507000,270647507000,-144.261,-000.104,+000.199,+00.000963,-00.000831,+00.000741,+00.0102,-00.0471,-09.7769,+00.0102,-00.0471,-09.7769,+00.000980,-00.000728,-00.000427,-0.546,+0.811,+1.240,+036.49,+100.08
270650007000,270650007000,270650007000,-144.261,-000.103,+000.199,+00.000736,-00.000196,+00.000465,-00.0188,-00.0287,-09.7899,-00.0188,-00.0287,-09.7899,+00.000752,-00.000092,-00.000703,-0.546,+0.811,+1.240,+036.49,+100.08
270652507000,270652507000,270652507000,-144.261,-000.103,+000.199,+00.000794,+00.000138,-00.000189,-00.0484,-00.0428,-09.7923,-00.0484,-00.0428,-09.7923,+00.000811,+00.000242,-00.001358,-0.542,+0.809,+1.244,+036.49,+100.08
270655007000,270655007000,270655007000,-144.261,-000.103,+000.199,+00.001059,+00.000241,-00.000084,+00.0381,-00.0101,-09.7899,+00.0381,-00.0101,-09.7899,+00.001076,+00.000344,-00.001253,-0.542,+0.809,+1.244,+036.49,+100.09
270657507000,270657507000,270657507000,-144.261,-000.103,+000.198,-00.000238,+00.000507,-00.000226,-00.0031,-00.0240,-09.7822,-00.0031,-00.0240,-09.7822,-00.000222,+00.000610,-00.001395,-0.536,+0.805,+1.244,+036.49,+100.08
270660007000,270660007000,270660007000,-144.261,-000.103,+000.198,-00.001088,-00.000006,-00.000483,-00.0465,-00.0550,-09.7748,-00.0465,-00.0550,-09.7748,-00.001072,+00.000097,-00.001651,-0.536,+0.805,+1.244,+036.49,+100.08
270662507000,270662507000,270662507000,-144.261,-000.103,+000.198,-00.000898,-00.000085,-00.001136,+00.0099,-00.0265,-09.7923,+00.0099,-00.0265,-09.7923,-00.000881,+00.000018,-00.002305,-0.544,+0.809,+1.240,+036.49,+100.09
270665007000,270665007000,270665007000,-144.261,-000.103,+000.198,-00.000773,-00.000100,-00.000688,-00.0338,-00.0365,-09.7647,-00.0338,-00.0365,-09.7647,-00.000756,+00.000003,-00.001856,-0.542,+0.809,+1.244,+036.49,+100.09
270667507000,270667507000,270667507000,-144.260,-000.103,+000.198,-00.000289,+00.000691,+00.000839,-00.0778,-00.0691,-09.7629,-00.0778,-00.0691,-09.7629,-00.000273,+00.000794,-00.000330,-0.542,+0.809,+1.244,+036.49,+100.09
270670007000,270670007000,270670007000,-144.261,-000.103,+000.198,+00.000253,+00.001330,-00.000282,-00.0061,-00.0383,-09.7961,-00.0061,-00.0383,-09.7961,+00.000270,+00.001433,-00.001451,-0.547,+0.811,+1.240,+036.49,+100.09
270672507000,270672507000,270672507000,-144.261,-000.103,+000.198,+00.000369,+00.000421,-00.001470,-00.0113,-00.0360,-09.7921,-00.0113,-00.0360,-09.7921,+00.000386,+00.000524,-00.002639,-0.547,+0.811,+1.240,+036.49,+100.09
270675007000,270675007000,270675007000,-144.261,-000.103,+000.198,+00.000280,-00.000203,-00.001047,-00.0258,-00.0522,-09.7817,-00.0258,-00.0522,-09.7817,+00.000297,-00.000099,-00.002216,-0.546,+0.811,+1.243,+036.49,+100.09
270677507000,270677507000,270677507000,-144.262,-000.103,+000.199,-00.000320,-00.000430,-00.000307,+00.0325,-00.0203,-09.7967,+00.0325,-00.0203,-09.7967,-00.000303,-00.000327,-00.001475,-0.540,+0.811,+1.242,+036.49,+100.09
270680007000,270680007000,270680007000,-144.261,-000.103,+000.199,+00.000093,-00.000131,+00.000769,-00.0211,-00.0172,-09.8207,-00.0211,-00.0172,-09.8207,+00.000109,-00.000028,-00.000400,-0.540,+0.811,+1.242,+036.49,+100.09
270682507000,270682507000,270682507000,-144.261,-000.103,+000.198,-00.000254,-00.000104,+00.000532,-00.0481,-00.0320,-09.8147,-00.0481,-00.0320,-09.8147,-00.000238,-00.000001,-00.000637,-0.546,+0.813,+1.241,+036.49,+100.08
270685007000,270685007000,270685007000,-144.261,-000.103,+000.198,-00.000418,+00.000572,+00.000084,+00.0124,-00.0170,-09.8180,+00.0124,-00.0170,-09.8180,-00.000402,+00.000675,-00.001084,-0.546,+0.813,+1.241,+036.49,+100.08
